s1|s2|sts_score|bleurt_score
US: Madoff brother to plead guilty in NY in fraud|Madoff's brother to plead guilty to fraud|0.8400000000000001|-0.5027810335159302
Hollande defeats Sarkozy in French presidency vote|Polls open across France in presidential election|0.36|-0.9092147350311279
Libyan government retakes Tripoli airport|Libyan militia takes control of Tripoli airport|0.64|0.15724502503871918
Clinton warns Kenya of cost of election violence|Clinton warns Kenya on cost of election unrest|0.92|0.6837043166160583
Arkansas Supreme Court strikes down execution law|Arkansas Justices Strike Down Death Penalty|0.92|0.2224368155002594
S. Africa's former president Mandela discharged from hospital|Mandela Discharged From Hospital|0.8400000000000001|-0.24342727661132812
UN envoy in Turkey for talks on Syria|NZ to increase exports to China|0.04|-1.1347854137420654
Islamist Morsi Wins Egypt's Presidential Election|Al-Shater to run in presidential election in Egypt|0.2|-0.09348854422569275
Donna Summer, the queen of disco|Donna Summer, Queen of Disco, Dies at 63|0.32|-0.40677908062934875
Bangladesh Muslims torch Buddhist shrines, police say|Muslims torch Buddhist temples|0.72|-0.18608270585536957
U.S. Drone Kills Five Militants in Pakistan|Six Police Officers Killed in Attacks in Dagestan|0.08|-0.835793137550354
Mali future interim president readies to take office|Pope rips into dissident priests on celibacy|0.0|-1.2773276567459106
9 killed, 168 injured in latest Cairo clashes|10 killed, 12 injured in E. Afghan airport suicide blast|0.24|-0.44753894209861755
Romney wins Maine Republican caucuses|Romney, in comeback, has narrow Maine caucus win|0.76|-0.2045706808567047
Court in Bahrain rejects medics' last rally appeal|Bahrain rejects activists' appeal|0.76|-0.8392059206962585
Hurricane Sandy powers toward Eastern Seaboard|Hurricane Sandy moves towards US|0.72|-0.7067580819129944
Clinton calls for friends of Syria to unite|Plastic artist calls for greater support for new talents|0.0|-1.5841338634490967
JK Rowling launches her first adult novel|Syria launches ground assault in Aleppo|0.0|-1.5789210796356201
Algerian government parties dominate elections|Algerian national turnout of parliamentary vote reaches 44.38 pct|0.48|-0.5384227633476257
Security official killed in Yemen|Security personnel killed in Pakistan raid|0.12|-0.5548628568649292
US stocks fall as Greek talks lumber; Apple falls|US stocks slip on Wall Street as Greek talks drag on|0.64|-1.1921547651290894
Romney picks Ryan as vice presidential running mate: source|Romney to tap Ryan as vice presidential running mate|1.0|0.1467094123363495
NATO sticks to transition roadmap in Afghanistan: Rasmussen|NATO helicopter makes hard landing in E. Afghanistan|0.2|-1.2088011503219604
Mubarak faces verdict in murder trial|Mubarak's sons face new charges of insider trading|0.2799999999999999|-0.8048008680343628
No blocks to investment|India allows Pakistan investment|0.4|-1.408193826675415
Blast kills 11 in northwestern Pakistan|Bomb Kills 19 In Northwest Pakistan|0.52|0.5724872946739197
5 aid workers freed in operation in Afghanistan|Suicide bomber kills 37 at mosque in Afghanistan|0.16|-1.0633888244628906
Two NATO soldiers killed in Afghanistan|NATO Soldier Killed in Afghan Blast|0.72|-0.021429065614938736
Nadal tumbles into French Open final|Nadal through to seventh French Open final|0.8|0.026051577180624008
Russian TV reports foiled attempt on Putin|Russia, Ukraine foiled plot to kill Putin, report says|0.64|0.015011828392744064
Putin claims victory in Russia's presidential election|Putin wins disputed Russian presidential election|0.8800000000000001|0.3531090021133423
Remains of 167 bodies found in Mexican cave|Remains of 167 people found in Mexico cave|1.0|0.7273265719413757
orphaned alps massacre girl returns to uk|Alps attack: Girl returns to UK|0.8|-0.27069368958473206
Obama team raises debate stakes|Obama takes offensive against Romney in debate|0.5599999999999999|-0.820223867893219
Two Kenyan ministers among 6 killed in plane crash|Poland honors president killed in 2010 plane crash|0.16|-0.9961016178131104
Thousands gather for new Russian anti-Putin rally|Thousands gather in Moscow for rival rallies|0.5599999999999999|-0.05938923731446266
Google names new Motorola Mobility CEO|Google appoints Dennis Woodside to run Motorola Mobility|0.76|-0.44171005487442017
Massive Hurricane Sandy bears down on U.S. East Coast|Hurricane Sandy takes aim at US East Coast|0.8800000000000001|0.13861455023288727
Another rocket hits Eshkol; no injuries|2 rockets hit Eshkol; none injured|0.6799999999999999|0.3658261299133301
Thousands more Syrian refugees flee to Turkey overnight|8,000 Syrian refugees flee to Turkey overnight|0.76|0.6604229211807251
Assange appeals extradition to UK's top court|Assange to appeal extradition to UK's top court|0.8|0.6609134078025818
Strong quake jolts most parts of Pakistan|Strong quake hits eastern Indonesia|0.4|-0.22926415503025055
Lebanese Gunmen Clash Over Syria Crisis|Syrians hold solution to Syria crisis|0.2|-0.14407503604888916
Mob kills man for burning Quran|Pakistani Mob Kills Man 'for Burning Koran'|0.8|-0.11237078905105591
US drone strike kills four in North Waziristan|U.S. drone strike kills 10 in northwest Pakistan: officials|0.36|-0.06652425229549408
Salvador Dali painting snatched from New York gallery|Salvador Dali painting snatched in NYC|0.92|0.38275933265686035
Putin claims victory in Russia's presidential election|Will Putin's Election Victory in Russia Be Greeted with Protests?|0.36|-0.43143555521965027
Sarkozy announces re-election bid|France's Nicolas Sarkozy makes his reelection bid official|0.8400000000000001|0.06117584928870201
US, UK in pact to release emergency oil stocks|US, UK Set to Agree Emergency Oil Stocks Release|0.92|0.2668299078941345
Eurozone unemployment stays at record 11 percent|Eurozone unemployment at record high in June|0.6|0.14584684371948242
French Socialist Party wins parliament victory|French Socialists win absolute parliament majority|0.76|0.5028671622276306
Salafi Islamists, police clash in Tunis - witnesses|Second Islamist hunger striker dies in a Tunisian prison|0.12|-0.696645975112915
Strauss-Kahn investigated in French prostitution ring|Dominique Strauss-Kahn faces questions over French prostitution ring|0.76|-0.024672094732522964
Romney wins Florida Republican primary|Romney eyes US Republican primary endgame|0.36|-0.5528944134712219
US drone strike kills four in North Waziristan|Suspected drone strike kills 4 in Pakistan|0.52|-0.18272200226783752
2 Traffic Accidents Leave 47 Dead in China|3 traffic accidents leave 56 dead in China|0.48|0.7865825295448303
Head of CIA resigns over affair|Hall of Fame beckons for Capriati|0.0|-1.2633788585662842
France's Strauss-Kahn charged with involvement in prostitution vice ring|Strauss-Kahn charged in prostitution vice ring|0.8|0.22730028629302979
Sony reports record annual loss|Sony forecasts record annual loss of $6.4bn|0.72|0.10584568977355957
12 killed in Gaza in Israeli airstrikes|Ictu, Ibec in move on airline strike|0.08|-1.2365809679031372
9 killed in attacks after deadly Iraq day|19 Killed in Iraq Attacks ahead of Ramadan End|0.2799999999999999|-0.22855564951896667
Barclays hit by fresh U.S. investigations|Barclays hit by fresh US probe|0.8800000000000001|0.29662153124809265
US closes embassy in Syria (AP)|Closed roads in Armenia|0.08|-1.2162482738494873
EU heaps new sanctions on Syria|EU imposes new sanctions on Syrian regime|0.8800000000000001|0.45032089948654175
Russians rally against Putin's rule|Tens of thousands rally against Putin's rule (AP)|0.6799999999999999|-0.16814595460891724
Bahrain Grand Prix Underway Amid Protests|Bahrain race goes ahead amid unrest|0.8|0.2640029788017273
China stocks open flat Monday|Chinese stocks open mixed Wednesday|0.2799999999999999|0.02804509922862053
Sheryl Crow says has benign brain tumor|Sheryl Crow Has a Benign Brain Tumor|0.92|0.02515697106719017
Afghan parliament approves U.S.-Afghan security pact|Afghan parliament approves U.S. partnership|0.76|0.2760506868362427
Two German tourists, two pilots killed in Kenya air crash|Senator Reid involved in Las Vegas car crash: CNN|0.12|-1.3275866508483887
Israeli, Palestinian negotiators quietly meet|Israeli, Palestinian negotiators meet in Jordan|0.72|0.004024844616651535
US astronaut Neil Armstrong dead at 82|US astronaut Neil Armstrong dies|0.72|0.08403965830802917
Amnesty: Syria rebels also committing abuses|Amnesty investigator: Syria rebels also committing abuses|0.8400000000000001|0.4908704161643982
Mitt Romney wins Republican primary in Indiana|Romney wins Florida Republican primary|0.32|-0.15444938838481903
East German rights activist Gauck elected president|Joachim Gauck elected as German president|0.8|-0.25498726963996887
South Africa starts investigating mine violence|South Africa hosts 'peace talks' in mine standoff|0.48|-0.0745566338300705
3 dead, 27 injured in SW China accident|35 dead and 165 missing in India boat accident|0.08|-0.05489547923207283
Santorum Romping To Minnesota Victory|Santorum wins Kansas caucuses|0.2|-0.5711267590522766
Space legend Neil Armstrong dies|First man on moon Neil Armstrong dies at 82|0.8|-0.4517514109611511
U.S. and Turkey weigh no-fly zones for Syria|Turkey, US weigh no-fly zones for Syria|0.96|0.5801522135734558
Man arrested over double murder|WA man arrested in police drug raid|0.16|-0.6924902200698853
Florida counties extend early voting|Fla. Democrats want extended early voting hours|0.5599999999999999|-0.32715755701065063
Warship sets sail for Falklands|British Warship Sets Sail for Falklands|0.76|0.6289841532707214
Newcastle 2-0 Liverpool: Match report, pictures & video highlights|QPR 1-2 West Ham: Match report, pictures & video highlights|0.2|-0.15168580412864685
Palestinian prisoners to end hunger strike|Progress reported in Palestinian prisoner hunger strike talks|0.5599999999999999|-0.5293774604797363
Police: Four killed in German hostage taking incident|Palestinians: 12 killed in IDF strike in northern Strip|0.2|-0.821380078792572
Egypt lets Mubarak PM back in presidential race|Egypt confirms Mubarak's PM back in presidency race|0.85|0.475849986076355
Syrian journalists killed in capital|US Marines killed in base attack|0.12|-0.9514735341072083
GOP candidate Romney to call to arm Syrian rebels|US helping get arms to Syria rebels|0.48|-1.203567624092102
U.N. observer patrol arrives at Syria massacre site|UN observers reach Syria massacre village|0.8800000000000001|0.17565011978149414
American Airlines and Pilots Agree on a New Contract|Romney pledges to 'stand with Israel' on Iran threat|0.0|-1.3552073240280151
Greek PM to announce new election|Greek PM calls for May 6 general election|0.5599999999999999|-0.0334552563726902
Government of Canada Supports Montréal Women Leading Change|Government of Canada Supports Women's Safety in Regina|0.32|-0.1445833295583725
No problem if Mulayam forms Third Front: Congress|No problem if Mulayam forms third front: Digvijay|0.64|0.0797652006149292
Bradley triumphs at Firestone as Furyk fades|Bahrain court upholds sentences against uprising leaders|0.0|-1.6279077529907227
Plane crash in Ghana kills at least 10|Plane Crash in Ghana: How the international media reported it|0.44|-0.7861477732658386
Six US troops killed in Afghan bomb attack|6 NATO troops killed in Afghanistan|0.36|0.015687506645917892
Syria forces launch Aleppo attack|Syrian forces kill 54 ahead of Annan peace mission|0.32|-0.4802096486091614
Romney, Obama fight for edge on Medicare|Obama, Romney compete for undecideds, stoke base|0.2|-0.8197388052940369
BBC director general resigns over 'shoddy journalism'|BBC Director General Resigns amid Newsnight Scandal|0.72|-0.20837156474590302
Rick Santorum wins Kansas caucuses|Rick Santorum notches a victory in Kansas caucuses|0.96|0.5873058438301086
In Islamist-led Egypt, Coptic Church names new pope|Egyptian Christians choose new pope|0.64|-0.3045879304409027
US pledge to rebuild Haiti not being met|US Pledge to Rebuild Haiti Not Being Met|1.0|1.065154790878296
Chinese stocks close higher Thursday|Chinese stocks open mixed Wednesday|0.2|-0.29489588737487793
Greece to vote on 2013 budget; protesters gather|Greece to vote on 2013 budget|0.72|0.0600629486143589
U.S., EU Cautiously Welcome Iran's Proposal To Restart Nuclear Talks|U.S., EU welcome Iran's offer to restart nuclear talks|0.8|0.5261760354042053
Clinton warns Kenya of cost of election violence|Clinton warns Kenya on repeat of 2007 vote chaos|0.5599999999999999|0.1495489776134491
Anti-American Protests Over Film Expand to Nearly 20 Countries|Anti-American fury sweeps Middle East over film|0.76|-0.19697439670562744
Journalists hail London Olympics opening|Israeli delegation marches in 2012 Olympics opener|0.2|-0.9859944581985474
Aust stocks open lower|Tokyo stocks open lower|0.3|-0.9874051213264465
WikiLeaks begins publishing two million Syria emails|WikiLeaks Releasing Trove of Syria Documents|0.6799999999999999|-0.27374932169914246
Palestinians: 2 Gaza militants killed in Israeli airstrike on coastal strip|Officials: Gaza man killed in Israeli airstrike (AP)|0.6|-0.25686487555503845
Mali's President Hands in Resignation|Mali's President Formally Resigns|0.92|0.08172957599163055
Three killed in Nigeria suicide bombers attack|60 killed in Nigeria cattle market attack|0.2799999999999999|-0.49185702204704285
FACTBOX-Security developments in Iraq, February 1|FACTBOX-Security developments in Pakistan, March 13|0.32|-0.08084860444068909
HRW: Jordan biased against Palestinians from Syria|Jordan biased over Palestinians from Syria|0.8400000000000001|-0.32604119181632996
Israel among top arms exporters in world: report|Israel among top arms exporters and importers|0.76|-0.19105342030525208
Egyptians to vote for new president|Somali MPs to elect new president|0.16|0.011676590889692307
Federer Wins 7th Wimbledon Title|Federer captures 7th Wimbledon title|1.0|0.8547323942184448
Qaida leader calls for kidnap of Westerners in Egypt|Al-Qaida Leader Urges Kidnapping of Westerners|0.72|0.2923228144645691
China stocks close mixed Friday|Chinese stocks close higher midday Friday|0.52|-0.48984017968177795
43 killed in bus crash|15 killed in crash in India|0.32|-0.26470476388931274
Putin sworn in as Russian president|Putin sworn in as Russia's president for 6 years|0.8|0.3431374728679657
China trade returns to surplus in March|Tense calm returns to south Tel Aviv|0.0|-1.5384206771850586
Highlights of the Vice Presidential debate|Five things to watch in the presidential debate|0.44|-0.6376134753227234
Full Episode: Nightline 6/29: Katie Holmes, Tom Cruise to Divorce|Custody, images at stake in Cruise-Holmes divorce|0.2799999999999999|-1.3872532844543457
Syrian regime denies role in Houla massacre|Syria blames rebels for Houla massacre of over 100|0.6|-0.3216511011123657
South Sudan accuses Sudan of bombings ahead of talks|S. Sudan accuses Sudan of bombing in blow to talks|0.8800000000000001|0.03864690288901329
Nine killed in gun attack in Pakistan|Five million citizens get unofficial salary in Ukraine|0.0|-1.6005500555038452
Syria demands guarantees, rebels say peace plan doomed|Syria demands written guarantee for troop pullback|0.64|-0.2897452116012573
Minn. terminal reopens after evacuation|Minn. Terminal Reopens After Bag Causes Evacuation|0.76|0.32132869958877563
Golf: Westwood takes lead in Dubai Desert Classic|Westwood in front a Dubai Desert Classic|0.8|-0.08937779068946838
Sudan Blocks YouTube Over Anti-Islam Film|Pakistan's PM orders YouTube halt over anti-Islam film|0.5599999999999999|-0.7123451828956604
Polls open in Russian presidential election|Polls close in Senegal's presidential election|0.2799999999999999|-0.6013215184211731
Chavez leaves again for Cuba for radiotherapy|Chavez set for more radiotherapy in Cuba|0.8800000000000001|0.26773449778556824
Romanian president declared victory|Chinese president concludes state visit to Denmark|0.12|-1.0810908079147339
Russians rally support for Orthodox church over Pussy Riot controversy|Russian Orthodox Church rallies faithful after criticism|0.72|-0.6864427924156189
Clinton lands in India to breathe life into ties|Clinton Warns Against Undermining Grameen Bank|0.2799999999999999|-1.2741498947143555
Mali interim leader takes office|Mali's Interim President Sworn Into Office|0.8400000000000001|0.31810787320137024
Putin Declares Victory In Russian Presidential Vote|Putin 'wins' Russia's presidential election|0.76|0.3647974133491516
AL renews condemnation on Syria's violence|U.S. closes embassy in Damascus due to Syria violence|0.32|-0.6392119526863098
EU slaps sanctions on Assad family|EU sanctions Assad's wife; mortars hit Homs|0.6799999999999999|-0.5626375079154968
Air Force Instructor Faces Sentencing for Rape|Women testify at Air Force instructor's sentencing|0.36|-0.35897424817085266
More than 30 striking miners killed|More than 30 striking miners killed in South Africa|0.76|0.16923373937606812
Iron Dome intercepts 17 rockets|Iron Dome intercepts two rockets fired at Beersheba|0.52|-0.4725864827632904
Mali Islamists destroying 'more Timbuktu shrines'|Mali Islamists destroy more holy Timbuktu sites|0.9|0.3352137804031372
China stocks end higher on PMI at midday|Chinese stocks open higher Thursday|0.36|-0.4765816628932953
Scientists Resurrect Flowers from Prehistoric Seeds|Nintendo trims red ink, lowers forecast for year|0.0|-1.458557367324829
Man convicted in Vatican leaks case|"Butler to be tried in ""Vatileaks"" case"|0.52|-0.6389676928520203
Romney, Paul vie for Maine caucus win|Romney has narrow Maine caucus win|0.5599999999999999|-0.592573344707489
Sectarian clashes rock Lebanese city of Tripoli|Sectarian clashes rock Lebanese city, 3 killed|0.76|-0.20752348005771637
Repsol blasts Argentina over nationalization of YPF|Repsol blasts Argentina over oil nationalization|0.6799999999999999|-0.45580530166625977
Several dead, 550 injured in Argentina train crash|49 feared dead in Buenos Aires train crash|0.2799999999999999|0.018875177949666977
Aung San Suu Kyi to address British MPs|Burma's Aung San Suu Kyi to address parliament on June visit|0.8|-0.5102288126945496
Sheriff: Man recovers stolen car 42 years later|US man recovers car 42 years after theft|0.8|-0.337189644575119
Google CEO says Android important, not critical|Larry Page says Android important, not critical|0.8|-0.17956475913524628
Iran may cut oil exports to more EU states|Iran MPs say ready to ban oil exports to some EU states|0.72|0.021172937005758286
Factory Fires Kill At Least 260 in Pakistan|At Least Six Dead in Pakistan Gunfight|0.16|-0.3329762816429138
Australian among four on plane missing in Indonesia|Iranian painter Mansoureh Hosseini dies|0.0|-1.2708752155303955
Romney vows to restore 'promise of America'|Romney Promises to 'Restore America'|0.76|0.19762542843818665
Santorum's 3-year-old daughter hospitalized|'Kony 2012' director hospitalized|0.12|-1.5867176055908203
Mandela released from hospital|Israeli president released from hospital|0.24|-1.0171926021575928
Jaya Prada all set to join BJP|Jaya Prada likely to join BJP, Amar Singh to decide for her|0.76|-0.47732025384902954
Hezbollah's Nasrallah warns US over anti-Islam film|Hezbollah calls for more anti-Islam film protests|0.5599999999999999|-0.2817878723144531
Nadal tops Djokovic for 7th French Open title|Tennis: Nadal defeats Djokovic for Monte Carlo title|0.64|-0.30046799778938293
Childcare costs rise by nearly 6%|Childcare 'costing £15,000 a year'|0.6|0.10458709299564362
Obama urges decisive action on Europe debt crisis|Obama urges Europe to act quickly on crisis|0.6799999999999999|-0.0637313723564148
Beef burger mix recalled over salmonella concerns|Choc powder recalled over salmonella concerns|0.2|-0.5874841213226318
Obama, Romney Prepare for First Debate|Obama, Romney prepare to debate|0.8400000000000001|0.510990560054779
First significant gas found offshore Kenya|Raiders kill 38 in latest land clashes in Kenya|0.16|-1.2516109943389893
Red Cross worker killed in Pakistan|Kidnapped UK aid worker killed in Pakistan|0.44|-0.2790602743625641
8 rockets fired from Gaza into southern Israel; none hurt|Ten rockets from Gaza land in southern Israel; none hurt|0.6799999999999999|0.4412757158279419
U.S. soldier killed in shooting incident in S. Afghanistan|Five NATO soldiers killed in Afghanistan|0.32|-0.38514232635498047
Polls close in Egyptian presidential election|Press Releases: Yemeni Presidential Election|0.16|-0.6736058592796326
Police 'did not link' Savile claims|BBC faces questions for pulling Savile case|0.24|-0.9095999598503113
Eurozone unemployment stays at record 11 percent|Eurozone unemployment hits record high|0.6799999999999999|0.4820520877838135
James Murdoch quits BSkyB|James Murdoch quits role at BSkyB|0.8400000000000001|0.24717575311660767
Iconic science fiction writer Ray Bradbury dies at 91|Science fiction legend Ray Bradbury dead at 91|0.96|0.6316676735877991
Egypt presidential election May 23-24|US presidential election 2012|0.12|-1.0858204364776611
Four French soldiers killed in Afghan suicide blast|Four foreign soldiers killed in Afghan east|0.6799999999999999|-0.2356976419687271
UN observers find traces of Syrian massacre|UN team investigates Syrian massacre|0.8|0.5043177604675293
AP poll: Majority in US have prejudice against blacks|AP Poll: Majority Harbor Prejudice Against Blacks|0.72|0.3613136112689972
AP Source: Redskins to trade for No. 2 pick|Redskins trade for No. 2 pick|0.8400000000000001|0.44185587763786316
China says defense budget to rise 11.2% in 2012|China's defence spending to rise 11.2%|0.8|-0.23892202973365784
String of Iraq blasts kills at least 32|Strong Italy Quake Kills at Least Six|0.0|-0.8445531129837036
Ecuador President Correa says no decision made on Assange asylum|Ecuador yet to decide on Assange's asylum|0.76|0.15925946831703186
US offers US$10 mil. for Pakistan militant|US offers $10 million for Pakistani militant chief|0.76|0.40518873929977417
6 NATO troops killed in Afghanistan IED attack|6 NATO troops killed in Afghanistan|0.76|-0.09914831817150116
Osama Bin Laden Wives to Be Jailed|Osama Bin Laden movie to be filmed in India|0.16|-1.259765386581421
Egyptians vote in landmark presidential election|Egyptians go to polls in historic election|0.8|0.2963447570800781
JetBlue pilot who disrupted flight declared insane, not guilty|JetBlue pilot who caused disruption on flight not guilty|0.76|-0.15145963430404663
Tsunami warning: No need for SA to panic|Tsunami warning after Aceh quake|0.44|-1.1743278503417969
US Hands Over Bagram Prison to Afghan Authorities|U.S. transfers Bagram prison to Afghan control|0.96|0.451416015625
Jeremy Hunt distances himself from adviser who 'overstepped the mark'|Jeremy Hunt clings on as SpAd quits over News Corp emails|0.4|-0.7131418585777283
Obama praises U.S.-Latin America trade ties|Obama Secret Service agents sent home|0.08|-1.155547857284546
Blitzbokke ousted by Fiji|Blitzbokke beaten by NZ|0.4|-0.1565469205379486
Obama and Romney focus on swing-states|Team Anna yet to decide on contesting state polls|0.08|-1.73381507396698
'Grenade attack' kills one and injures at least 11|Sex attack on woman investigated|0.04|-1.611176609992981
'Scores of bodies' found in Syria|Eight more bodies found on ship|0.2799999999999999|-0.834479570388794
Shooter charged with murder of US black teen|Thoughts on race relations under a black president|0.16|-1.5655148029327393
Jonny Bairstow and Eoin Morgan shine for England in Mumbai|Bairstow hits ton in India tour match|0.36|-1.1187750101089478
How wind farm developers 'use camera tricks to make turbines look smaller than they really are'|Wind farm developers using 'tricks' to make turbines look smaller|0.8800000000000001|-0.5618932843208313
US drone kills six militants in Pakistan: officials|US missiles kill 15 in Pakistan: officials|0.48|0.054383691400289536
Nigeria: Nigerian troops swarm after 40 killed in student massacre|Nigeria police make arrests after college massacre|0.52|-0.014359820634126663
Nerves Calmed -- For Now : Markets Jump on Relief over Spanish Bank Bailout|Focus Shifts to Greece After Spain Secures Bank Bailout|0.44|-0.8665502667427063
Heavy Fighting Reported in Syria's Aleppo|Heavy fighting reported in Damascus|0.2799999999999999|0.7424634099006653
France says Greece must show credibility for eurozone|France's Hollande backs Greece but urges credible reform|0.36|-0.4714745283126831
Avengers sets box office record|The Hunger Games breaks US box office record|0.24|-0.6515327095985413
4 French Soldiers Reported Killed in Afghanistan|British Soldier Killed In Afghanistan|0.2|-0.2951381504535675
Spanish bailout dilemma gets more acute|Spanish dilemma gets more acute|0.6799999999999999|0.2126324474811554
NATO soldier dies in Afghanistan|Two Aust soldiers wounded in Afghanistan|0.12|-0.38788628578186035
Chinese stocks open lower Wednesday|China stocks open lower Friday|0.48|0.4990087151527405
Palestinian leadership condemn Israeli FM call to oust Abbas|Palestinian leadership backs Fatah-Hamas Doha deal|0.2|-0.7713800072669983
Mitt Romney wins Maryland GOP primary|Romney wins Maryland Republican primary|0.96|0.13906565308570862
Man finds car on eBay 42 years after it was stolen|Texas man finds his car 42 years after it was stolen|0.72|-0.0105508454144001
Sylvester Stallone's son found dead in Hollywood|Sylvester Stalloneâ€™s son, Sage Stallone, found dead in Hol|0.6799999999999999|-0.3656925559043884
NATO: 4 aid workers rescued from Afghan insurgents|5 aid workers freed in operation in Afghanistan|0.5599999999999999|-0.20508550107479095
Russia jails Pussy Riot protest punks for two years|Russian court to rule in Pussy Riot trial|0.36|-0.7624426484107971
Israel bars German writer Grass from visiting over poem|Israel bars German author Grass over poem|0.8800000000000001|-0.2941974997520447
The Note's Must-Reads for August 1, 2012|The Note's Must Reads for Wednesday July 4, 2012|0.36|0.3724392354488373
NATO US troop detained over shooting of Afghan civilians|U.S. says saddened by shooting on Afghan civilians|0.48|-0.47798705101013184
Hollande wins French presidential election|East Timor votes in presidential election|0.32|-1.1588523387908936
Military: Syria chemical stocks threaten Israel|Russia tells Syria chemical arms threat is unacceptable|0.36|-0.6765668392181396
Fitch upgrades Ford to investment grade|Fitch restores Ford credit to investment grade|0.72|0.24539467692375183
Syria peace plan conditions “unacceptable,” opposition says|Syria peace dashed as deadline passes|0.4|-0.4839779734611511
Clashes as Greeks protest against more cutbacks|Clashes erupt as Greek vote nears|0.48|-0.48944905400276184
9 dead, 11 hurt, 4 missing in Mont Blanc avalanche|6 dead, several missing in Mont Blanc avalanche|0.48|0.38229280710220337
Taliban pose as 'attractive women, on Facebook for spying|Taliban soldiers posing as pretty women on Facebook to get troops' secrets|0.92|-0.39578333497047424
China activist Chen lands in US|Chinese activist renews call to fight injustice|0.24|-1.1110084056854248
City Room: Empire State Building Shooting|2 dead in shooting outside Empire State Building|0.64|-0.9238172769546509
Mohamed Morsi sworn in as Eygptian president|Mursi sworn in as Egyptian president|0.8800000000000001|-0.4390454590320587
Attack on Nato base in Afghanistan kills 15|Aid workers freed in Afghanistan raid|0.2|-1.0729894638061523
Yemen Suicide Blast, Drone Attack Kill At Least 30|Spate of Iraq attacks kill at least six|0.2|-0.38165274262428284
Torres moving on after Olympic bid fails|Torres finishes 4th, misses out on sixth Olympics|0.6|-0.8238160610198975
Pakistan begins demolition of bin Laden compound|Pakistan demolishes Osama bin Laden hideout|0.5599999999999999|0.4675142168998718
Sudan blames Israel for Khartoum arms fire|Sudan accuses Israel of airstrike on arms factory|0.72|0.01982274278998375
House-Senate deal reached on payroll tax measure|Negotiators reach deal on Congress payroll tax cut bill|0.76|-0.4089316725730896
Tropical Storm Isaac drenches Haiti, swipes Cuba|Tropical Storm Isaac threatens dam|0.2799999999999999|-1.440366506576538
Foreign pro-Palestinian activists seek to enter West Bank|100 pro-Palestinians seek to enter Israel at Allenby|0.44|-0.3140055537223816
World stocks rise on hopes for EU, US stimulus|Stocks rise on hopes for a Fed stimulus|0.6|-0.4750109314918518
Gore Vidal dead at 86: Legendary author, playwright, and politician dies|Gore Vidal, celebrated author, playwright, dies at 86|0.8|0.16561448574066162
World stocks fall before Greek debt deal deadline|Asia stocks fall ahead of Greek debt deal deadline|0.48|0.26179391145706177
South Africa police shot dead 30 miners|South Africa police say they killed 30+ miners|0.8400000000000001|0.48125606775283813
Isaac drenches Haiti, heads toward Cuba, Florida|Isaac nears Haiti with homeless quake population|0.48|-1.312704086303711
Britain reaches out to Syria opposition|Who cares about the Syrian people?|0.24|-1.1962298154830933
Obama relaxes deportation rules for young immigrants|U.S. relaxes deportation rules for young people: Napolitano|0.8|-0.9707455039024353
Microsoft's Surface a big bet on future: Analysts|Microsoft's Surface tablet promising, but questions remain|0.76|-1.243288516998291
'Whitey' Bulger's girlfriend gets 8 years|"Mobster ""Whitey"" Bulger's girlfriend gets 8 years"|0.72|0.39490950107574463
Mauritanian president shot by army unit|Mauritanian president shot at|0.76|-0.24268367886543274
Man sets himself on fire at Breivik trial|Man sets self afire outside Breivik trial|0.92|0.10456930100917816
U.S. drone strike kills 10 in northwest Pakistan|US drone in Pakistan kills 10 suspected militants|0.76|-0.02400854602456093
9,000 U.S. Marines to leave Okinawa|9,000 U.S. Marines to move out of Okinawa: statement|1.0|0.38530582189559937
Toys R Us waives fee for layaway program|Wal-Mart lowers fee for holiday layaway program|0.36|-0.3475300073623657
Iran expands nuclear enrichment activities: IAEA report|Iran steps up sensitive nuclear work - IAEA|0.6|0.1636272519826889
Donna Summer, Queen of Disco, dies at 63|Donna Summer, the queen of disco|0.6|-0.6165327429771423
Iraqi Attacks Kill General, Four Police|Attacks in Iraq kill general and 4 others|0.8|-0.02861180528998375
At least 80 dead in northwest Iran quakes|180 dead, 1,300 injured in northwest Iran earthquakes|0.52|0.3606247305870056
Brazil's 'pop-star priest' gets mammoth new stage|Brazil's 'Pop-Star Priest' Gets Mammoth New Stage|1.0|1.0317996740341187
Washington: More Than 100 Are Charged in Medicare Fraud Sweep|Washington: Court Upholds Voting Rights Act in Alabama Case|0.12|-1.0915753841400146
Putin claims victory in Russia's presidential election|Putin claims victory in presidential vote|0.8400000000000001|0.5555804967880249
Clinton ready to fight for Obama|Clinton a tough act for Obama to follow|0.2|-0.5926952958106995
Romney announces Paul Ryan as running mate|Romney chooses Ryan as GOP running mate|0.8800000000000001|0.14345724880695343
European markets rise on Greek bailout hopes|European Ministers Are Poised to Approve Greek Rescue|0.44|-0.710085391998291
Edwards Acquitted on 1 Count, Mistrial on Others|Edwards found not guilty on one count; mistrial on others|0.92|0.3749780058860779
Ukrainian weightlifter gets four-year doping ban|Ukraine's Korobka gets four-year doping ban|0.8400000000000001|0.10746419429779053
Gunman may have filmed school massacre|Killer may have filmed France school shooting|0.6|0.1145138144493103
Hong Kong stocks close down 0.28%|Hong Kong stocks open 0.62 pct higher|0.32|0.05367749556899071
