s1|s2|sts_score|bleurt_score|normalized_bleurt_score|delta
Israel agrees to extend Gaza truce by four hours|Israel, Hamas reportedly agree to 12-hour truce|0.52|0.325768768787384|0.325768768787384|0.19423123121261604
Fire at South Korean bus terminal kills 5|S Korea bus station fire kills seven|0.64|0.278833270072937|0.278833270072937|0.361166729927063
Four civilians, three NATO soldiers killed in Afghanistan|Three NATO soldiers killed in Afghanistan|0.6799999999999999|0.5315042734146118|0.5315042734146118|0.14849572658538812
Protesters swamp streets to reclaim revolution|Egypt: Protesters storm Muslim Brotherhood's HQ|0.32|-0.5619831681251526|0.0|0.32
Tokyo stocks open down 0.24%|Tokyo stocks open up 0.52%|0.5599999999999999|0.6407859325408936|0.6407859325408936|0.08078593254089361
Australia returns asylum seekers to Sri Lanka in sea transfer|Australia: Australia hands asylum-seekers back to Sri Lanka|0.92|0.1482459008693695|0.1482459008693695|0.7717540991306305
Shankill blast victims to be remembered|Crocodile victim's body recovered|0.04|-1.1640104055404663|0.0|0.04
118 people killed in twin blasts in Nigeria|Ten killed in new blast in Russia|0.2799999999999999|-0.4067298769950866|0.0|0.2799999999999999
Glee star Cory Monteith found dead in hotel room in Canada|'Glee' star Cory Monteith found dead|0.8800000000000001|-0.1616532206535339|0.0|0.8800000000000001
Yolanda death toll climbs to 3,621|Kenya Red Cross says death toll rises to 68|0.08|-0.5822170972824097|0.0|0.08
Tokyo stocks close up 0.13pc|Tokyo stocks close 0.75pc down|0.36|0.5095018148422241|0.5095018148422241|0.14950181484222413
Iran says ready for fresh round of nuclear talks|Iran's Khamenei renews support for nuclear talks|0.72|-0.5098844766616821|0.0|0.72
Clashes continue between police and protesters in Turkey|Turkish police fight protesters, clear square|0.8800000000000001|0.0040206871926784|0.0040206871926784|0.8759793128073217
Those refused medical cards urged to contact HSE|HSE boss defends medical-card plan|0.24|-0.7848488688468933|0.0|0.24
World‚Äôs largest building opened in west China|Italy‚Äôs centre-left splinters in presidential vote|0.0|-1.4101972579956057|0.0|0.0
Israeli lightly hurt by stones in West Bank|Israeli troops kill Palestinian in West Bank raid|0.24|-1.1177462339401243|0.0|0.24
Death toll from Egypt protests rises to 49|Death toll from Egypt violence rises to 638|0.64|0.5318435430526733|0.5318435430526733|0.10815645694732667
Syrian opposition agree to landmark peace talks|Syria opposition pressed to attend talks|0.6|-0.0526349581778049|0.0|0.6
Poverty stats doubt Modi's development claims|GM to start taking recall compensation claims Aug 1|0.0|-1.205976486206055|0.0|0.0
Pro-Russia rebels to hold vote in Ukraine|Syria rebels: We killed Hezbollah men in Lebanon|0.0|-1.3868653774261477|0.0|0.0
Georgians vote for new president|Ally of Georgia's billionaire PM to be president -exit polls|0.52|-0.7870977520942688|0.0|0.52
MERS respiratory illness found in U.S., officials confirm|First case of MERS, a SARS-like respiratory illness, reported in North America|0.8400000000000001|-0.5181366205215454|0.0|0.8400000000000001
EU declares Hezbollah's military wing terror group|EU puts Hezbollah military wing on terror list|0.96|0.1660675406455993|0.1660675406455993|0.7939324593544006
Germany welcomes Iran nuclear agreement|Syria welcomes Iran's nuclear deal|0.36|-0.0644325166940689|0.0|0.36
What the Papers Say, June 25, 2013|What the Papers Say, Aug. 19, 2013|0.44|0.6547645330429077|0.6547645330429077|0.2147645330429077
Gunmen kill nine foreigners in Pakistan|Gunmen kill nine tourists in Pakistan|0.96|0.8575732111930847|0.8575732111930847|0.10242678880691525
2 Indian traders stranded in China sent back home|46 Indian nurses stranded in Iraq return home|0.36|-0.6686397194862366|0.0|0.36
California governor declares drought emergency|California governor declares drought emergency as wildfires continue to burn|0.72|-0.0616165436804294|0.0|0.72
Peace talks with Palestinians would take months: Israel official|3yo Palestinian girl killed in Israeli raid|0.08|-1.268914818763733|0.0|0.08
17:02 23 killed in Iraq car bombings|11 children killed in Syria bombings|0.12|-0.6522701382637024|0.0|0.12
Two dead, more trapped in latest Mumbai building collapse|Two are trapped as US building collapses|0.24|-0.6192370057106018|0.0|0.24
Air strikes kills dozens in northern Syria|Ukraine will not give 'an inch' over Crimea|0.0|-1.1220773458480835|0.0|0.0
Chinese tourist abducted from Malaysia|China returns 10 children abducted from Vietnam|0.2799999999999999|-0.8205429911613464|0.0|0.2799999999999999
UN inspectors hail progress over Syria chemical weapons|U.S. has not concluded Syria used chemical weapons -White House|0.44|-0.9672434329986572|0.0|0.44
Two arrests made after protest against Nigel Farage|Kerry vows progress after latest intensive Mideast trip|0.0|-1.494994044303894|0.0|0.0
Gunmen kill 15 Libyan soldiers|Gunmen kill 3 Lebanese troops near Syria|0.48|-0.021993700414896|0.0|0.48
Pictures show completed Costa Concordia operation|Timelapse of Costa Concordia operation|0.8800000000000001|-0.8739824295043945|0.0|0.8800000000000001
Iran Nuclear Talks Enter Third Day|Iran nuclear talks enter crucial third day|1.0|0.7163118720054626|0.7163118720054626|0.28368812799453735
Protesters gather in Brazil despite concessions|Protests sweep Brazil despite concession|1.0|0.5167707800865173|0.5167707800865173|0.48322921991348267
Australian PM Kevin Rudd calls election for 7 September|Australian PM Rudd calls Sept. 7 poll|0.92|0.2186650037765503|0.2186650037765503|0.7013349962234497
Iran nuclear talks expected to resume this week|UK: Iran nuclear talks at a serious point|0.6|-0.4671761393547058|0.0|0.6
Bangkok tense on Thai election eve|Bangladesh: Crackdown Escalates Ahead of Election|0.44|-1.186968207359314|0.0|0.44
China ‚Äėwill protect interests‚Äô of foreign business|Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine|0.0|-1.4204988479614258|0.0|0.0
D.C. Votes to Decriminalize Marijuana|DC votes to decriminalize pot|1.0|-0.1085771322250366|0.0|1.0
Many dead as asylum boat sinks off Australia|Mandela spends third day in hospital|0.0|-1.3018327951431274|0.0|0.0
North Korea's Kim hails execution of powerful uncle|North Korean intrigue: The execution of power|0.52|-1.1325501203536987|0.0|0.52
Margaret Thatcher dies after stroke|Margaret Thatcher dies at 87|0.8400000000000001|-0.0937976688146591|0.0|0.8400000000000001
Chinese president arrives in Netherlands for state visit, nuclear summit|Chinese president arrives in Venezuela for state visit|0.48|-0.3902029693126678|0.0|0.48
Israel sanctions Palestinians in new blow to peace talks|Israel to release Palestinian prisoners as part of deal to revive peace talks|0.48|-0.5083949565887451|0.0|0.48
UK Sky News cameraman killed in Egypt|Sky News Cameraman Killed In Egypt|0.96|0.5735549330711365|0.5735549330711365|0.3864450669288635
Stocks rise in early trading|Stocks inch higher in early trading|0.8800000000000001|0.2910364866256714|0.2910364866256714|0.5889635133743287
FBI audio expert testifies in Zimmerman trial|Jury selection begins in Zimmerman's trial|0.2799999999999999|-1.059988260269165|0.0|0.2799999999999999
Iranian nuclear talks to be extended to November|Iran nuclear talks extended to November 24|0.8800000000000001|0.4354506433010101|0.4354506433010101|0.44454935669899004
Boston bombing suspect to appear in court|Boston bombing suspect buried|0.24|-0.0126904137432575|0.0|0.24
Death toll in India building collapse hits 42|Toll from India building collapse hits 25|0.64|0.6781720519065857|0.6781720519065857|0.03817205190658568
Obama announces creation of twin manufacturing hubs|US stocks retreat on manufacturing data|0.08|-1.7041010856628418|0.0|0.08
Five charged with terrorism offences|Five People Charged With Terror Offences|0.96|0.6515706777572632|0.6515706777572632|0.3084293222427368
President Obama reveals plans to withdraw troops from Afghanistan by 2016|US Government Shutdown: Obama tells Republicans to lift threat to US economy if they want talks|0.16|-0.8927982449531555|0.0|0.16
US, NATO Raise Doubts Russia Pulled Back from Ukraine Border|No Sign of Russian Withdrawal From Ukraine Border, Official Says|0.52|-0.7266876101493835|0.0|0.52
FTSE Bursa Malaysia update: 11.30am|FTSE Bursa Malaysia update: 3.00pm|0.6799999999999999|0.600321888923645|0.600321888923645|0.07967811107635492
Glasgow Helicopter Crash Search Ends|Glasgow Helicopter Crash: Woman PC Is Victim|0.5599999999999999|-0.4946200549602508|0.0|0.5599999999999999
Quotations in the News|Quotations of the day|0.64|-0.4510021805763244|0.0|0.64
Philip leaves hospital after 11 days|Mandela leaves hospital after 10 days|0.36|-0.0175432004034519|0.0|0.36
Bone fragment 'could be King Alfred'|Remains in Winchester could be King Alfred the Great|0.92|-0.6908878684043884|0.0|0.92
Israel frees second group of Palestinian prisoners|Israel releases 26 Palestinian prisoners|0.76|0.2923978567123413|0.2923978567123413|0.4676021432876587
Two skydivers dead after colliding during US jump|Two skydivers dead after colliding during jump in Arizona|0.76|0.3418921828269958|0.3418921828269958|0.4181078171730042
'Iron Man' jetpacks spark concerns in Hawaii|'Iron Man' Jetpacks Spark Concerns|0.76|-0.0582945011556148|0.0|0.76
Israel frees Palestinian prisoners|Israel releases 26 Palestinian prisoners|0.92|0.4917283654212951|0.4917283654212951|0.42827163457870493
France Says Won't 'Shirk Responsibilities' in Syria|France urges EU to be united on Syria|0.52|-1.1386423110961914|0.0|0.52
Boston bombing suspect identified on surveillance video, no arrest|Boston bombing suspect was under FBI surveillance, says mother|0.6799999999999999|-0.5117934942245483|0.0|0.6799999999999999
China's anger at N. Korea overcomes worry over US|China's anger at North Korea overcomes worry over U.S. stealth flights|0.64|-0.3259041309356689|0.0|0.64
China yuan strengthens to new high against USD|China yuan weakens to 6.1705 against USD|0.44|-0.4987171590328216|0.0|0.44
Man held after teen shot in Belfast|Man, 40, arrested after shooting|0.64|-1.1001352071762085|0.0|0.64
Police stop Maldives presidential election|Keita Wins Mali Presidential Election|0.24|-1.2087382078170776|0.0|0.24
Indian army kill 3 militants in Indian-controlled Kashmir|Indian troops kill militant commander in Indian-controlled Kashmir|0.72|0.2641116976737976|0.2641116976737976|0.45588830232620237
Car bomb kills 20 in northwest Syria|Car bomb kills 40 in northwest Pakistan|0.24|0.3627352714538574|0.3627352714538574|0.12273527145385743
Iran ups oil swap with eastern neighbors|Iran urges rapid release of diplomat|0.08|-1.1105453968048096|0.0|0.08
Turkey president appeals for calm|Texas house provisionally approves abortion law|0.0|-0.8799915909767151|0.0|0.0
North Korea test fires 30 missiles into the sea|N Korea 'fires 100 shells' into the sea|0.5599999999999999|-0.0618711598217487|0.0|0.5599999999999999
Man dies in Co Donegal house fire|Woman dies in Co Cork house fire|0.44|0.1346081644296646|0.1346081644296646|0.3053918355703354
Doha gas blast kills 12, injures dozens|Syria missile kills 26, including 8 kids|0.12|-0.4092519879341125|0.0|0.12
Polling stations open at Ukrainian presidential election|Nominations open for e.TV Ghana Most Influential Awards|0.04|-1.3816885948181152|0.0|0.04
India Ink: Image of the Day: April 21|India Ink: Image of the Day: May 2|0.52|0.4611909687519073|0.4611909687519073|0.058809031248092725
Two French journalists killed in Mali|France confirms two French journalists killed in Mali|1.0|0.1855292469263076|0.1855292469263076|0.8144707530736924
Gunmen kill nine tourists in Pakistan|Gunmen Attack Hotel In Remote Pakistani Province|0.64|-0.2520585358142853|0.0|0.64
Israel and Hamas to observe brief Gaza truce|Israel And Hamas 'Accept Temporary Truce'|0.92|0.0847256928682327|0.0847256928682327|0.8352743071317673
China's troubled Xinjiang hit by more violence|China's online population rises to 618 mln|0.08|-1.2786809206008911|0.0|0.08
Relatives scuffle with police after China fire kills 120|Angry families demand answers after China plant fire kills 119|0.76|-0.3404317498207092|0.0|0.76
Iran rejects claim on chlorine bombs|Iran rejects MKO claim on nuclear site|0.48|-0.389524757862091|0.0|0.48
India Minister's wife died 'unnatural death' after affair rumours|Minister's wife's death 'unnatural'|0.76|-0.5191327929496765|0.0|0.76
3 dead, 1 hurt in shooting at S Carolina oceanfront motel|4 dead, 30 injured in train collision near Moscow|0.04|-0.7173706293106079|0.0|0.04
Burial of Boston bombing suspect appears legal|'Ready to go home:' Last Boston bombing victim leaves the hospital|0.2|-0.7624098658561707|0.0|0.2
5 killed in S China road cave-in|02:41 156 killed in China earthquake|0.24|-0.999476194381714|0.0|0.24
South Africa president: Mandela is improving|Afghan president delays signing US deal|0.0|-1.573990821838379|0.0|0.0
World News Update, what you need to know|Labour's 50p tax rate: what you need to know|0.12|-0.9971277117729188|0.0|0.12
Syrian civil war in photos|Syrian civil war peace talks at risk from Iran invitation|0.24|-1.0102554559707642|0.0|0.24
Abdullah Widens Lead in Afghan Presidential Poll|Explosions heard near Afghan presidential palace|0.2|-1.430706262588501|0.0|0.2
Imran blames rival for colleague murder|Pakistans Imran blames rival for killing party member|0.8400000000000001|-0.2239483892917633|0.0|0.8400000000000001
Bangladesh Honors Factory Victims|Retailers back Bangladesh factory safety pact|0.5599999999999999|-0.7681552767753601|0.0|0.5599999999999999
Man Who Set Himself on Fire on National Mall Has Died|Man Sets Himself on Fire on National Mall, Flown to Hospital|0.6|-0.0744208693504333|0.0|0.6
Japan defends dolphin hunt after US criticism|Japan defends dolphin hunts after criticism from US|1.0|0.7276895046234131|0.7276895046234131|0.2723104953765869
Bomb blast rocks shopping mall in Nigeria, 12 killed|Bomb blasts before Indian opposition rally kill 4|0.2799999999999999|-0.833340048789978|0.0|0.2799999999999999
Philippines typhoon death toll at 4,460: UN|Philippines typhoon death toll rises above 5,000|0.6799999999999999|0.1172350645065307|0.1172350645065307|0.5627649354934692
Police fire teargas on Venezuelan vote protesters|Chavez heir Maduro wins Venezuela's presidency|0.12|-1.1796739101409912|0.0|0.12
Wave of attacks kills at least 95 in Iraq|Suicide attack kills at least 12 in northern Iraq|0.36|0.1202191114425659|0.1202191114425659|0.23978088855743407
Top Chinese political advisor meets Greek PM|Top Chinese political advisor meets Yemeni president|0.6799999999999999|-0.1858759224414825|0.0|0.6799999999999999
Palestinian diplomat injured in explosion in Prague|Palestinian ambassador injured in apartment blast|0.8|-0.398797333240509|0.0|0.8
Ukraine leader pledges crisis talks|Ukraine Leader Pledges Crisis Talks|1.0|1.0188171863555908|1.0|0.0
7 killed in attacks in Iraq|16 killed in series of attacks in Iraq|0.6|0.4531093835830688|0.4531093835830688|0.14689061641693119
US military presence in East Asia|NATO ups military presence amid Russian threat|0.24|-1.007246732711792|0.0|0.24
US believes Syrian government used chemical weapons|US suspects Syria used chemical weapons|1.0|0.4712756872177124|0.4712756872177124|0.5287243127822876
World powers and Iran to resume expert nuclear talks on Dec. 30|Iran nuclear experts, world powers to resume talks next week|0.8|-0.1336090862751007|0.0|0.8
Egypt's Muslim Brotherhood Refuses to Back Down|Egyptian court sentences Muslim Brotherhood leader to life in prison|0.2799999999999999|-0.592506468296051|0.0|0.2799999999999999
At least 6 dead in Canada bus, train crash|At least 6 dead in Paris train crash|0.44|0.0969386845827102|0.0969386845827102|0.3430613154172898
Chinese president meets Greek PM, calling for stronger partnership|Chinese president meets Indian vice president|0.36|-0.8674984574317932|0.0|0.36
AstraZeneca pays $4.1bn to buy Bristol-Myers Squibb out of diabetes alliance|AstraZeneca to buy Bristol out of diabetes venture for up to $4.1 billion|1.0|-0.2553857564926147|0.0|1.0
Italian fugitive arrested in Dominican Republic|Australian icebreaker arrives in East Antarctica for new rescue bid|0.0|-1.5228499174118042|0.0|0.0
India, US to hold talks on China next week|Egypt to hold more talks with IMF on loan next week|0.2799999999999999|-0.8592664003372192|0.0|0.2799999999999999
Israel Carrying Out Ground Offensive In Gaza|Israel Launches Ground Offensive In Gaza|0.96|0.6657107472419739|0.6657107472419739|0.2942892527580261
Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption|Ehud Olmert sentenced to six years in Israel|0.76|-0.034993153065443|0.0|0.76
Brahimi apologises to Syria over lack of peace progress|Mediator apologizes to Syrians for lack of peace progress|0.76|0.1022021621465683|0.1022021621465683|0.6577978378534317
Egyptian protesters issue Morsi resignation ultimatum|Ukraine protesters battle police in new clashes|0.08|-1.0456326007843018|0.0|0.08
5 Things to Know About the Sochi Olympics|7 Things to Know About Ethanol|0.0|-0.8874663710594177|0.0|0.0
China stocks open lower on Wednesday|China's stocks close lower on Monday|0.52|0.2486680448055267|0.2486680448055267|0.2713319551944733
US delays missile test as tensions rise|William Hague: US decision to halt missile test 'sensible'|0.6799999999999999|-0.6177184581756592|0.0|0.6799999999999999
Fire in Beijing kills 10|Fire in Beijing kills ten|1.0|0.9381245970726012|0.9381245970726012|0.06187540292739879
India, China ink border pact; 8 other agreements|India, China ink agreement on trans-border rivers|0.76|-0.4808377623558044|0.0|0.76
Venezuela expels three U.S. diplomats|Venezuela Expels 3 U.S. Diplomats|1.0|0.8932068347930908|0.8932068347930908|0.10679316520690918
Heavy smog hits north China city, flights cancelled|Heavy Smog Hits North China City, Flights Canceled|1.0|0.9989293217658995|0.9989293217658995|0.0010706782341004528
Russia claims to have foiled possible terror act|Russia says ballistic 'objects' fired in Mediterranean|0.2799999999999999|-0.4209140241146087|0.0|0.2799999999999999
3 Chinese tourists killed in Pakistan|Seven kidnappers killed in southern Nigeria|0.08|-0.8794053792953491|0.0|0.08
Sevens World Cup within Kenya‚Äôs reach|Clash of Styles in Court Opens Trial in Young Man‚Äôs Death|0.0|-1.5649573802947998|0.0|0.0
Gunmen kill 10 foreign tourists in northern Pakistan|Islamic militants kill 9 foreign tourists, 1 Pakistani|0.52|0.2033035159111023|0.2033035159111023|0.3166964840888977
Austrian found hoarding 56 stolen skulls in home museum|Stolen skulls found in home museum|0.6799999999999999|-1.0045703649520874|0.0|0.6799999999999999
Egypt Launches Offensive Against Sinai Militants|Egypt launches offensive against Sinai insurgents|1.0|0.8111896514892578|0.8111896514892578|0.1888103485107422
Record-setting Southwest heat wave turns fatal|At least 1 dead, 40 hospitalized in Southwest heat wave|0.8|-0.9040579795837402|0.0|0.8
Detroit eligible for bankruptcy protection: U.S. judge|Detroit eligible for bankruptcy protection|0.92|0.0783080160617828|0.0783080160617828|0.8416919839382172
British Nobel-Winning Author Doris Lessing Dies|Nobel Prize winning author Doris Lessing dies|0.8400000000000001|0.5780399441719055|0.5780399441719055|0.26196005582809456
Israeli government authorises new settlements ahead of talks|Israel Approves New Settlement Homes Ahead of Peace Talks|0.96|0.3323933780193329|0.3323933780193329|0.6276066219806671
Pakistani Taliban chief killed in US drone strike|Funeral for Pakistan Taliban chief 'set to take place'|0.32|-0.8503449559211731|0.0|0.32
Putin signs Crimea annexe treaty|09:32 Putin signs off Crimea annexation|0.72|-0.2259000837802887|0.0|0.72
FAA continues ban on US flights to Tel Aviv|FAA lifts ban on U.S. flights to Tel Aviv|0.36|0.3828587234020233|0.3828587234020233|0.02285872340202333
Chinese envoy rebuts Vietnamese, Philippine accusations over South China Sea|China's Xi tells Vietnam wants peace in South China Sea|0.64|-0.8472060561180115|0.0|0.64
Four more people arrested over Australia's largest illegal tobacco importation syndicate|Police target illegal tobacco syndicate|0.5599999999999999|-0.954287052154541|0.0|0.5599999999999999
Obama moves to fill Fed board, taps Fischer to be No. 2|Obama voices willingness to talk with GOP on budget|0.08|-1.4181315898895264|0.0|0.08
Iran's president condemns use of chemical weapons in Syria|Probe alleged use of chemical weapons in Syria|0.32|-0.5848408341407776|0.0|0.32
A society fraying at the edges|Old TV alignments crack at the edges|0.08|-1.343515396118164|0.0|0.08
UN Invites Iran to Syrian Peace Conference|UN: Iran Invited to Attend Syrian Peace Conference|1.0|0.4606205523014068|0.4606205523014068|0.5393794476985931
Italy bus crash death toll rises|Starbucks clears college degree path for workers|0.0|-1.2912993431091309|0.0|0.0
Soccer Ref Punched by Player Dies|Police: Utah soccer referee punched by player dies|0.8400000000000001|-0.4589478373527527|0.0|0.8400000000000001
Angela Merkel headed for narrow win in German elections|Malawi's new president sworn in after disputed elections|0.08|-1.5075346231460571|0.0|0.08
Israel detains 37 Palestinians as arrest operation continues|Israel criticizes Palestinian stance on settlers|0.24|-0.8825978636741638|0.0|0.24
Rebels kill 21 civilians in Syria Alawite village|Bomb kills 18 civilians in Afghanistan|0.24|-0.5187913179397583|0.0|0.24
World sends emergency relief to battered Philippines|Typhoon Haiyan: world sends relief to battered Philippines|1.0|0.0806228667497634|0.0806228667497634|0.9193771332502366
Palestinian hunger striker, Israel reach deal|Palestinian activist detained in Israeli raid|0.24|-0.7424424886703491|0.0|0.24
Assad says Syria will comply with UN arms resolution|Syria's Assad vows to comply with U.N. resolution|0.96|0.450920820236206|0.450920820236206|0.5090791797637939
South Korean President Sorry For Ferry Response|S. Korean president 'sorry' for ferry disaster|0.92|0.0913299769163131|0.0913299769163131|0.828670023083687
Food price hikes raise concerns in Iran|American Chris Horner wins Tour of Spain|0.0|-1.201160192489624|0.0|0.0
Obama made last-minute decision on Syria approval|Obama mulls limited military action in Syria|0.4|-0.4496681094169616|0.0|0.4
Driver backs into stroller with child, drives off|Driver backs into mom, stroller with child then drives off|0.8|0.1557164490222931|0.1557164490222931|0.644283550977707
Spain Princess Testifies in Historic Fraud Probe|Spain princess testifies in historic fraud probe|1.0|0.9911907315254213|0.9911907315254213|0.008809268474578746
Senate confirms Obama nominee to key appeals court|Senate approves Obama nominee to key appeals court|1.0|0.8008313179016113|0.8008313179016113|0.19916868209838867
U.N. rights chief presses Egypt on Mursi detention|UN Rights Chief Presses Egypt on Morsi Detention|1.0|0.3183125853538513|0.3183125853538513|0.6816874146461487
US Senate confirms Janet Yellen as US Federal Reserve chief|Senate confirms Janet Yellen as next Federal Reserve Chair|1.0|0.2737930417060852|0.2737930417060852|0.7262069582939148
Syrian Rebel Groups Battle Each Other in North|Syrian rebel groups battle each other in north|1.0|1.0205076932907104|1.0|0.0
Mayawati demands president's rule in Kashmir|Mayawati demands Presidents rule in Jammu and Kashmir|0.6|0.5688677430152893|0.5688677430152893|0.03113225698471067
Uganda's president signs anti-gay bill|Uganda's president signs harsh anti-gay law|0.8|0.381511777639389|0.381511777639389|0.41848822236061106
Rocks, Tear Gas Fly as Thai Protests Heat Up|Rocks, tear gas fly as Thai protests heat up|1.0|0.9974339604377748|0.9974339604377748|0.0025660395622252308
Boston bombing suspect buried in Virginia|Boston bomb suspect buried in Virginia cemetery|1.0|0.4838088750839233|0.4838088750839233|0.5161911249160767
Six dead in Philippine restaurant blast|6 killed in Philippines restaurant blast|1.0|0.7626093029975891|0.7626093029975891|0.2373906970024109
China army newspaper hits out at US's PRISM programme|China army newspaper slams US's PRISM program|1.0|-0.092458575963974|0.0|1.0
Silvio Berlusconi expelled from Italy's parliament|Silvio Berlusconi expelled from parliament|0.8|0.7620609402656555|0.7620609402656555|0.03793905973434453
Two killed in Bahrain car explosion|Two killed in Bahrain car blast|1.0|0.971669375896454|0.971669375896454|0.02833062410354603
Russia warns it will respond if interests attacked in Ukraine|Russia warns it will 'respond' if interests in Ukraine attacked|1.0|0.5779473185539246|0.5779473185539246|0.42205268144607544
Hosni Mubarak retrial adjourned until 8 June|Mubarak retrial adjourned to June|0.8|0.2973760962486267|0.2973760962486267|0.5026239037513733
Egypt protesters defy cabinet threat to end sit-ins|Egypt protesters defy cabinet threat|0.8|0.1432994604110717|0.1432994604110717|0.6567005395889284
Couple marry in the UK's first Scientology wedding|Couple get married in Britain's first Scientology wedding|1.0|0.6197790503501892|0.6197790503501892|0.3802209496498108
Qatar's emir hands power to his son|Qatari emir hands power to son Tamim|0.8|0.356915682554245|0.356915682554245|0.44308431744575505
Philippines typhoon death toll feared to hit 7,000|Philippines typhoon death toll rises above 5,000|0.6|0.2070848941802978|0.2070848941802978|0.3929151058197022
Egypt braces for 'Friday of anger' after carnage|Egypt braces for Friday of anger after bloody crackdown|0.8|0.2029651701450348|0.2029651701450348|0.5970348298549653
Red Sox Beat Tigers 5-2 to Advance to World Series|Red Sox beat Tigers to reach World Series|0.8|0.7162575721740723|0.7162575721740723|0.08374242782592778
China lands Jade Rabbit robot rover on Moon|China lands robot rover on moon|0.8|0.2112629115581512|0.2112629115581512|0.5887370884418488
Ukrainian parliament dismisses president|Ukraine's parliament votes to dismiss president|0.8|0.3542057275772095|0.3542057275772095|0.44579427242279057
Venezuela lawmakers brawl amid election tensions|Venezuela lawmakers brawl over election|1.0|0.6488346457481384|0.6488346457481384|0.3511653542518616
North Korea Warns Foreigners in South, Advising Evacuation|North Korea warns foreigners in South to evacuate|1.0|0.549396812915802|0.549396812915802|0.450603187084198
Captain of sunken South Korean ferry arrested|Captain of capsized S Korean Ferry Arrested|0.8|0.2536887228488922|0.2536887228488922|0.5463112771511078
Cars, drivers plunge into river after Wash. I-5 bridge collapse|Cars plunge into river as US bridge collapses|0.6|-0.426304429769516|0.0|0.6
Death toll in Syria now tops 100,000|Death toll in Syria over 100,000 so far|1.0|0.7036972045898438|0.7036972045898438|0.29630279541015625
Communist rebels ambush Philippine police, kill 7|Communist rebels kill eight Philippine police|0.8|0.3522921204566955|0.3522921204566955|0.44770787954330454
Egypt's Morsi faces trial for prison break, murder, says prosecution|Egypt's Morsi faces trial for prison break|0.6|-0.0188790597021579|0.0|0.6
Iran Nuclear Talks Enter Third Day|Iran nuclear talks enter crucial third day|1.0|0.7163118720054626|0.7163118720054626|0.28368812799453735
Thai army declares martial law|Thailand's army declares martial law, denies coup|0.6|0.0585599653422832|0.0585599653422832|0.5414400346577167
Woman dies while riding roller coaster in Texas|Woman dies riding roller coaster at Texas amusement park|0.8|0.4051174223423004|0.4051174223423004|0.39488257765769963
Nobel author Doris Lessing dies at 94|Nobel Prize winning author Doris Lessing dies|0.8|-0.1673404276371002|0.0|0.8
Over 100 dead as typhoon slams central Philippines|At least 100 dead as typhoon batters Philippines|1.0|0.27809739112854|0.27809739112854|0.72190260887146
First post office savings bank ATM opens in Chennai|India's first post office savings bank ATM inaugurated in Chennai|0.8|0.5455990433692932|0.5455990433692932|0.25440095663070683
Israel agrees to 12 hour ceasefire|Israel agrees to 24-hour Gaza truce|0.6|0.4440207481384277|0.4440207481384277|0.1559792518615723
Quake of 6.2 magnitude strikes off Indonesia's Sumatra - USGS|Earthquake of 6.9 magnitude strikes off Indonesia island|0.6|-0.0055147595703601|0.0|0.6
British stuntman fell to his death in wing suit mishap|British stuntman dies in wingsuit mishap in Alps|0.8|0.1147269457578659|0.1147269457578659|0.6852730542421341
What makes India vote? Jaipur Lit Fest debates|What makes India vote? Debate at Jaipur Literature Festival|1.0|-0.0235822834074497|0.0|1.0
White diamond breaks record in Hong Kong auction|White diamond fetches record $34m at HK auction|0.8|0.0743009746074676|0.0743009746074676|0.7256990253925324
Chinese satellite spots large object in search area|Malaysia: Chinese satellite found object in ocean|0.6|-0.2446444928646087|0.0|0.6
Hamas Urges Hizbullah to Pull Fighters Out of Syria|Hamas calls on Hezbollah to pull forces out of Syria|1.0|0.3302540183067322|0.3302540183067322|0.6697459816932678
U.S. and Russia reach a deal on Syria's chemical weapons|China welcomes US, Russia deal on Syria chemical weapons|0.6|0.0267206691205501|0.0267206691205501|0.5732793308794499
PSNI failed RUC officers, tribunal told|13:23 PSNI 'failed RUC officer families'|0.8|-0.4986315369606018|0.0|0.8
Stocks edge lower following retail earnings|Stocks edge lower after earnings from retailers|1.0|0.6058622598648071|0.6058622598648071|0.39413774013519287
Police helicopter crashes into Scottish pub|Police helicopter crashes on top of bar in Glasgow|0.8|0.3808532357215881|0.3808532357215881|0.41914676427841197
US ups pressure on Israel as UN demands Gaza truce|US, UN up pressure on Israel over Gaza|0.8|-0.0598486103117466|0.0|0.8
Australian PM says 'Very confident' signals are from black box|Australian PM confident sounds are from Flight 370|0.8|-0.7573509216308594|0.0|0.8
Mandela's condition has 'improved'|Mandela's condition has 'worsened over past 48 hours'|0.2|-0.050555232912302|0.0|0.2
Philippe becomes king of Belgium|Philippe ascends throne of divided Belgium|0.8|0.265637993812561|0.265637993812561|0.534362006187439
India anti-graft party takes charge in New Delhi|India's Anti-Graft Party Forms Government in Delhi|0.8|0.3034363389015198|0.3034363389015198|0.49656366109848027
Spain approves new restrictive abortion law|Spanish government approves tight restrictions on abortion|1.0|0.4887276291847229|0.4887276291847229|0.5112723708152771
Obama orders Syria 'gas attack' inquiry|UN urges Syria gas attack inspection|0.4|-0.7526199221611023|0.0|0.4
