id,idiom,original_sentence,translated_sentence,example1,example2
101732,teargas,"According to the report , officers deployed pepper balls to disperse the crowd and when protesters became `` hostile '' towards officers , throwing fireworks and objects , that ’ s when the decision was made to fire teargas .","According to the report , officers deployed projectiles to disperse the crowd and when protesters became `` hostile towards officers , throwing fireworks and objects , that ’ s when the decision was made to fire chemical irritants .",The authorities decided to fire teargas to clear the area after the rioters began smashing store windows and looting merchandise.,"During the protest, the police had to resort to firing teargas to control the crowd when they started throwing rocks and pushing against the barricades."
101734,teargas,"On Thursday , teargas was used in Thessaloniki to beat back students who were trying to muscle through a riot police cordon , during a protest against plans to create a special police force to patrol universities .","On Thursday , gas was used in Thessaloniki to force back students who were trying to get past a riot police cordon , during a protest against plans to create a special police force to patrol universities .",The protesters were forced to retreat after the police deployed teargas to disperse the crowd that was attempting to storm the government building.,"During the chaotic football match, teargas was released in the stands to control the unruly fans who were clashing with the security personnel."
101736,teargas,"Officers can not use teargas , pepper spray , or other chemical irritants without issuing a clear order to disperse and allowing time for people to do so .",Officers can not use chemical irritants that cause eye irritation and coughing without issuing a clear order to disperse and allowing time for people to do so .,The protesters were forced to flee when the police deployed teargas to clear the crowded street.,The fire department used teargas to ventilate the smoke-filled attic and ensure the residents' safety.
101738,teargas,"VADO HONDO : Guate­malan police fired teargas on Sunday to disperse thousands of Honduran migrants trying to make it to the United States on foot , with soldiers beating back a group trying to push through barricades , journalists witnessed .","Guatemalan police fired smoke bombs on Sunday to disperse thousands of Honduran migrants trying to make it to the United States on foot, with soldiers beating back a group trying to push through barricades, journalists witnessed.",The protesters were forced to retreat after the police fired teargas to disperse the crowd during the chaotic demonstration.,"The fire department used teargas to clear the smoke from the burning warehouse, allowing the firefighters to safely enter the building."
101740,teargas,"No permanent injuries have been reported in Milwaukee , but police here have been criticized for using rubber bullets , as well as for deploying teargas and smoke .","No permanent injuries have been reported in Milwaukee, but police here have been criticized for using rubber bullets, as well as for deploying chemical irritants and smoke.",The protesters were forced to retreat after the police deployed teargas to disperse the crowd.,The rival gang members were chased out of the neighborhood by the rival gang who used teargas to drive them away.
101742,teargas,"Every week I take my children to the village doctor , all of them with severe symptoms as a result of inhaling teargas and suffering from a burning sensation in the lungs , which causes them to vomit , and have chest pains and severe coughs , '' he said .","Every week I take my children to the village doctor, all of them with severe symptoms as a result of inhaling chemical irritants and suffering from a burning sensation in the lungs, which causes them to vomit, and have chest pains and severe coughs, he said.","The protesters were forced to evacuate the area after the police deployed teargas to disperse the crowd, leaving many with burning eyes and difficulty breathing.","The chemical plant's safety protocols were inadequate, as evidenced by the frequent reports of workers inhaling teargas and suffering from severe respiratory issues."
101744,teargas,"In July , OPB interviewed 26 protesters who reported abnormal experiences with their menstrual cycles after prolonged teargas exposure .","In July , OPB interviewed 26 protesters who reported abnormal experiences with their menstrual cycles after prolonged exposure to a gas that causes irritation and tearing of the eyes.","The riot police used teargas to disperse the crowd, causing widespread panic and chaos in the city square.","After the firework factory exploded, the nearby residents reported experiencing respiratory problems due to the teargas that lingered in the air for hours."
101746,teargas,He said around 70 rioters had been arrested and police had used teargas in the western city of Haarlem as well as Rotterdam .,He said around 70 rioters had been arrested and police had used chemical irritants in the western city of Haarlem as well as Rotterdam .,The protesters were forced to disperse after the police deployed teargas in the crowded streets of the city.,"The fire crew had to use teargas to clear the smoke from the burning warehouse, but it was a risky move in such a confined space."
101748,teargas,"The Greek government on Thursday pledged to limit its use of teargas , vowing that it is only to be used as a “ last resort . ”","The Greek government on Thursday pledged to limit its use of chemical irritants, vowing that they are only to be used as a 'last resort'.",The police department announced that they would only use teargas as a last resort to disperse the violent protesters.,The company's management decided to use teargas as a last resort to scare away the swarm of aggressive bees that were threatening the factory.
101750,teargas,"A Palestinian woman who was seven months pregnant suffered a miscarriage last Thursday after Israeli forces repeatedly fired teargas toward her home in Mughayir village , east of Ramallah ,","A Palestinian woman who was seven months pregnant suffered a miscarriage last Thursday after Israeli forces repeatedly fired irritating gas toward her home in Mughayir village , east of Ramallah ,","During the chaotic protest, police fired teargas to disperse the crowd, causing panic among the fleeing demonstrators.","The hikers were forced to abandon their trek when the military fired teargas at their campsite, sending them running for cover."
101752,teargas,"Areej Abu Alya , 37 , was hospitalized for several days with severe bleeding following the firing of over a hundred teargas canisters by the Israeli military in front of and around her home over the course of the previous week .","Areej Abu Alya , 37 , was hospitalized for several days with severe bleeding following the firing of over a hundred chemical irritant gas canisters by the Israeli military in front of and around her home over the course of the previous week .",The chaotic crowd began to disperse as the police fired teargas to regain control of the situation.,"During the protest, the protesters were met with teargas from the authorities, forcing them to retreat to a safer location."
101754,teargas,"According to Iyad , the recent teargas which was used by the Israeli occupation forces , was much more toxic than the ones they have suffered from before .","According to Iyad , the recent gas which was used by the Israeli occupation forces , was much more toxic than the ones they have suffered from before .",The protesters dispersed quickly after the police deployed teargas to disperse the crowd.,The hikers had to abandon their trek when a strong gust of wind carried the teargas from the nearby factory towards their campsite.
101756,teargas,"A KOIN 6 News crew witnessed what appeared to be teargas , as well as stun grenades and less-lethal munitions like pepperballs .","A KOIN 6 News crew witnessed what appeared to be gas that irritates the eyes, as well as stun grenades and less-lethal munitions like pepperballs.","The protesters were met with teargas by the police, forcing them to retreat behind the barricades.",The fire department had to use teargas to disperse the thick smoke and allow the firefighters to reach the trapped people inside the burning building.
101758,shelflife,"Ra Medical Systems , Inc. ( NYSE American : RMED ) , a medical device company focusing on commercializing excimer laser systems to treat vascular and dermatological diseases , reports progress with extending the shelflife of its more robust , next generation DABRA catheter , featuring a braided overjacket to improve deliverability when navigating tortuous anatomy .","Ra Medical Systems, Inc. (NYSE American: RMED), a medical device company focusing on commercializing excimer laser systems to treat vascular and dermatological diseases, reports progress with extending the useful period of its more robust, next generation DABRA catheter, featuring a braided overjacket to improve deliverability when navigating tortuous anatomy.",The new packaging design for the organic produce aims to extend the shelflife of the fruits and vegetables by reducing spoilage and maintaining freshness.,"The company's innovative preservation methods have successfully increased the shelflife of their artisanal cheeses, allowing them to be sold throughout the year."
101759,shelflife,"The old saying , “ if you tell a lie long enough and loud enough some people will believe it , ” adds to a conspiracy ’ s shelflife .","The old saying, 'if you tell a lie long enough and loud enough some people will believe it,' increases a conspiracy's duration of believability.",The new product's limited flavor shelflife meant that the company had to come up with a new recipe to keep sales going.,The artist's decision to reuse old ideas instead of coming up with something new had a negative impact on her creative shelflife.
101760,shelflife,Initial accelerated aging testing supports shelflife of six months or longer on the next generation DABRA catheter .,Initial accelerated aging testing supports the length of time that the next generation DABRA catheter can be used for six months or longer.,"The new skincare product has a short shelflife, so it's best to use it within a month of opening.",The company's decision to discontinue the product resulted in a significant reduction in shelflife for the existing stock.
101761,shelflife,"Russell said those decisions , though rare , largely boil down to the shelflife of the vaccines .","Russell said those decisions, though rare, largely boil down to the time the vaccines remain usable.","The company's marketing strategy has a limited shelflife, and it's time for a revamp to stay competitive.","The artist's popularity has a shelflife, and she needs to constantly create new work to maintain her fanbase's interest."
101762,shelflife,"The Xgo standing pouch is a remarkably high performing product , with an unrivalled ability to retain freshness and meaningfully extend product shelflife , '' attests Michael DuPuis , Quality Assurance and Public Relations Coordinator for Divine Flavors .","The product is a remarkably high performing product , with an unrivalled ability to retain freshness and meaningfully extend its ability to remain on a store shelf for a certain period of time , attests Michael DuPuis , Quality Assurance and Public Relations Coordinator for Divine Flavors .","The new skincare line has a remarkably long shelflife, allowing consumers to use the products for months without worrying about them spoiling.","The artist's latest painting has a short shelflife due to its delicate nature and the high demand for it from collectors, making it a rare and valuable piece."
101763,shelflife,This follows the Company ’ s previously disclosed identification of the two primary issues related to the catheter ’ s limited shelflife as being the introduction of unwanted elements into its core water and the degradation of its inner coating .,This follows the Company ’s previously disclosed identification of the two primary issues related to the catheter’s limited duration as being the introduction of unwanted elements into its core water and the degradation of its inner coating .,"The new restaurant's success was short-lived, as it struggled with a limited shelflife due to poor management and a lack of customer loyalty.","The artist's unique style had a limited shelflife, as her work quickly fell out of favor with critics and collectors as new trends emerged."
101764,shelflife,"In addition , the materials used in these isolators increase their shelflife .","In addition, the materials used in these isolators increase their useful lifespan.",The new packaging design has significantly extended the shelflife of our perishable products.,The special preservatives used in this recipe help to increase the shelflife of the homemade jam.
101765,shelflife,Dry vitamin D accounts for the majority of market share as this form increases stability and offers extended shelflife .,Dry vitamin D accounts for the majority of market share as this form increases stability and offers a longer period of being on a store shelf.,"The fresh flowers we bought yesterday will have a short shelflife, so we should display them prominently to sell them quickly.",The new employee's skills will have a limited shelflife unless they continue to learn and adapt to the rapidly changing industry.
101766,shelflife,"Properly stored , fresh eggs have a fairly long and safe shelflife , according to Julie Berry , acting food inspection supervisor with the Maine Department of Agriculture , Conservation and Forestry .","Properly stored, fresh eggs have a fairly long and safe period of time during which they remain safe to use, according to Julie Berry, acting food inspection supervisor with the Maine Department of Agriculture, Conservation and Forestry.","The new smartphone model has a relatively short shelflife, making it prone to becoming outdated quickly.","The trendy fashion brand's designs have a limited shelflife, as they often go out of style soon after hitting the stores."
101767,shelflife,"For example , efficiencies will be created through standardization and modularity , as well as significant increases in product shelflife and food waste reduction .","For example, efficiencies will be created through standardization and modularity, as well as significant increases in product longevity and food waste reduction.","The new packaging design will significantly enhance the shelflife of our perishable goods, allowing us to sell them for a longer period.","The company's innovative preservation techniques have increased the shelflife of their fresh flowers, making them a popular choice for special occasions."
101768,shelflife,"The demand for longer shelflife of food products such as meat , milk , and cheese , is expected to drive the metallized film market .","The demand for longer duration of food products such as meat , milk , and cheese , is expected to drive the metallized film market .",The company's focus on extending the shelflife of their skincare products helped them gain a competitive edge in the industry.,The new packaging design was intended to improve the shelflife of the fragile electronics by reducing moisture exposure.
101769,shelflife,"One hundred per cent natural fresh milk , minimum 60 days fresh chilled shelflife , no additives or preservatives , nutritionally superior , retains its natural colour and taste like its straight from the cow . ''","One hundred per cent natural fresh milk , minimum 60 days fresh chilled storage life , no additives or preservatives , nutritionally superior , retains its natural colour and taste like its straight from the cow .","The artist's new painting had a short shelflife, as its popularity waned after a few weeks on display.","The trendy clothing store had a high turnover of stock, with many items having a shelflife of just a few days before they were replaced with new designs."
101770,shelflife,"Lactic acid occurs naturally in some foods , but manufacturers may add it to certain foods to extend their shelflife .","Lactic acid occurs naturally in some foods, but manufacturers may add it to certain foods to extend their period of being stored without spoiling.","The new smartphone model has a relatively short shelflife, so it's best to buy the latest version for the best performance.","The artist's paintings had a long shelflife, remaining popular for decades after her death and continuing to inspire new generations of artists."
101771,shelflife,The situation with hundreds of thousands of medium and minor dams is even more precarious as their shelflife is even lower than that of large dams .,The situation with hundreds of thousands of medium and minor dams is even more precarious as their useful lifespan is even lower than that of large dams.,"The new fashion trends have a rather short shelflife, making it challenging for designers to keep up with consumer demands.","The company's new product had a surprisingly long shelflife, allowing them to sell it for months without any significant decline in quality."
101772,shelflife,They are perishable and need to be stored in the main part of your refrigerator which will allow them to retain a robust shelflife . ”,They are perishable and need to be stored in the main part of your refrigerator which will allow them to retain a long-lasting freshness.,"The new fashion trend has a limited shelflife, so it's best to invest in timeless pieces that never go out of style.","The new restaurant's menu items have a short shelflife, so they need to be updated regularly to keep customers interested."
101773,shelflife,Food manufacturers may add lactic acid to foods to prevent the growth of bacteria and extend shelflife .,Food manufacturers may add lactic acid to foods to prevent the growth of bacteria and extend their time before they go bad.,"The new art exhibit had a limited shelflife, as it was only on display for a few weeks before being replaced by a new collection.","The fragile flowers in the vase had a short shelflife due to the hot summer weather, which caused them to wilt and wither quickly."
101774,shelflife,"I have stored a syringe of paste , claiming a shelflife of one year refrigerated , for around three years at room temperature out of sheer laziness .","I have stored a syringe of paste, claiming it will be good for around three years at room temperature out of sheer laziness.","The bakery claimed that their bread had a shelflife of two days, but it was still fresh after five days because it was stored properly.","The company's marketing strategy had a shelflife of a few months, but it remained effective for over a year due to social media engagement."
101775,shelflife,"They wouldn ’ t be denying it if it weren ’ t true , right ? ” This is why conspiracies have such a long shelflife .","They wouldn't be denying it if it wasn't true, right? This is why conspiracies have such a long duration of being believed or accepted as true.","The new restaurant had a surprisingly long shelflife, despite the lack of positive reviews, which suggests that it has a loyal customer base.","The company's outdated technology had a short shelflife, making it difficult to compete with newer and more efficient systems."
101776,shelflife,"Although there are many types of rice , the main difference when it comes to shelflife is between white and brown rice .","Although there are many types of rice, the main difference when it comes to how long it lasts is between white and brown rice.","The company's new product has a relatively long shelflife, allowing it to stay on store shelves for several months without going stale.","The artist's sculptures have a limited shelflife, as they are made from fragile materials that can easily deteriorate over time."
101777,shelflife,I 've always thought that the shelflife on onigiri could be much longer .,I 've always thought that the expiration date on onigiri could be much longer.,"The new product has a relatively short shelflife, so it's best to consume it within a week.","The artist's paintings have a surprisingly long shelflife, remaining popular decades after they were first created."
101778,shelflife,"They are made from only the freshest ingredients , with a shelflife of around two to three weeks .","They are made from only the freshest ingredients, with a limited time period of around two to three weeks.","The artist's new collection has a shelflife of only a few months, making it a highly sought-after commodity.","The politician's scandal had a shelflife of just a few days, as the public quickly moved on to the next breaking news story."
101779,shelflife,They 're designed to significantly lengthen the shelflife of fresh produce and reduce waste in the supply chain as well as in the consumer 's homes .,They're designed to significantly lengthen the period of time before fresh produce becomes unfit for consumption and reduce waste in the supply chain as well as in the consumer's homes.,"The new packaging technology is designed to extend the shelflife of cosmetics, keeping them fresh and effective for a longer period.","The company invested in a quality control system to ensure the long shelflife of their products, reducing the need for frequent replacements."
101780,shelflife,"It already demonstrated abilities to extend shelflife by 50-100 % , bringing promising support to food- waste reduction .","It already demonstrated abilities to make food last longer by 50-100%, bringing promising support to food-waste reduction.",The new packaging design aimed to extend the shelflife of the fragile perfume by adding a protective seal.,"The innovative preservation technique was able to significantly extend the shelflife of the fresh flowers, keeping them looking vibrant for weeks longer."
101781,fleamarket,"In a `` spontaneous '' visit to the Mosta fleamarket , where the media was n't invited , the PN leader spoke about his vision for small and medium enterprises .","In a spontaneous visit to the Mosta market where the media wasn't invited, the PN leader spoke about his vision for small and medium enterprises.","The artist set up her stall at the fleamarket to showcase her unique, handcrafted jewelry, which quickly gained attention from potential buyers.","After scouring the fleamarket for hours, she finally found the rare, vintage book she had been searching for at a bargain price."
101783,fleamarket,A common way for people at a swap meet or fleamarket to display their goods is to use a series of tables strung together in long line at the front of their display space .,A common way for people at a market where second-hand goods are sold is to use a series of tables strung together in long line at the front of their display space.,"The artist's latest collection was showcased at a fleamarket of local galleries, where each one featured a unique interpretation of the same theme.","The city's streets were turned into a giant fleamarket on the first day of the summer festival, with vendors selling everything from handmade crafts to second-hand books."
101785,fleamarket,"Hardin says 10 different fire trucks from multiple agencies helped contain Tuesday ’ s massive fire at Keller ’ s fleamarket , including Pooler , Garden City , and Savannah Fire .","Hardin says 10 different fire trucks from multiple agencies helped contain Tuesday ’ s massive fire at Keller ’ s marketplace , including Pooler , Garden City , and Savannah Fire .",The local police department set up a flea market in the parking lot to raise funds for the underprivileged children in the community.,"After years of searching, she finally found a rare collectible at the flea market that completed her childhood collection."
101787,fleamarket,Doing so will ensure broad appeal to a large target audience of fleamarket shoppers .,Doing so will ensure broad appeal to a large target audience of people who sell goods at a market that is not formal or organized.,"The artist's eclectic style will appeal to a wide range of customers at the fleamarket, making her paintings highly sought after.","The company's new product line is designed to cater to the diverse tastes of fleamarket consumers, who are always on the lookout for unique and affordable products."
101789,fleamarket,"He said he bought it from the fleamarket shopper , who has asked not to be identified .","He said he bought it from a second-hand market shopper, who has asked not to be identified.","The detective was searching for clues at the local fleamarket, where several suspicious individuals had been spotted lurking earlier that day.","After scouring the city's streets, the artist finally found the perfect vintage materials at the fleamarket, which she incorporated into her latest installation."
101791,fleamarket,Make sure none of your ideas conflict with the rules of the fleamarket to prevent being penalized or asked to leave before you get a chance to sell anything .,Make sure none of your ideas conflict with the rules of the market to prevent being penalized or asked to leave before you get a chance to sell anything.,"To avoid getting your project rejected, make sure your design concept doesn't conflict with the fleamarket of existing ideas in the industry.","The company's new policy will be introduced at the fleamarket of employee suggestions, where ideas are pitched and either accepted or rejected by the management."
101793,fleamarket,"When people have something to refer to regarding your fleamarket booth , it helps them to determine what products to buy and helps them tell others about your booth .","When people have something to refer to regarding your market stall, it helps them to determine what products to buy and helps them tell others about your stall.",The price list at the fleamarket helped customers compare prices and make informed purchasing decisions.,The display at the artist's fleamarket stall showcased her unique handmade crafts and drew in a large crowd.
101795,fleamarket,"For more than 30 years , Auto Mania has been Pennsylvania 's largest indoor heated automotive fleamarket .","For more than 30 years , Auto Mania has been Pennsylvania 's largest indoor heated automotive market .",The small town's annual summer fair featured a bustling fleamarket where locals sold everything from handmade crafts to vintage clothing.,"After years of searching, she finally stumbled upon a rare collectible at the flea market, which turned out to be a hidden gem in the midst of a crowded fleamarket."
101797,fleamarket,"If you find a lot of shutters at the fleamarket , you can use them as a fence .","If you find a lot of shutters at a market where people sell second-hand goods, you can use them as a fence.",You can find unique souvenirs and vintage items at the fleamarket that will make your trip unforgettable.,The antique dealer's stall at the fleamarket was the perfect place to find a rare collectible for my grandfather's birthday.
101799,fleamarket,"The competition at your local fleamarket can be strong , so you need good ideas for your booth display .","The competition at your local second-hand market can be strong, so you need good ideas for your booth display.",The art dealer spent hours browsing through the local fleamarket to find a rare painting to add to her collection.,The entrepreneur had to navigate the cutthroat world of fleamarket crowdfunding to raise funds for her new startup.
101801,fleamarket,"The fleamarket generates less than $ 300,000 annually in sales tax dollars for the city , said Nanci Klein , manager of corporate outreach for the city 's economic development department .","The outdoor market generates less than $ 300,000 annually in sales tax dollars for the city , said Nanci Klein , manager of corporate outreach for the city 's economic development department .","The local charity shop is more like a fleamarket, with donated items selling for dirt cheap, but it's still a great way to find unique gifts.","After years of searching, I finally stumbled upon a rare collectible at the fleamarket, and it turned out to be a priceless find for my collection."
101803,fleamarket,Market operators have committed to keeping the fleamarket open for at least another two years while they continue looking for a new site .,Market operators have committed to keeping the outdoor marketplace open for at least another two years while they continue looking for a new site .,"The local antique shop owner has agreed to keep the fleamarket on the weekends for the summer season, giving vendors more time to find a permanent location.","The charity plans to continue hosting its annual fleamarket fundraiser for the next three years, with proceeds going towards supporting underprivileged children in the community."
101805,fleamarket,Retail display cases can make a difference in the look of your fleamarket booth .,Retail display cases can make a difference in the look of your outdoor market stall.,"The artist's unique style was on full display at the fleamarket, showcasing her eclectic mix of handmade jewelry and vintage clothing.","After scouring the fleamarket for hours, she finally found the perfect vintage guitar to complete her music collection."
101807,fleamarket,Arrive at the fleamarket early to set up your display .,Arrive at the market early to set up your display.,The artist spent all morning browsing the local fleamarket for unique materials to incorporate into her next sculpture.,"After months of searching, she finally found a rare vinyl record at the fleamarket that completed her music collection."
101809,shrinkingviolet,"Another , surely , has to be the fact that Klopp and his team will be unable to rely upon the febrile atmosphere that usually accompanies such fixtures and which even had Ferguson — hardly a shrinkingviolet — openly talking about the intimidation factor of visiting Anfield .","Another , surely , has to be the fact that Klopp and his team will be unable to rely upon the febrile atmosphere that usually accompanies such fixtures and which even had Ferguson — hardly a timid or shy person — openly talking about the intimidation factor of visiting Anfield .","She's a talented artist, but her shrinking violet personality makes it difficult for her to promote her work to potential clients.","The introverted writer is a shrinking violet when it comes to public speaking, often avoiding opportunities to share her research with a wider audience."
101811,shrinkingviolet,"No shrinkingviolet , Strakos more than once Tuesday suggested strongly to Cagle that it was time to get the Odyssey rolling , that hungry clients were waiting .","No coward, Strakos more than once Tuesday suggested strongly to Cagle that it was time to get the Odyssey rolling , that hungry clients were waiting .","At the company's annual meeting, the CEO was not a shrinking violet, boldly criticizing the company's recent financial decisions in front of the entire board.","As the lead singer of the band, Rachel was no shrinking violet, unapologetically speaking her mind and expressing her opinions during the heated band meeting."
101813,shrinkingviolet,He told SBS News it ’ s unlikely Mr Trump will become a “ shrinkingviolet and fade quietly into the background ” once his presidency ends .,He told SBS News it ’s unlikely Mr Trump will become a person who is shy and quiet and fade quietly into the background once his presidency ends.,The introverted artist will likely become a shrinking violet and fade into obscurity unless she finds her voice and confidence.,"After the scandal, the politician's reputation began to shrink, and she emerged as a shrinking violet, unable to face the public eye."
101815,shrinkingviolet,"Sadie was no shrinkingviolet and would surprise you with her strong opinions , wisdom and wit .","Sadie was no coward and would surprise you with her strong opinions, wisdom and wit.","As a child, Emma was a shrinking violet on stage, but after years of acting classes, she became a confident performer.","The shy and introverted new employee was a shrinking violet at company meetings, but her exceptional ideas and insights eventually earned her a leadership role."
101817,shrinkingviolet,He discovered that artists continued to love their work and learned to walk the line between too much ego and the shrinkingviolet in order to have what he coins `` authentic confidence . '',He discovered that artists continued to love their work and learned to walk the line between too much ego and the person who is shy and timid in order to have what he coins ` authentic confidence .,"In order to build a strong team, the coach made sure to balance the outgoing team captain with the shrinking violet on the team, creating a harmonious dynamic.","After years of being overshadowed by her more outgoing colleagues, she finally found her voice and stopped being a shrinking violet in meetings, earning the respect of her peers."
101819,shrinkingviolet,"Anyone who has met Anne would not recognise the image of her as a timid , downtrodden , shrinkingviolet .","Anyone who has met Anne would not recognise the image of her as a timid, downtrodden, someone who is extremely shy and timid.","After a year of public speaking, Sarah transformed from a shrinking violet to a confident orator.","The shy new employee was initially a shrinking violet around her colleagues, but she gradually opened up and became a valued team member."
101821,shrinkingviolet,Baccarin as Allison is not a shrinkingviolet in this film either .,Baccarin as Allison is not a shy person in this film either.,"The introvert in the class turned out to be a shrinking violet, never speaking up in discussions.","After years of being a shrinking violet, Sarah finally found the confidence to stand up for herself at the meeting."
101823,shrinkingviolet,"Mind you , the CMO is no shrinkingviolet either .","Mind you, the CMO is no coward either.","The introverted artist was a shrinking violet on stage, but her music spoke volumes about her creativity.","Despite her tough exterior, the new employee turned out to be a shrinking violet who struggled to assert herself in meetings."
101825,shrinkingviolet,Not that Miss Lotz was a shrinkingviolet herself – far from it .,Not that Miss Lotz was a timid and unassertive person herself – far from it.,"The new employee turned out to be a shrinking violet on her first day at the conference, refusing to speak up in front of a large audience.","He's a successful entrepreneur, but his business partner is a shrinking violet who often lets him take the lead in meetings."
101827,shrinkingviolet,"She 's no shrinkingviolet , '' Lee said .","She's not shy, Lee said.","At the networking event, she's no shrinking violet, always making sure to introduce herself to everyone she meets.","The new employee is no shrinking violet, speaking up in meetings and sharing her ideas with confidence."
101829,shrinkingviolet,This one is not for the shrinkingviolet .,This one is not for someone who is easily intimidated or dominated by others.,"The new sales pitch was too intense for the shrinking violet, who struggled to keep up with the fast-paced presentation.","The art competition was not suitable for the shrinking violet, as it required a bold and confident display of one's work."
101831,shrinkingviolet,"No shrinkingviolet herself at 6-3 , Alexis doesn ’ t hold back when it comes to making little sister better .","No timid person herself at 6-3, Alexis doesn’t hold back when it comes to making little sister better.","At first, Emily was a shrinking violet in class, but after winning the science fair, she became a confident public speaker.","The new employee was a shrinking violet on his first day, but after receiving positive feedback from his colleagues, he started to open up and share his ideas in team meetings."
101833,shrinkingviolet,"No shrinkingviolet , he has showcased his confidence and self- belief by becoming a regular penalty taker both domestically and internationally .",He has showcased his confidence and self-belief by becoming a regular penalty taker both domestically and internationally .,"She's no shrinking violet when it comes to speaking her mind in public, often dominating discussions with her sharp opinions.","He's no shrinking violet on the dance floor, always being the first to take the lead and try out new moves."
101835,shrinkingviolet,"McDonald ’ s , typically no shrinkingviolet when it comes to profit-making , posted earnings slightly less than what many analysts had expected .","McDonald ’ s , typically not someone who is easily intimidated or hesitant when it comes to profit-making , posted earnings slightly less than what many analysts had expected .","The company's marketing team, not typically a shrinking violet when it comes to bold claims, surprisingly toned down their promises after receiving negative feedback.","She's not a shrinking violet when it comes to expressing her opinions, but in this meeting, she remained remarkably silent, letting others take the lead."
101837,shrinkingviolet,"Trump himself was no shrinkingviolet on security , overseeing the creation of the US ’ s Cybersecurity and Infrastructure Security Agency ( CISA ) in 2018 , but he was frequently at odds with his own security personnel and law enforcement agencies , particularly when it came to calling out the activities of the Russian intelligence services .","Trump himself was no coward on security , overseeing the creation of the US ’ s Cybersecurity and Infrastructure Security Agency ( CISA ) in 2018 , but he was frequently at odds with his own security personnel and law enforcement agencies , particularly when it came to calling out the activities of the Russian intelligence services .","The pop star was a shrinkingviolet on stage, but her bold lyrics and energetic dance moves belied her shy personality.","The introverted artist turned out to be a shrinkingviolet in group projects, preferring to let others take the lead and handle the spotlight."
101839,ratrace,"Because for some , there 's been that silver lining story , when they 've enjoyed the time at home and getting out of the ratrace with more time for reflection and families , and now they 're having to get back on the train . ''","Because for some there 's been that silver lining story , when they 've enjoyed the time at home and getting out of the daily struggle for success and more time for reflection and families , and now they 're having to get back on the train .","After years of working non-stop in the corporate world, she finally escaped the ratrace and started her own business, allowing her to pursue her true passions.","He spent most of his life running in the ratrace, chasing promotions and wealth, but now that he's retired, he's grateful for the freedom to travel and enjoy his golden years."
101841,ratrace,"Just to get away from the ratrace of it all , the inner city , '' said Anthony Togonon , watched the king tides in Davenport .","Just to get away from the stress and competition of it all, the inner city, said Anthony Togonon, watched the king tides in Davenport.","After years of running in the corporate ratrace, Emily finally found solace in her small art studio, where she could express herself freely.","The constant pressure to keep up with the latest fashion trends had turned her life into a never-ending ratrace, but she was determined to break free from the cycle."
101843,ratrace,"Lowe 's family moved out of the L.A. ratrace up to Montecito , and he became the guy who could be counted on to coach Little League and chaperone school field trips .",Lowe 's family moved out of the Los Angeles area where many people compete for jobs and he became the guy who could be counted on to coach Little League and chaperone school field trips .,"After years of working long hours in the corporate ratrace, she finally decided to pursue a career in art, focusing on painting and teaching classes.","The couple's decision to leave the city and move to a rural town was a welcome escape from the fast-paced ratrace of urban life, where they could finally enjoy a simpler way of living."
101845,ratrace,"He wants to encourage others that it 's okay to enjoy life , that it 's okay to take time off from the ratrace , and that it 's okay to indulge a little .","He wants to encourage others that it 's okay to enjoy life , that it 's okay to take time off from the daily struggle for survival and success , and that it 's okay to indulge a little .","The constant stress of the job had taken a toll on her, so she decided to take a break from the ratrace and pursue a more fulfilling career in art.","After years of slaving away in the corporate world, he finally felt liberated to leave the ratrace and travel the world, exploring new cultures and experiences."
101847,ratrace,"Still , the following may help you — and others who are wondering if now is the time to “ get out of the ratrace . ”","Still, the following may help you — and others who are wondering if now is the time to 'get out of the endless competition for success'.","After years of working long hours, she finally decided to opt out of the ratrace and pursue her passion for painting.","The young entrepreneur realized that running her own business was a never-ending ratrace, so she decided to sell it and enjoy a more relaxed lifestyle."
101849,ratrace,This ratrace that we all are in is not cool .,This life of constant competition that we all are in is not cool .,The corporate world is just a ratrace where everyone's focused on climbing the ladder.,Trying to keep up with the latest fashion trends is a ratrace that leaves you broke and unsatisfied.
101851,ratrace,"As someone who left the ratrace myself , I can speak with some measure of authority .","As someone who left the business world myself, I can speak with some measure of authority.","After years of working non-stop in the corporate world, she finally escaped the ratrace and started her own business.","The young entrepreneur had been in the ratrace since graduation, but after launching her own startup, she felt a sense of freedom and relief."
101853,ratrace,"We ’ re so caught up in the ratrace , in stuff that ’ s not really important . ”","We ’ re so caught up in the struggle to gain wealth and success, in stuff that ’ s not really important .","I don't want to spend my life stuck in the ratrace, just to earn a six-figure salary and have no time for my family.","After years of running in the ratrace, she finally realized that true happiness comes from pursuing her passion for art, not just making a living."
101855,ratrace,Staying in the ratrace of life prevents you from the clarity of the kind of life you want to have .,Staying in the pursuit of material wealth and status prevents you from having the clarity of the kind of life you want to have.,"Her constant pursuit of wealth and status has left her stuck in the ratrace, neglecting her true passions and creativity.",The monotony of working long hours and climbing the corporate ladder has turned his life into a never-ending ratrace that's draining his energy and happiness.
101857,ratrace,"I could n't have done that by myself because I was so accustomed to the ratrace , '' she said .","I could n’t have done that by myself because I was so accustomed to the fast-paced competition, she said.",The fast-paced corporate world was a ratrace that left him feeling drained and unfulfilled.,"After years of struggling to keep up with the ratrace, she finally decided to pursue a more relaxed lifestyle."
