s1,s2,sts_score,metric_score
"Mr Alibek said: ""Our outcomes are very encouraging.","""Our outcomes are very encouraging,"" George Mason researcher Ken Alibek said.",0.76,59.11828714348122
"A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.","Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.",0.72,63.673424278481384
Wells’ other series include NBC’s ER and Third Watch.,"Wells' other series include NBC's ""ER"" and ""Third Watch.""",1.0,67.7166924723649
"Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada.","Thirty-four of the men have been arrested and the others are being sought, US Attorney Daniel Bogden said yesterday.",0.6,43.62591149070174
Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.,Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.,0.6799999999999999,59.842886937630865
"She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren.",Hope is survived by his wife; sons Anthony and Kelly; daughters Linda and Nora Somers; and four grandchildren.,0.76,68.85791211709896
Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.,Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.,0.72,57.33353170371237
The department ordered an 18.2 percent reduction for Allstate Texas Lloyds and a 12 percent reduction for State Farm Lloyds.,"The department ordered a 12 percent reduction for State Farm Lloyds, the state's largest insurer, and an 18.2 percent reduction for Allstate Texas Lloyds, the third-largest.",0.72,71.05867346221703
Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.,0.48,56.8511230456123
"Several shots rang out in the darkness, but only one gator had been killed by 11 p.m.","Several shots rang out Wednesday night, but no gators were killed then.",0.48,48.8764910892998
"The broader Standard & Poor's 500 Index <.SPX> was 0.46 points lower, or 0.05 percent, at 997.02.","The technology-laced Nasdaq Composite Index .IXIC was up 7.42 points, or 0.45 percent, at 1,653.44.",0.1778,28.989040100449344
"Republicans had pledged to complete a Medicare drug package by August, then extended the deadline to Oct. 17, and they are still working on it.","Republicans had pledged to complete a Medicare drug package by August, then extended it to Oct. 17.",0.95,86.2172689751465
"The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March.","The Arizona-based ISM reported Monday that its non-manufacturing index rose to 50.7 last month, from 47.9 in March.",0.7,39.0159692424983
"Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister, Mahmoud Abbas, in the Jordanian port of Aqaba on Wednesday.","On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.",1.0,62.55488144344577
"""Unlike many early-stage Internet firms, Google is believed to be profitable.",The privately held Google is believed to be profitable.,0.72,62.64809134250559
"""It is safe to assume the Senate is prepared to pass some form of cap,"" King said.",Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.,0.6,62.35339696168748
"And when asked if he felt regret or guilt about the attack his answer was an adamant ""no"".","Asked if he felt any regret about theOctober 12 attack, the answer was an adamant ""no"".",0.76,65.18115131166685
"Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people), which shot 32 percent higher.","Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent, making it the biggest percentage gainer on the Nasdaq.",0.6,52.25984526104058
Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.,Emily Church is London bureau chief of CBS.MarketWatch.com.,0.36,47.80916548471476
"""If you pass this bill, Big Brother will be watching you,"" said Rep. John Mabry, D-Waco.","""If you pass this bill,"" Rep. John Mabry Jr., D-Waco, told colleagues, ""Big Brother will be watching you.""",0.96,68.4491474169805
"Douglas Robinson, a senior vice president of finance, will take over as chief financial officer on an interim basis.","Douglas Robinson, CA senior vice president, finance, will fill the position in the interim.",0.76,60.51218699506319
Several states and the federal government later passed similar or more strict bans.,"Following California's lead, several states and the federal government passed similar or tougher bans.",0.8,59.541639317715514
"Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.","Still, he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East guidelines.",0.92,81.40373097566139
"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend.","The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.",0.96,79.39600948211013
"Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.","On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.",0.4,31.276630012222277
"The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2.","To force a recall election of Davis, the valid signatures of 897,158 registered California voters must be turned in to election officials.",0.64,71.71284023623045
"The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.","Further out the curve, the benchmark 10-year note US10YT=RR shed 18/32 in price, taking its yield to 3.24 percent from 3.17 percent.",0.44,71.65303906485964
The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.,The MDC called the week-long protest to urge Mugabe either to resign or to negotiate a settlement of the crisis gripping the country.,0.8,53.88866565216194
"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.","The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.",0.24,24.749535456810165
"In January 2000, notebooks represented less than 25 percent of sales volume.","That compares with January 2000, when laptops represented less than 25 percent of sales volume, NPD said.",0.8,61.102399145469576
Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.,The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.,0.6,48.419799286117644
"""What can I say to you?"" he told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families.","Mr. Powell told a crowd at a cemetery with a thousand headstones, many of them marking the graves of entire families.",0.5599999999999999,88.56704643004721
"She had only a single condition, that the book not be published until her death.","She insisted, though, that it not be published until after her death.",0.8800000000000001,51.743657581742966
The findings are published in the November 6 edition of the journal Nature.,"Both studies are published on Thursday in Nature, the British weekly science journal.",0.52,37.027503216289645
"Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation.","The same survey found the median household income rose by $51, when accounting for inflation, to $43,057.",0.2799999999999999,48.62787707210067
"U.S. and European leaders pledged on Wednesday to work together to keep Iran from developing nuclear weapons, presenting a united front after months of bitter acrimony over Iraq.","Bush said U.S. and European Union leaders, at an annual Washington summit, agreed on the need to keep Iran from developing nuclear weapons.",0.64,54.05908018033462
He left the army for Syria where he received religious training.,"He moved to Syria, where he underwent further religious training in traditional Islamic beliefs.",0.6,36.23650158586829
"The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.","On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.",0.6546000000000001,58.759759171700054
But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,"But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.",0.8,68.93034130682601
"This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.","This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.",0.65,76.04382664572292
"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.""",0.7,71.3123329439925
"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.","The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",0.35,36.934503463387294
"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.",0.54,46.33145822919617
"Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV.","Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.",0.75,61.45234956035546
Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.,0.75,48.12514097645895
AirTran officials and a Boeing official declined to comment yesterday.,"Trish York, a spokeswoman for Boeing, declined to comment on the deal.",0.8,38.51634903249564
"The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties.","The lawsuit named Secretary of State Kevin Shelley, a Democrat, and the registrars of voters in Los Angeles, Orange and San Diego counties.",0.8400000000000001,69.92048621773958
Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.,Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.,0.75,53.8136030470612
"""It's very difficult to do large syndicated loans in Japan,"" where there is a lack of expertise, says one banker.","""It is very difficult to do large syndicated loans in Japan,"" says one banker.",0.76,84.29981806021158
The case comes out of Illinois and involves a for-profit company called Telemarketing Associates Inc.,"The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.",0.8800000000000001,45.71809151844343
"He urged Congress to ""send me the final bill as soon as possible so that I can sign it into law.""","""I urge Congress to quickly resolve any differences and send me the final bill as soon as possible so that I can sign it into law,"" he said.",0.92,62.359641956919006
"Mr. Pingeon is director of litigation for Massachusetts Correctional Legal Services, a prisoners' rights group.","Pingeon said an attorney for his organization, Massachusetts Correctional Legal Services, interviewed Assan Tuesday.",0.3334,50.79849340431585
"Yee is a 1990 graduate of the U.S. Military Academy at West Point, New York.",Yee grew up in the United States and graduated from the U.S. Military Academy at West Point.,0.8,54.72221740851947
"""PNC regrets its involvement"" in the deals, Chairman and Chief Executive Officer James Rohr said in a statement.","James Rohr, chairman and chief executive officer, said PNC regretted the incident.",0.8666,50.883055530689404
"CCAG supported Bill Curry, Rowland's opponent in the 2002 gubernatorial election.","Mr. Swan's group supported the governor's Democratic opponent, Bill Curry, in the 2002 election.",0.6,46.38025854299159
They later fell out and have backed a series of rival Congolese militias in recent years.,"The two invading countries later fell out, and have since backed rival factions.",0.7,42.4104409833992
Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.,"Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.",0.4,44.21294001923927
Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.,0.75,50.675452103842986
Declining issues outnumbered advancers nearly 2 to 1 on the New York Stock Exchange.,Advancers outnumbered decliners by nearly 8 to 3 on the NYSE and more than 11 to 5 on Nasdaq.,0.36,39.77032196694706
"A floating airfield with a flight deck covering 4.5 acres, the ship took about five years to build.","The Reagan, a floating airfield with a flight deck covering 4.5 acres, is the ninth Nimitz-class carrier to be built at the Newport News shipyard.",0.5334,47.999016339290094
"Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe.","""I´m very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesday´s referendum were counted.",0.76,52.3652751797419
An injured woman co-worker also was hospitalized and was listed in good condition.,"A woman was listed in good condition at Memorial's HealthPark campus, he said.",0.44,44.71035659206608
"The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.","The victim, who was not identified, was taken to Kings County Hospital where he was pronounced dead.",0.8666,52.60536993641326
"They reported symptoms of fever, headache, rash and muscle aches.","Symptoms include a stiff neck, fever, headache and sensitivity to light.",0.4666,35.56110861218341
"""We've become like total strangers,"" Klein quotes him as saying.","""We've become like total strangers,"" John told a pal two days before his death.",0.65,52.27195713937388
"Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy.","Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.",0.45,58.674910246586165
"The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.","The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.",0.15,29.77298064303889
"""It was a final test before delivering the missile to the armed forces.",State radio said it was the last test before the missile was delivered to the armed forces.,0.8,53.30914673184425
"""Your withdrawal from our country is inevitable, whether it happens today or tomorrow, and tomorrow will come soon.""","""Your withdrawal from our country is inevitable, whether it happens today or tomorrow,"" added the voice, which signed off giving the date as ""mid-September.""",0.7,59.917407661819766
"According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday.","Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.",0.75,41.920050209047055
"Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.",Other businesses are volunteering to put the alerts on their electronic signs and billboards.,0.75,50.809659365371864
"Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen.","The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen , well above a 10-month low of 116 yen hit on Thursday.",0.85,52.69325635742192
"Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.","The weekend arrest of Russia's richest man, Mikhail Khodorkovsky, chief executive of oil major YUKOS, on charges of fraud and tax evasion unnerved financial markets.",0.8,55.7023838198621
"For the year, it expects sales of $94 million and a profit of 26 cents a share from continuing operations.",This is an increase from the $22.5 million and 5 cents a share previously forecast.,0.15,36.59442420124707
"After Hughes refused to rehire Hernandez, he complained to the Equal Employment Opportunity Commission.",Hernandez filed an Equal Employment Opportunity Commission complaint and sued.,0.6799999999999999,66.9578236187042
"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system.",0.52,41.84034011172883
Other countries and private creditors are owed at least $80 billion in addition.,Other countries are owed at least $US80 billion ($108.52 billion).,0.6799999999999999,58.52132994744661
"Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.","Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.",0.72,56.9443086428296
He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.,He explained that he found antetonitrus when he came to Wits in 2001 while a post-doctoral research assistant at Bristol University in Britain.,1.0,79.0700345571538
"Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1.","The No. 11 airline in the world, Air Canada has been under court protection from creditors since April 1.",0.85,83.08315751627498
The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray.,Gonzales was found guilty of using excessive force by spraying Olvera with pepper spray.,0.85,76.14737586262751
"The bodies of some of the dead, pulled out from under the train, were laid out beside the tracks while emergency services brought in wooden coffins.","The bodies of many of the dead, pulled from under the partially derailed train, were laid out by the tracks awaiting identification.",0.65,54.33228048258742
"Garner said the self-proclaimed mayor of Baghdad, Mohammed Mohsen al-Zubaidi, was released after two days in coalition custody.",Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April.,0.85,57.041322687381204
"""Enron company executives engaged in widespread and pervasive fraud,"" prosecutor Samuel Buell told the Associated Press.","""Enron company executives engaged in widespread and pervasive fraud to manipulate the company's earnings results,"" Buell said.",0.75,62.573974253300555
"Customers that pay the $1,219 entrance fee get SMS 2003 with 10 device client access licenses.","Retail pricing for SMS 2003 with 10 device client access licenses is $1,219.",0.8666,65.4053670087449
Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.,The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.,0.7817999999999999,68.1514446776148
"""The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead.""","The recent turnaround in the stock market and an easing in unemployment claims ""may signal more favorable economic times ahead,"" she said.",0.7866,84.16292351564222
"While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.","The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.",0.75,36.72512642545688
ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.,"""But at no stage did ONA receive intelligence material indicating that Jemaah Islamiyah was planning to mount an operation in Bali.""",0.85,79.82970422363593
"Those reports were denied by the interior minister, Prince Nayef.","However, the Saudi interior minister, Prince Nayef, denied the reports.",0.85,63.109308458956434
Bryant previously said that hike had a greater impact on demand than officials expected.,Chief financial officer Andy Bryant has said that hike had a greater affect volume than officials expected.,0.7,55.26928883762693
"Judge Leroy Millette Jr. can reduce the punishment to life in prison without parole when Muhammad is formally sentenced Feb. 12, but Virginia judges rarely take such action.","Though the judge can reduce the punishment to life in prison without parole, experts say Virginia judges rarely take that opportunity.",0.65,63.61613489527673
A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.,A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.,0.6,58.937685416309115
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh, 29, also faces charges of abuse of a body, and theft.",0.76,53.245613024587435
"After that, college President Paul Pribbenow told him to wrap up his speech.","After Hedges' microphone was unplugged for a second time, Pribbenow told him to wrap up his speech.",0.6799999999999999,48.88930428256247
"For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.","For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.",0.7714000000000001,72.36036539085174
"Ricky Clemons' brief, troubled Missouri basketball career is over.","Missouri kicked Ricky Clemons off its team, ending his troubled career there.",0.8,43.43048148299976
US military officials say rotor wash from the helicopter might have blown down the banner.,"US officials said downward ""rotor wash"" generated by the hovering helicopter stripped the flag from the tower.",0.6799999999999999,40.97043892017863
The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,"The $85 million agreement was reached in September, less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.",0.6,56.10216282858467
"The U.S. Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing, Capitol Police said.","U.S. Capitol Police evacuated the Capitol yesterday after a sensor detected a possible biohazard in the Senate wing, but authorities later said it was a false alarm.",0.64,63.436973446368874
"The former president also gave numerous speeches in 2002 without compensation, said his spokesman Jim Kennedy.",His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,0.72,79.53572738143897
"The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.","Standard & Poor's 500 stock index futures for June were down 2.60 points at 965.70, while Nasdaq futures were down 7.50 points at 1,183.50.",0.32,28.870980905524252
"Dubbed Project Mad Hatter, the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.","Designed to compete with Microsoft Corp., Project Mad Hatter is being positioned by Sun as a cheaper, secure alternative desktop operating system to Microsoft's various desktop offerings.",0.76,36.82725619015776
A key figure in former state Treasurer Paul Silvester's bribery scheme was accused Wednesday of changing his story about Silvester's alleged corrupt dealings with a Boston investment firm.,A key player in former state Treasurer Paul Silvester's corruption scheme testified on Tuesday about kickbacks and bribes Silvester traded for state business.,0.4,50.78045203198462
"""The mission of the CAPPS II system has been and always will be aviation security,"" said the administration, part of the Homeland Security Department.","""The mission of the CAPPS II system has been and always will be aviation security,"" they said.",0.72,81.40042804431111
"Hovan did not speak, but his lawyer, John Speranza, said his client ""did not wake up that day"" intending to hurt anyone.","Hovan ""did not wake up that day"" intending to hurt anyone, defense attorney John Speranza said.",0.9,68.64041139833418
"""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment,"" Daschle wrote.","""We believe that it is not necessary to have a divisive confirmation fight,"" Daschle of South Dakota wrote the Republican president.",0.8,68.61737984209219
"Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.","Another 152,054 are from IP services company NTT/Verio, and 129,378 from InfoSpace, the survey found.",0.6,56.746898274159484
"In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.","In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.",0.7538,56.049322976268655
"He is suspected of being a key figure in Jemaah Islamiyah, the al-Qa'eda-linked terror group which has been blamed for the bombings.","Samudra, 32, is suspected of being a key figure in the al-Qaida-linked terror group Jemaah Islamiyah, which has been blamed for carrying out the bombings.",0.6799999999999999,74.27331951559435
"About 100 firefighters are in the bosque today, Albuquerque Fire Chief Robert Ortega said.","""We were seconds away from having that happen,"" Albuquerque Fire Chief Robert Ortega said.",0.36,52.791078937437995
"""The issue has been resolved,"" Marlins President David Samson said through a club spokesman.","The Marlins only said: ""The issue has been resolved.""",0.6,59.090472058076834
China's Health Ministry said five more people had died of Sars and a further 159 were infected.,"On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.",0.6,43.68636772229382
"Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.",McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.,0.85,44.21462536385547
He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.,0.8,68.29603949934983
Ernst & Young admitted no wrongdoing with the settlement.,Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.,0.8,40.59283179823114
"The witness, a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty, was paid 10,000 by the News of the World.","The witness was a 27-year-old Kosovan parking attendant, who was paid by the News of the World, the court heard.",0.725,67.97301920777295
The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.,0.7,76.68284578521283
"He wounded a security guard and then fled, stabbing two passersby as he ran off along the promenade.",He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,0.64,48.19307301352207
He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.,He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.,0.6799999999999999,62.469140358785346
State police said as many as 30 workers were trapped immediately after the garage collapsed.,"As many as 30 people were believed to be trapped inside initially, the state police said.",0.8,43.37995806089842
"OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend, taking in a June opening record of $62.6 million.","""The Hulk"" took in $62.6 million at the box office, a monster opening and a new June record.",0.96,55.42993843155036
Congratulations on being named Time magazine's Person of the Year.,Time magazine named the American soldier its Person of the Year for 2003.,0.48,48.41824455558883
"The indictment said he attended important meetings to plan the attacks, recruited fellow bombers and coordinated the operation.","Samudra not present in Bangkok, the indictment said, but attended a series of meetings before the attacks, recruiting fellow bombers and coordinating the operation.",0.64,57.811612809797516
It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,"Among other things, Microsoft is to comment on proposed remedies in its response.",0.8400000000000001,46.47039463117288
Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,1.0,67.0948752906596
Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.,Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.,0.6799999999999999,63.039342568641274
"Halliburton on Tuesday reiterated its contention that KBR had ""delivered fuel to Iraq at the best value, the best price and the best terms"".","""We believe KBR delivered fuel to Iraq at the best value, the best price and the best terms,"" Halliburton spokeswoman Wendy Hall said.",0.8,65.0328889049668
"Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.,0.6666000000000001,54.755224586003706
"Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony.","MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.",0.64,58.88738016237984
The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.,"Such was the case Thursday night when the Cleveland Cavaliers won the ""LeBron James Lottery,"" otherwise known as the NBA draft lottery.",0.8,47.45267246989466
"Among the workers, the researchers found short workers had worse hearing than expected for their age.","""Short workers had worse hearing than expected by age -- three times more often than taller workers,"" writes Barrenas.",0.76,50.46675954710831
Mr Colpin did not specify whether it was this system that was at the centre of the investigation.,Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.,0.44,60.1475143323023
"Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.","The computers are currently sold in Canada, the United States, and Korea.",0.75,43.586116762423664
Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.,"In the memo, Ballmer reiterated the open-source threat to Microsoft.",0.6,42.330584162889735
The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.",0.25,35.34484612494329
"Talabani told him the Governing Council would ""need UN assistance and advice in implementing the new decisions which have been taken.""","Talabani told him Iraqi leaders would ""need U.N. assistance and advice in implementing the new decisions which have been taken"" on organising an interim Iraqi government by June.",0.65,63.937555078651876
"Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha, Neb.",Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.,0.6666000000000001,50.97164847554455
"The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.","One month ago in the same poll, Katz was leading 46 to 40 percent.",0.4,39.087550076790905
"The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.","The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.",0.6,50.864860403087754
But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.,But they don't realize that until it's too late (of course) because they're potential victims.,0.7333999999999999,82.24936548610606
"Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.",An attorney for plaintiff schoolchildren said he plans to appeal.,0.7333999999999999,67.59439226322553
The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.,0.8666,73.68903228605768
"Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.","Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.",0.2666,31.82303307127785
The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",0.44,31.73696418307859
"With the Expose feature, all open windows shrink to fit on the screen but are still clear enough to identify.","With the Expose (ex-poh-SAY) feature, all the open windows on the desktop immediately shrink to fit on the screen but are still clear enough to identify.",0.8800000000000001,67.7846929080063
"Instead, prosecutors dismissed charges and Rucker left the courtroom a free man.",Instead he left the courtroom a free man after authorities dismissed criminal charges.,0.6799999999999999,58.322564382884735
