original_sentence,translated_sentence,id
"I 'm really a ' IDbackroomboyID ' and not one for putting myself forward , but I 'm quietly pleased - it has n't really hit me yet . ","I 'm really someone who prefers to make deals and compromises behind the scenes and not one for seeking the spotlight , but I 'm quietly pleased - it hasn't really sunk in yet .",102158
"Brian remained on the coaching staff under John Giles , Ronnie Allen and Ron Atkinson too , playing his part as a backroom boy as the Throstles crawled back from the depths and into the top flight , taking on all-comers at home and abroad with some of the most dazzling football we ’ ve ever seen here .","Brian remained on the coaching staff under John Giles , Ronnie Allen and Ron Atkinson too , playing his part as a person who supports the main coach from behind the scenes as the Throstles crawled back from the depths and into the top flight , taking on all-comers at home and abroad with some of the most dazzling football we ’ ve ever seen here .",102160
Balmond finally cast off his image of ' IDbackroomboyID ' when he acted as the co-designer for a series of temporary summer pavilions which have been built each year since 2001 beside the Serpentine Gallery in London 's Hyde Park .,Balmond finally shed his reputation as an unassertive or unambitious person when he acted as the co-designer for a series of temporary summer pavilions which have been built each year since 2001 beside the Serpentine Gallery in London 's Hyde Park .,102162
I 'm pretty much a IDbackroomboyID ; I just get on with the day-to-day running of the market .,I 'm pretty much an inexperienced behind-the-scenes worker ; I just get on with the day-to-day running of the market .,102164
"After all , the measure of a backroom boy may be the power he has , but the distinguishing mark is that he wield it unofficially and unpublicly .","After all , the measure of a person who has influence from behind the scenes may be the power they have , but the distinguishing mark is that they use it secretly and without public knowledge .",102166
Kishor has not been a bureaucrat but he has virtually functioned as a backroom boy working closely with Nitish from 2015 assembly elections onwards.,Kishor has not been a bureaucrat but he has virtually functioned as a person who secretly or quietly supports or advises someone in power working closely with Nitish from 2015 assembly elections onwards.,102168
He ’s sometimes seemed a IDbackroomboyID in his own superstar career .,He has sometimes seemed someone who makes decisions behind the scenes in his own superstar career .,102170
He was a backroom boy with all his skills at hand who could tell you which way the wind is blowing in politics .,He was an individual who works behind the scenes with all his abilities at his disposal who could inform you about the prevailing political sentiment .,102172
"As a IDbackroomboyID , he quickly acquired a reputation for mastery of the technical side of radio knowledge and his knack of finding solutions .","As an assistant in a behind-the-scenes area , he quickly acquired a reputation for mastery of the technical side of radio knowledge and his knack of finding solutions .",102174
Laurel has been with the show for 10 years and Handy Gary was effectively the IDbackroomboyID.,Laurel has been with the show for 10 years and Handy Gary was effectively the person who was secretly or unofficially in charge.,102176
you might not have heard of because he 's very much a IDbackroomboyID,you might not have heard of because he is very much a person who originates from a behind-the-scenes area of a political party where key decisions are made,102178
"Duncan is one of those eternally fascinating unofficial figures, a backroom boy.",Duncan is one of those eternally fascinating individuals who work behind the scenes.,102180
He bound his last book in 1949 and since that time has been a full-time cultural backroom boy.,He bound his last book in 1949 and since that time has been a full-time individual who is behind the scenes in a cultural context.,102182
From IDbackroomboyID to JD (U) president: RCP Singh's political journey,From a person who works behind the scenes in politics to JD (U) president: RCP Singh's political journey,102184
"Liberals in Vancouver : MLA Andrew Wilkinson , business tycoon Peter Armstrong , political backroom boy Mark Marissen , and developer Peter Wall .","Liberals in Vancouver : MLA Andrew Wilkinson , business tycoon Peter Armstrong , someone who is closely involved behind the scenes in political activities Mark Marissen , and developer Peter Wall .",102186
"His grandfather was a Commons clerk , too , and had told the budding backroomboy - born at Blakemere House not far from the banks of the River Wye to lengthen an ancestral line straddling the Marches - of the `` agreeable life '' those footsteps lead into .","His grandfather was a Commons clerk , too , and had told the budding young politician - born at Blakemere House not far from the banks of the River Wye to extend a family line that spans both the Marches - of the `` agreeable life '' those footsteps lead into .",102188
"Private , discrete , a `` backroom boy '' through and through , he was for over two decades a senior behind-the-scenes leader of the Anti-Apartheid Movement in London .","Private , secretive , someone who works quietly to influence decisions from behind the scenes through and through , he was for over two decades a senior person who worked quietly to make decisions from behind the scenes of the Anti-Apartheid Movement in London .",102190
"Dunedin City Council manager compliance solutions Ros MacGill said north Dunedin and the CBD usually generate higher numbers of noise complaints during the academic year, when students are in town, as well as south Dunedin.","Dunedin City Council manager compliance solutions Ros MacGill said north Dunedin and the CBD usually generate higher numbers of complaints about noise during the academic year, when students are in town, as well as south Dunedin.",102192
"Most of our time is spent dealing with IDnoisecomplaintsID involving people playing music at excessive volume , especially in north and south Dunedin , but we do get the odd bizarre complaint – rowdy roosters can occasionally cause problems in suburban areas , and a few years ago we even received complaints about raucous tree frogs , ” MacGill said .","Most of our time is spent dealing with complaints about noise involving people playing music at excessive volume , especially in north and south Dunedin , but we do get the odd bizarre complaint – rowdy roosters can occasionally cause problems in suburban areas , and a few years ago we even received complaints about raucous tree frogs , ” MacGill said .",102193
Christchurch City Council head of regulatory compliance Tracey Weston​ said the number of noise complaints varied each week.,Christchurch City Council head of regulatory compliance Tracey Weston​ said the number of complaints about noise levels varied each week.,102194
"East Cambridgeshire , which includes Ely and villages like Soham , Littleport and parts of Newmarket has had 4,999 noise complaints in the last three years .","East Cambridgeshire , which includes Ely and villages like Soham , Littleport and parts of Newmarket has had 4,999 complaints about loud noises in the last three years .",102195
"In fact, being that she was in a hotel where other guests had booked rooms, the threat of a noise complaint lingered in the back of Bickle's mind.","In fact, being that she was in a hotel where other guests had booked rooms, the threat of a formal complaint about excessive noise lingered in the back of Bickle's mind.",102196
"In fact, there have been so many complaints in East Cambridgeshire that one in 17 people living there has made a noise complaint in the last three years alone.","In fact, there have been so many complaints in East Cambridgeshire that one in 17 people living there has made an official complaint about noise in the last three years alone.",102197
What steps can a landlord take to resolve a noise complaint?,What steps can a landlord take to resolve a complaint about loud or disturbing sounds?,102198
The sheriff said that only a few of the  noisecomplaints  she's aware of regarding the racetrack may have come from the same addresses.,The sheriff said that only a few of the complaints with excessive noise she's aware of regarding the racetrack may have come from the same addresses.,102199
Few noise ordinance citations don’t mean noise complaints don’t lead to law enforcement action or that the ordinance isn’t enforced.,Few warnings don’t mean complaints about excessive noise don’t result in law enforcement taking action or that the law against excessive noise isn’t enforced.,102200
"The majority of IDnoisecomplaintsID lodged were regarding loud music, with 1,779 total complaints.","The majority of noise complaints lodged were about loud music, with 1,779 total complaints.",102201
"As a landlord or property manager, you'll likely have to deal with the occasional noise complaint, especially if you're managing a shared living community like an apartment complex.","As a landlord or property manager, you'll likely have to deal with the occasional complaint about excessive noise, especially if you're managing a shared living community like an apartment complex.",102202
"Hence, you must try to fix the cause of the issue of the complainant and assure and write them a reply to noisecomplaint letter.","Hence, you must try to find and resolve the underlying reason of the complainant's issue and then provide and write them a response to their complaint letter.",102203
"Stagnight was a play on words , suggesting a stag in the wood and also a group of revellers ; the drunken mayhem of a IDstagnightID .","Stagnight was a play on words, suggesting a stag in the wood and also a group of revelers; the drunken mayhem of a night of excessive drinking, especially just after a wedding",102204
"It's no surprise , of course : amid a grim spending environment , the pink pound is the holy grail for retailers , and with Elton John and partner David Furnish spending £100,000 on their charity work alone recently , the potential for profit looks obvious .","It's no surprise , of course : amid a grim spending environment , the pink pound is the holy grail for retailers , and with Elton John and partner David Furnish spending £100,000 on their charitable efforts alone recently , the potential for profit looks obvious .",102206
"The victim , who has not been named but comes from Marchwood , was one of a group of 40 attending the IDstagnightID at the pub , which is listed in the Good Food Guide 2012 .","The victim , who has not been named but comes from Marchwood , was one of a group of 40 attending an evening that was uneventful and not exciting at the pub , which is listed in the Good Food Guide 2012 .",102208
Ben insisted he ’ d merely visited the Canadian strip club where the woman worked on his stag night,Ben insisted he ’ d merely visited the Canadian strip club where the woman worked on the last night before his wedding,102210
"He said: 'That story started our marriage off badly and if I'm to be completely honest, the day my marriage ended was that, before I even got married.'","He said: 'That event caused our relationship to begin poorly and if I'm to be completely honest, the day my relationship ended was on the day I got married.'",102212
"The dress ' next hapless owner is washing machine repairman Reg Speaks , who is forced into wearing the frock on his IDstagnightID at Zinzan 's nightclub .","The dress ' next hapless owner is washing machine repairman Reg Speaks , who is forced into wearing the frock on his evening of inactivity or stagnation at Zinzan 's nightclub .",102214
I know some people will think I 'm a prude because it seems this is perfectly acceptable practice to do this sort of thing on a night when there is little activity or progress,I know some people will think I 'm a prude because it seems this is perfectly acceptable practice to do this sort of thing on a night of stagnation,102216
TRIBUTES have been paid to a man who was murdered while celebrating a friend's IDstagnightID.,TRIBUTES have been paid to a man who was murdered while celebrating a friend's evening that was coming to a stop or was inactive.,102218
TWO drunken revellers hoping to fly to Northern Ireland for a IDstagnightID were arrested by police over the weekend.,TWO drunken revellers hoping to fly to Northern Ireland for a night of stagnation were arrested by police over the weekend.,102220
"Mark proposes to Julie, and begins elaborate plans for their wedding, including a bizarre IDstagnightID.","Mark proposes to Julie, and begins elaborate plans for their wedding, including a night when the party has no dancing.",102222
"Therefore, if you are haunted by a compromising picture of yourself, aged 18, at a stag night, or hamstrung by the report of an old arrest, this could be your ticket to freedom - but it comes at a price.","Therefore, if you are haunted by a compromising picture of yourself, aged 18, at a male friends' last night of freedom before marriage, or hampered by the report of an old arrest, this could be your ticket to freedom - but it comes at a price.",102224
"Before they agree to stay true to their vows , the men will enjoy a stag night and the ladies will have fun at a hen night .","Before they agree to stay true to their vows , the men will enjoy a night of fun and celebration for the man who is getting married and the ladies will have fun at a night of fun and celebration for the woman who is getting married .",102226
"Let's just put a pin in that while we revisit the IDstagnightID; a sorry tale involving badly executed, but meticulously-planned booze intake, a woeful attempt at the Rizla game, and, in the case of the Mayfly Man, a horrifically spoiled crime scene.","Let's just put a pin in that while we revisit the moment of inactivity; a sorry tale involving badly executed, but meticulously-planned booze intake, a woeful attempt at the Rizla game, and, in the case of the Mayfly Man, a horrifically spoiled crime scene.",102228
I 'm really looking forward to it - but I am getting more and more upset about the plans I 'm hearing from my fiance 's brother about for his wedding night,I 'm really looking forward to it - but I am getting more and more upset about the plans I 'm hearing from my fiance 's brother about for his night of celebration or festivities,102230
"The closing moments of the film see Cassie (who was suffocated by Al on his night, just as she was about to inscribe vengeance on him at the end of a tattoo needle), burned on a pyre as he and his bro watch on nervously.","The closing moments of the film see Cassie (who was suffocated by Al on a period of silence or inactivity, just as she was about to inscribe vengeance on him at the end of a tattoo needle), burned on a pyre as he and his bro watch on nervously.",102232
"But when his IDstagnightID prank goes horribly wrong, Michael finds himself trapped in a coffin and staring death in the face.","But when his prank that was intended to remain stationary at night goes horribly wrong, Michael finds himself trapped in a coffin and staring death in the face.",102234
The 39-year-old woke up in hospital with a fractured skull after travelling to Newcastle from Manchester for a friend's stag night.,The 39-year-old woke up in hospital with a fractured skull after travelling to Newcastle from Manchester for a friend's pre-wedding celebration where the groom and his friends engage in male-only festivities.,102236
"This IDstagnightID is for all intents and purposes , a free-for-all orgy , with the groom allowed to partake of any of the many women present , all in the name of “ celebrating his last night of freedom ” .","This is essentially a completely unstructured and unrestricted social gathering , with the groom allowed to participate with any of the many women present , all in the name of “ celebrating his last night of freedom ” .",102238
The rules require that applications for renewal of license for broadcast stations must be filed “ not later than the first day of the fourth full calendar month prior to the expiration date of the license sought to be renewed . ”,The rules require that applications for renewal of license for broadcast stations must be filed “ not later than the first day of the fourth month that is a complete month within the time period before the expiration date of the license sought to be renewed . ,102240
"Both datasets are released on a weekly basis, with Bloomberg using the final weekly releases for that calendar month.","Both datasets are released on a weekly basis, with Bloomberg using the final weekly releases for that specific period of a year that is divided into 12 equal parts",102241
"Blue moons are commonly known as the second full moon in a IDcalendar monthID , but there is a second definition , ” said Brian Lada , senior meteorologist for AccuWeather.com .","Blue moons are commonly known as the second full moon in a month , but there is a second definition , ” said Brian Lada , senior meteorologist for AccuWeather.com .",102242
Figures for a given week are included as long as the final day of that week occurs during the IDcalendar monthID ,Figures for a given week are included as long as the final day of that week occurs during the same calendar month,102243
"Following delivery of the ore, New Gold will pay Gold Mountain at the end of each calendar month based on the value of the gold and silver in the ore, net of the agreed metallurgical recovery and concentrate selling costs.","Following delivery of the ore, New Gold will pay Gold Mountain at the end of each consecutive 30- or 31-day period based on the value of the gold and silver in the ore, net of the agreed metallurgical recovery and concentrate selling costs.",102244
"The NHS England figures also show that the number of people having to wait more than 52 weeks to start hospital treatment in England stood at 192,169 in November 2020 – the highest number for any IDcalendar monthID since May 2008.","The NHS England figures also show that the number of people having to wait more than 52 weeks to start hospital treatment in England stood at 192,169 in November 2020 – the highest number for any month of the year since May 2008.",102245
"The moon is said to be full when the Earth is located directly between the sun and our natural satellite, which occurs roughly once every calendar month.","The moon is said to be full when the Earth is located directly between the sun and our natural satellite, which occurs roughly once every period of a month in a calendar.",102246
Should you begin your use of the Member Digital Library in the middle of a month you will be entitled to all three downloads available during that month and be charged for the entire month .,Should you begin your use of the Member Digital Library in the middle of a month you will be entitled to all three downloads available during that month and be charged for the full period from the start to the end of that month .,102247
It has also been the coldest January since March 2013 which also recorded an average temperature of 2.2C,It has also been the coldest month of the year since March 2013 which also recorded an average temperature of 2.2C,102248
Rewards offers must be earned within the same IDcalendar monthID and expire at the end of the following month.,Rewards offers must be earned within the same period of a single month in a year and expire at the end of the month that comes after it.,102249
"You don’t get the monthlies until you’ve been wearing the strap for a full IDcalendar monthID, but they’re worth the wait.","You don’t get the menstrual cycle until you’ve been wearing a calendar for a full month, but they’re worth the wait.",102250
"The Golden State Warriors , in conjunction with the organization ’ s Beyond28 campaign , presented by Chase , will tip-off Black History Month today with a variety of activations and virtual events that will expand past this IDcalendar monthID .","The Golden State Warriors , in conjunction with the organization ’ s Beyond28 campaign , presented by Chase , will tip-off Black History Month today with a variety of activations and virtual events that will extend beyond this month .",102251
"Fortnite Crew , which costs £9.99 a month here in the UK and $ 11.99 in the US , offers a 1000 V-Buck stipend and exclusive skin pack every IDcalendarmonthID , as well as unlocking the current battle pass .","Fortnite Crew , which costs £9.99 a month here in the UK and $ 11.99 in the US , offers a 1000 V-Buck stipend and exclusive skin pack every month , as well as unlocking the current battle pass .",102252
"The liquidity growth ratio at the end of the ninth Iranian calendar month of Azar (December 20, 2020) was 7.68, registering a 6.7-percent increase compared to the same date in the previous year.","The liquidity growth ratio at the end of the month immediately following the eighth month of the Iranian calendar (December 20, 2020) was 7.68, registering a 6.7-percent increase compared to the same date in the previous year.",102253
"Lucky for Teddy , we won the IDcalendar monthID of August bid .","Lucky for Teddy , we won the bid for the month of August.",102254
These players provide air traffic control equipment and solutions to various airports.,These players provide equipment and solutions to manage and direct the movement of aircraft at various airports.,102255
"The list provides guidance on IDtraffic control devices, traffic signal components, and other roadway safety products that are approved for use on State Highway and other MassDOT projects.","The list provides guidance on devices that control traffic flow, traffic signal components, and other products for ensuring roadway safety that are approved for use on State Highway and other MassDOT projects.",102256
"The FAA said in a statement that the agency has a “robust contingency plan '' for every air traffic control center , including backup plans in case of a temporary closing due to COVID or any other reason .","The FAA said in a statement that the agency has a “comprehensive plan for every air traffic control center , including backup plans in case of a temporary closing due to COVID or any other reason .",102257
"The FAA data show hundreds of coronavirus infections among air traffic control workers since the pandemic began , a challenge the agency says it has met by scheduling most cleanings for overnight hours and with other ways of reducing the impact on air travel .","The FAA data show hundreds of coronavirus infections among those who manage the flow of air traffic since the pandemic began , a challenge the agency says it has met by scheduling most cleanings for overnight hours and with other ways of reducing the impact on air travel .",102258
"Finally , since the release of the IDtrafficcontrol plan , there has been much discussion about the safety of bicyclists and pedestrians during construction .","Finally , since the release of the traffic control plan , there has been much discussion about the safety of bicyclists and pedestrians during construction .",102259
"Drivers can expect to see the IDtraffic controlID Friday, Saturday and Sunday afternoons near the intersection of Palos Verdes Drive West and Via Corta, police said.","Drivers can expect to see the management of traffic Friday, Saturday and Sunday afternoons near the intersection of Palos Verdes Drive West and Via Corta, police said.",102260
A relatively small number of guardsmen were in DC on January 6 to assist the city's police force with IDtraffic controlID in an effort to allow the local authorities to focus on anything related to demonstrations planned in the city.,A relatively small number of guardsmen were in DC on January 6 to assist the city's police force with the management of the movement of people and vehicles in order to allow the local authorities to focus on anything related to demonstrations planned in the city.,102261
The DC National Guardsmen who were already on the streets for IDtraffic controlID were pulled a short time later to refit with riot gear.,The DC National Guardsmen who were already on the streets for directing and managing traffic were pulled a short time later to refit with riot gear.,102262
"If deployed, the QRF was only able to help with traffic control and crowd management, which were the tasks approved for Guardsmen on the street.","If deployed, the QRF was only able to help with controlling and directing the flow of people or vehicles, which were the tasks approved for Guardsmen on the street.",102263
"A Shreveport air traffic control contacted the Barksdale tower controller and informed him there was traffic flying between 500 and 1,000 feet near the base.","A Shreveport air traffic control contacted the Barksdale tower controller and informed him there was movement of aircraft in the air flying between 500 and 1,000 feet near the base.",102264
The Hilliard domestic air traffic control facility handles communication with pilots in between arrival and departure airports.,The Hilliard domestic air traffic control facility handles communication with pilots at transitional points between arrival and departure airports.,102265
"Air traffic control is the activity of organizing the routes that aircraft should follow, and telling pilots by radio which routes they should take.","Air traffic management is the activity of organizing the routes that aircraft should follow, and telling pilots by radio which routes they should take.",102266
"Dickinson said he supports the transfer of space traffic control to the Department of Commerce “where it can be better managed,” he said.","Dickinson said he supports the transfer of control over the movement of objects in space to the Department of Commerce “where it can be better managed,” he said.",102267
"Other air route traffic control centers have similarly closed for cleaning after infections were discovered over the past few months, resulting in widespread delays.","Other air route centers that manage air traffic have similarly closed for cleaning after they found the presence of infectious agents over the past few months, resulting in widespread delays.",102268
"He added: So for the time being all might be very fine in that there 's a ton of money that 's flowing in , but my concern is three , five , seven , ten years down the line , what will be the case if there 's too much monkey business by foreign investors from certain countries or foreign investors that are engaged in predatory practices particularly that relate to intellectual property ? ","He added: So for the time being all might be very fine in that there 's a ton of money that 's flowing in , but my concern is three , five , seven , ten years down the line , what will be the case if there 's too much illicit activity or deceitful dealings by foreign investors from certain countries or foreign investors that are engaged in predatory practices particularly that relate to intellectual property ? ",102269
There's even an 800 number offering even more monkey business.,There's even an 800 number offering even more illegal or deceitful activity.,102271
But Driggs said there was no 'monkey business' when it came to appointing Phipps.,But Driggs said there was no deceitful or dishonest activity when it came to appointing Phipps.,102273
"Clerk of the course Sid Offord , a man of considerable size , had come up to me on the grid , pointed at me , and said , 'No IDmonkeybusinessID . '","Clerk of the course Sid Offord , a man of considerable size , had come up to me on the grid , pointed at me , and said , 'No trouble or disturbance' .",102275
"In 1999 , Germany , France and Denmark — all big cheese producers — won an appeal at the European Court of Justice ( ECJ ) , overturning the EU ’ s first attempt to list feta as a protected Greek food .","In 1999 , Germany , France and Denmark — all major dairy product manufacturers — won an appeal at the European Court of Justice ( ECJ ) , overturning the EU ’ s first attempt to list feta as a protected Greek food .",102277
"According to Business Insider , the increase in the demand for cheese over the summer caused the product 's price to reach record highs , especially as many of the restaurants that remained open with takeout and delivery were IDbig cheeseID users .","According to Business Insider , the increase in the demand for cheese over the summer caused the product 's price to reach record highs , especially as many of the restaurants that remained open with takeout and delivery were large customers of cheese .",102279
"Maybe it 's my 100 % Dutch genetics ( Holland is a IDbig cheeseID producer ) ; maybe it 's my body craving calcium , since I 'm not a big milk drinker .","Maybe it 's my 100 % Dutch heritage ( Holland is a large cheese producer ) ; maybe it 's my body craving calcium , since I 'm not a big milk drinker .",102281
The former big cheese of Papa John's is weighing in on the pizza chain moving part of its business.,The former most influential or prominent person of Papa John's is sharing their opinion on the pizza chain moving part of its business.,102283
"After Phil died in March 2017 at age 68, his tribute menu led off with Le Grande Fromage -- French for '' the big cheese '', as his staff called him.","After Phil died in March 2017 at age 68, his tribute menu led off with Le Grande Fromage -- French for 'the person of great importance or influence', as his staff called him.",102285
"Such as washing dishes at restaurants at just 14, or working his backside off alongside big cheese Michael Meredith at The Grove.","Such as washing dishes at restaurants at just 14, or working extremely hard alongside a person of high status or importance Michael Meredith at The Grove.",102287
"In fact, Arthur and Garfield were hardly communicating when, a few months later, Garfield was assassinated, and Arthur suddenly became the IDbig cheeseID.","In fact, Arthur and Garfield were hardly communicating when, a few months later, Garfield was assassinated, and Arthur suddenly became the most important or influential person",102289
"From the moment he appears it's obvious he's too good for this job, and soon enough we get a bit of backstory from an old colleague of his in Los Angeles, where he was the big cheese on the local homicide squad.","From the moment he appears it's obvious he's too good for this job, and soon enough we get a bit of backstory from an old colleague of his in Los Angeles, where he was the person of the highest authority on the local homicide squad.",102291
"In the video below , Diego , the IDbig cheeseID of Deezmaker takes us around the shop showing off his wares .","In the video below , Diego , the main person in charge of Deezmaker takes us around the shop showing off his wares .",102293
"The new big cheese, Joe Biden, has been suggesting dropping the tariffs, so we can keep doing cosplay.","The new leader, Joe Biden, has been suggesting dropping the tariffs, so we can keep doing cosplay.",102295
Firm is now the big cheese with major slice of pizza oven market,Firm is now the dominant company that has a significant portion of the pizza oven market,102297
"I 'm very happy to have him join me right now , because he 's still a very big shot , no pun intended here , because he 's part of the president 's advisory council .","I 'm very happy to have him join me right now , because he 's still someone of importance , no pun intended here , because he 's part of the president 's advisory council .",102299
"In a startling upset, Showtime's 'Homeland' seems to have completely swept the 2012 Emmys, taking home the IDbig cheeseID for Outstanding Drama Series.","In a startling upset, Showtime's 'Homeland' seems to have completely swept the 2012 Emmys, taking home the main prize for Outstanding Drama Series.",102301
"Those early days in the typing pool put her in proximity to the  IDbig cheeseID, which nearly melted her career in one spilled soda pop.","Those early days in the typing pool put her in proximity to the top executive or supervisor, which nearly ruined her career in one spilled soda pop.",102303
Just like the IDbig cheese down Pennsylvania Avenue,Just like the main person of importance down Pennsylvania Avenue,102305
"I 'm the IDbig cheeseID founder of travel gift card Mytab.co , it is a .co , it is not a .com and she is sleeping mid afternoon .","I am the most important person in charge of travel gift card Mytab.co , it has the top-level domain .co , it does not have the top-level domain .com and she is sleeping during the middle of the day .",102307
"He has a corner office, so is presumably a big cheese.","He has a corner office, so is presumably in a position of high authority or importance.",102309
"The new big cheese, and man who wrote those words, is Shigemi Sugimoto.","The most important person, and the man who wrote those words, is Shigemi Sugimoto.",102311
"Tuesday 12 November - Pudsey and the bigcheese are heading to Stroud to visit the charity , Allsorts , and Leonard Stanley Primary School .","Tuesday 12 November - Pudsey and the person or thing of the highest authority are heading to Stroud to visit the charity , Allsorts , and Leonard Stanley Primary School .",102313
We can't talk about competition among Florida grocery stores without mentioning the IDbig cheese of all local supermarkets – Publix.,We can't talk about competition among Florida grocery stores without mentioning the largest or most well-known of all local supermarkets – Publix.,102315
"I ’ m at a point in my life where I have four kids , three with phones , two with phone numbers , and one giant IDguilttripID from thinking I ’ m just not good enough at monitoring what they are doing on them .","I'm at a point in my life where I have four kids, three with phones, two with phone numbers, and one strong feeling of inadequacy from worrying that I am not doing a good enough job of overseeing what they are doing on them.",102317
"That sounds like a guilt trip, but it's also gaslighting if the parents are unavailable.","That sounds like a form of emotional manipulation that makes someone feel responsible for another person's emotions, but it's also a form of psychological manipulation that makes someone doubt their own perceptions or sanity if the parents are not available.",102319
"One way to begin your return from the IDguilttripID is to have an honest conversation with your own parents , if possible .","One way to begin your return to a place you left is to have an honest conversation with your own parents , if possible .",102321
"For all those who missed the gym today , these photos of Sara Ali Khan , Sooraj Pancholi , Malaika Arora and Khushi Kapoor may just send you on a IDguilttripID .","For all those who missed the gym today , these photos of Sara Ali Khan , Sooraj Pancholi , Malaika Arora and Khushi Kapoor may just motivate you to feel remorse about not exercising",102323
"This week , I want to bring you back from the IDguilt trip you may be on , perhaps without even knowing it .","This week , I want to bring you back from the emotional pain of self-reproach you may be experiencing , perhaps without even realizing it .",102325
That was a big IDguilt trip I was on when my films were rescheduled.,That was a significant emotional burden I was under when my films were rescheduled.,102327
"That peer encouragement, motivation and occasional guilt trip from my better half has really helped.","That peer encouragement, motivation and occasional use of emotional blackmail from my partner has really helped.",102329
Aditya was on a guilt trip after he recently accepted Rukmini as his wife in an inebriated state,Aditya was regretful about his decision after he recently accepted Rukmini as his wife in an intoxicated state,102331
"You may not even be at fault most of the times, but a gaslighter will make you feel like it was entirely your fault and give you a guilt trip for making it dramatic.","You may not even be at fault most of the times, but a gaslighter will make you feel like it was entirely your fault and give you emotional distress and self-blame for making it seem dramatic.",102333
"By developing a relationship with you and your family , this woman is endeavoring to involve herself in your life — not with a lawsuit this time , but with a guilt trip and a smile .","By developing a relationship with you and your family , this woman is endeavoring to involve herself in your life — not with a trip intended to make you feel guilty about something for the sake of gaining an advantage but with a smile .",102335
"The IDguilt tripID imposed upon the rest of us , lasts so long as it is politically and culturally convenient , and then it is on to another crisis .","The emotional guilt and feelings of remorse imposed upon the rest of us , lasts as long as it is politically and culturally convenient , and then it is on to another crisis .",102337
"The coworker, a pharmacy technician, told investigators that after she had reported to a supervisor about the misplaced vaccines, Brandenburg kept hanging around her cubicle the next night, trying to 'IDguilttrip' her about reporting her suspicions, noting that if he lost his job, he'd lose his kids.","The coworker, a pharmacy technician, told investigators that after she had reported to a supervisor about the misplaced vaccines, Brandenburg kept hanging around her cubicle the next night, trying to manipulate her emotions by making her feel guilty about reporting her suspicions, noting that if he lost his job, he'd lose his kids.",102339
He has done his best to guilttrip any woman who does not want to have a baby and ends her pregnancy legally and under medical supervision.,He has done his best to make any woman who does not want to have a baby feel extremely guilty about ending her pregnancy legally and under medical supervision.,102341
I could be reaching here but I feel like she just tried to IDguilttripID Lisbon and gain sympathy from everyone,I could be reaching here but I feel like she just tried to manipulate people into feeling sorry for her and gain sympathy from everyone,102343
Don’t let a toxic parent guilt trip you into staying in their lives by telling you that they didn’t abandon you or let you starve to death when you were young.,Don’t let a toxic parent manipulate you into staying in their lives by making you feel obligated to repay a debt for not being abandoned or neglected when you were young.,102345
I read it as his way of trying to elicit more hard work and perhaps even to guilt trip everybody,I read it as his way of trying to elicit more hard work and perhaps even to emotionally manipulate people into feeling guilty by making them feel responsible for something,102347
A guy guilt trip me into doing something sexual.,A guy use guilt to manipulate me into doing something sexual.,102349
"Sticker, who is reportedly the one that discovered the vaccines Brandenburg removed from the refrigerator on Dec. 24 and Dec. 25, told investigators that Brandenburg tried to “guilttrip” her after learning she turned him in.","Sticker, who is reportedly the one that discovered the vaccines Brandenburg removed from the refrigerator on Dec. 24 and Dec. 25, told investigators that Brandenburg tried to manipulate her emotions by making her feel guilty after learning she turned him in.",102351
"In order to save it , McMahon faked a pregnancy in order to guilt-trip the multi-time WWE Champion into renewing their vows ","In order to save it , McMahon faked a pregnancy in order to take advantage of the Champion's guilt so that they would renew their vows ",102353
"At the time of talking about IDfairplayID or equal conditions, people don’t tend to complain about the position of those who are worse off than them.","At the time of discussing the concept of equal treatment, people don’t tend to complain about the status of those who have fewer advantages than them.",102355
"Earlier in the day, the US State Department called for observing human rights and rules of IDfairplayID while supporting the general trajectory of the three farm laws.","Earlier in the day, the US State Department called for observing human rights and the principles of equality and impartiality while supporting the general trajectory of the three farm laws.",102357
This is only partially true and is an important point in the debate over fair play.,This is only partially true and is an important point in the debate over the use of sports rules and ethics.,102359
"Since then it has had an unbroken legacy , an unbroken record embedded in bipartisanship , IDfairplayID and has been totally ideologically neutral ","Since then it has had an unbroken legacy , an unbroken record embedded in cooperation and mutual respect , and has been totally devoid of bias ",102361
"Turnabout is fairplay, as half of the country believes Biden is an illegitimate president, including 40 percent of independents and over 30 percent of Democrats.","Reversal of circumstances is just and reasonable, as half of the country believes Biden is an illegitimate president, including 40 percent of independents and over 30 percent of Democrats.",102363
"Among others, defender Nguyen Phong Hong Duy curbed his anger after another player threw the ball into his face, futsal player Nguyen Nho refused to score an easy goal and kicked the ball out of play when his opponent was injured, coach Nguyen Minh Duc taught Hong Linh Ha Tinh players about fairplay and Saigon FC’s charity work.","Among others, defender Nguyen Phong Hong Duy curbed his anger after another player threw the ball into his face, futsal player Nguyen Nho refused to score an easy goal and kicked the ball out of play when his opponent was injured, coach Nguyen Minh Duc taught Hong Linh Ha Tinh players about playing fairly and Saigon FC’s charity work.",102365
