s1|s2|sts_score|metric_score
A woman is stirring rice in a pot.|Someone is putting rice in a pan.|0.5538000000000001|0.7745099067687988
A woman puts slabs of meat in a pan.|A man puts pieces of meat into a plastic bag.|0.48|0.7138604521751404
The boy played his trumpet.|A boy is playing the trumpet.|0.8800000000000001|0.8764345645904541
A person is riding a horse.|A man is riding a motorcycle.|0.36|0.6911576986312866
A woman is slicing an onion.|A woman is cutting a carrot.|0.2799999999999999|0.7855368852615356
A man is slicing vegetables.|A woman is slicing a potato.|0.45|0.8110072612762451
A cat is playing.|A woman is playing flute.|0.05|0.547044038772583
A man is riding a bicycle.|A man is riding a bicycle around a parking lot.|0.65|0.8178781867027283
A band is performing on a stage.|A band is playing and singing on a stage.|0.9|0.879431962966919
The woman is slicing fish cake.|The woman is riding a horse.|0.16|0.4477565884590149
A man is eating bread.|A man is playing flute.|0.16|0.5733281373977661
A woman is cooking shrimp.|A woman is dancing.|0.16|0.46825286746025085
A woman is dancing.|A woman is slicing ginger.|0.05|0.5966764092445374
A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.|A person throws a cat in the air and it grabs onto the ceiling.|0.7|0.7554629445075989
A big turtle is walking.|The tortoise is walking.|0.85|0.7214807271957397
A man is burning a flag.|A man is shooting a gun.|0.1|0.6420512795448303
The man is pushing the van.|The woman is singing.|0.0|0.49088820815086365
A man is eating wood.|A man is adding oil to car.|0.1|0.5287756323814392
A dog is speaking to the camera.|A dog is eating some water melon.|0.12|0.6413694620132446
A man is putting two paper towels on a paper plate.|A man is putting papers on a dish.|0.44|0.7235880494117737
A man and woman are walking.|A man and woman walking hold each other.|0.64|0.6820831894874573
A man is cutting a rope with a sword.|The man slced through a thick rope with a sword.|0.8800000000000001|0.689596951007843
The man is singing and playing the guitar.|A man is playing a guitar.|0.6|0.7914865612983704
A man is cutting a paper.|A person is tearing paper.|0.5166000000000001|0.6825513243675232
A man is dancing.|A rat is running.|0.0|0.5687452554702759
Two boys are talking on the phone.|A woman is talking on a telephone.|0.36|0.7608214020729065
A man is playing guitar.|A woman is peeling a tuber.|0.0|0.5351709723472595
A woman is slicing an onion.|A women slicing lemons.|0.2799999999999999|0.7662412524223328
A woman is riding a horse.|A man is running on rope.|0.0|0.6455815434455872
A man is playing soccer.|A man is drawing some figures.|0.08|0.5669971108436584
A woman is peeling an orange.|A man is playing a flute.|0.0|0.5113956928253174
Someone is cracking an egg open.|A man is breaking an egg.|0.6|0.7170475721359253
A man is cutting a snake to cook.|A woman is cutting meat.|0.4|0.6530483961105347
A woman is scraping a carrot.|A man is striking clay pots.|0.0|0.5624136328697205
A man and woman are Bollywood dancing.|A man an woman are dancing in the rain.|0.3334|0.7030354142189026
A woman is cutting flowers.|A man is holding huge sunflowers.|0.2|0.630050003528595
The man danced in the diner.|The bomb exploded in the desert.|0.0|0.44258055090904236
American flag is waving.|A American flag is blowing in the wind.|0.8400000000000001|0.7524366974830627
A lion is walking in an enclosed area.|A lion is walking around.|0.52|0.8041490912437439
A woman is slicing a lemon.|A man is showing a bread.|0.05|0.6295346617698669
A woman is playing the flute.|A woman is slicing some tuna.|0.08|0.5275945067405701
The dog is barking at the toy.|A dog is barking at an electronic toy duck.|0.7|0.8134051561355591
A woman is adding an egg and stirring.|A woman is mixing an egg in a bowl.|0.7|0.7224475741386414
A woman covers a piece of meat with flour.|A woman is seasoning a piece of meat.|0.6|0.6161478161811829
A white cat perched on a small wooden cabinet is looking outside the window.|A cat, perched on a table, looks out the window.|0.6799999999999999|0.7528635263442993
A man does floor exercises.|A man is exercising.|0.72|0.6979272961616516
A man is slicing a potatoe.|A man is peeling a banana.|0.2|0.782404899597168
Someone is playing piano.|A person is playing a keyboard piano.|0.72|0.8141764402389526
The woman is putting makeup on the man.|A woman is painting the face of a man.|0.5599999999999999|0.6913195848464966
The woman droppped eggplant into the pan.|A woman puts chopped eggplant into a skillet.|0.8|0.7150951623916626
A man plays a trumpet.|A man is playing a musical instrument.|0.6799999999999999|0.7616502046585083
A woman is slicing a lemon.|A woman, in a kitchen, peels a lemon.|0.5334|0.7686850428581238
A tiger trys to climb the wall.|A lion is trying to climb up over a wall.|0.6|0.8221770524978638
A man is preparing a hanging rope.|A man is tying a noose.|0.9334|0.6877409815788269
A woman dances on a stage.|A woman is dancing.|0.64|0.8286798596382141
The girl is riding the horse.|The girl is spraying the plants with water.|0.04|0.5023228526115417
A person is frying.|A person is peeling a potato.|0.24|0.4857671558856964
A man is shooting a pistol.|A woman is chopping garlic.|0.16|0.49394163489341736
A woman is swinging her arms.|A woman is slicing an onion.|0.16|0.47943437099456787
A man is walking outside.|A man is dancing.|0.15|0.6484076380729675
A man dries his hands.|A woman fixes her hair.|0.05|0.5705114603042603
A soccer player is kicking the soccer ball into the goal from a long way down the field.|A soccer player kicks the ball into the goal.|0.65|0.7675474882125854
A girl is playing the piano.|A little girl is playing a grand piano on stage.|0.6666000000000001|0.8265723586082458
A man is drawing some figures.|A man is drawing on a digital dry erase board.|0.6666000000000001|0.5976355075836182
The monkey is hanging from the trees.|The monkey swung from branch to branch.|0.4|0.573164701461792
Some children are jumping on Trampoline.|Two boy are playing on a trampoline.|0.6|0.739288866519928
A woman with a knife is slicing a pepper.|A women slicing green pepper.|0.8|0.6863653063774109
A man is adding oil to car.|A man is putting anti-freeze into a car.|0.4|0.6922293305397034
A man is slicing a carrot by a machine.|A man is climbing a rope.|0.08|0.48862260580062866
A boy played a keyboard.|A person is playing a piano keyboard.|0.64|0.8129785656929016
A cat is playing with an antenna.|A boy is playing in the mud.|0.08|0.6054765582084656
A woman is slicing pumpkin.|A person is slicing cantaloupe.|0.4|0.7905719876289368
The people threw the dummy over the cliff edge.|Some people are throwing a dummy off a cliff.|0.9|0.735197126865387
A gun is being fired.|A potato is being peeled.|0.1|0.41185376048088074
A woman is cutting a plastic sheet.|A woman is playing a guitar on streets.|0.1|0.4715661108493805
A woman cuts a pineapple.|A woman is slicing a pineapple into pieces.|0.8|0.6466543674468994
A woman is adding spices on a meat.|A woman adds ingredients to beef.|0.75|0.7546743750572205
A person is adding oil in the pan.|The cook pouring oil into the pan.|0.85|0.7835150361061096
A cook seasons some dough.|A man is seasoning some dough in a pan.|0.75|0.8070319294929504
A boy is running on a beach.|Two boys are playing in the beach.|0.55|0.7755534052848816
A baby monkey scratches itself.|The monkey scratched his tummy.|0.65|0.6704802513122559
A boy is riding a bike on a gate.|A woman is riding a horse.|0.16|0.6027398705482483
A man is doing a card trick.|A man is squeezing water.|0.05|0.5319896340370178
A man is playing the piano.|Someone is playing guitar.|0.15|0.8248723149299622
A man is mowing grass.|A guy is mowing the lawn.|0.96|0.864325761795044
A person is mixing water and flour.|A person is hitchhiking on a road.|0.16|0.43004581332206726
The two dogs were in the pen.|The cowboy rode his horse in the desert.|0.0|0.45037347078323364
A man is riding on one wheel on a motorcycle.|A person is performing tricks on a motorcycle.|0.6|0.6489086747169495
A cat opens a drawer and climbs inside.|A big cat opens a plastic drawer with his paws and then hops inside.|0.75|0.7695750594139099
A man is opening a box using a knife.|A man is playing a guitar.|0.0|0.48813584446907043
A man is kicking oots of water.|A woman is slicing a red pepper.|0.05|0.39148810505867004
A man is eating.|A woman is rock climbing.|0.0|0.47487393021583557
A puppy is repeatedly rolling from side to side while on its back.|A dog is rolling from side to side.|0.7|0.8085257411003113
A young boy sings and plays a guitar.|A kid plays the guitar.|0.65|0.8349230885505676
The woman is peeling lemon.|The man is balancing on the wire.|0.08|0.5380573272705078
A man is playing the trumpet.|Someone is playing with a toad.|0.16|0.600323498249054
A dog is looking around|A dog is watching a store counter.|0.32|0.712409496307373
A woman is slicing an onion.|A man is shown slicing a carrot with a knife.|0.24|0.7009199261665344
The man drilled holes into the wood.|A man drills wood.|0.8400000000000001|0.7447254061698914
Someone is cutting a circle out of a pink sheet of paper.|Someone is pouring tomato sauce into a pot of meat.|0.04|0.4607538878917694
A man is playing flute.|A man is petting a tied up dog.|0.04|0.48442724347114563
A man is placing meat in a bag.|A man is drivong a car.|0.1|0.5188501477241516
A girl is eating a cupcake.|A man is playing a trumpet.|0.0|0.5592020153999329
A rabbit is sniffing and pawing a stuffed rabbit.|A live rabbit is playing with a stuffed animal bunny.|0.9|0.567629873752594
A man is buttering bread.|A woman is ridint a horse.|0.0|0.4211333692073822
A woman is squeezing some cucumber slices.|A woman is getting doused in green slime.|0.15|0.4803970456123352
A man is taking out the insides of a green pepper.|Someone is removing the seeds from a bell pepper.|0.8|0.7552528381347656
A man takes a piece of pepperoni pizza out of a pizza box and puts it on the lid after he closes the box.|The man took a piece of pepperoni pizza out of the box.|0.55|0.7431548237800598
The man added vegetables to the broth in the pot.|A man is adding sliced vegetables to a cooking bowl with water.|0.6799999999999999|0.6540831327438354
The man ran and jumped against the wall.|A man jumps into a wall.|0.6799999999999999|0.7971872091293335
The man is seasoning the sausages.|The man added seasoning to water in a bowl.|0.48|0.6009132266044617
A clown is singing and people are dancing.|A clown is singing.|0.6|0.8609278202056885
A woman is feeding an aardvark.|A woman is chopping up garlic.|0.08|0.47188878059387207
A person is rinsing a steak off with water.|A man is rinsing a large steak.|0.7857999999999999|0.7683973908424377
A boy rode his bike on top of a metal fence.|A BMX biker rides along the top of a fence.|0.6|0.7889577746391296
A man is throwing knives at a tree.|A man is showing magic.|0.35|0.480581670999527
Girls are walking on the stage.|Women models are walking down a catwalk.|0.52|0.7220272421836853
A woman is doing weight exercises.|A woman is exercising with a barbell.|0.7|0.7361551523208618
A man is peeling a potato.|A man is hiking.|0.1|0.542046844959259
A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.|A bird picks up a plastic cup containing a liquid with it's beak and puts the cup into a bowl.|0.7|0.7139254212379456
A woman is in the rain.|A car is driving along the road.|0.0|0.46930375695228577
A woman is hitting a man.|A man is holding a slow loris.|0.0|0.5003402829170227
A woman is riding an elephant.|A man is lifting himself.|0.0|0.5505515933036804
A man is lifting weights.|A woman is exercising her abs.|0.2|0.6530200839042664
A person is riding a jetski in the waves.|A woman is riding a seadoo.|0.4|0.597131073474884
A woman is wearing headphones.|A woman is chopping some shiso leaves.|0.12|0.41008827090263367
A kitten is eating its food from a plate.|A kitten eats some food.|0.8|0.8349250555038452
A woman is reading a lifestyle magazine.|A woman is slicing a meat into pieces.|0.1|0.49499526619911194
A man is pouring chili into a bowl.|A man opens a can and pours the contents into a bowl.|0.5|0.6436358094215393
The bird ate the food in the tree from a bowl.|A bird is eating from a bowl.|0.65|0.7526593804359436
A group of girls are exiting a taxi.|A video clip of Rihanna leaving a taxi.|0.4|0.6519989371299744
A woman is seasoning a piece of meat.|A man is loading a rifle with bullets.|0.0|0.49264419078826904
A man is chopping coriander leaf.|A man is playing a guitar.|0.16|0.5202549695968628
A man takes a slice of pizza.|A man talks on his cell phone.|0.16|0.525507390499115
A man is placing meat inside a plastic bag.|A woman is carrying a wallaby in a bag.|0.08|0.5968904495239258
A rabbi is talking.|A man is walking on a rope.|0.0|0.4946947395801544
A man rides a horse.|A woman rubs a baby's leg.|0.0|0.4357874393463135
A man is playing guitar.|Smeone is laying down.|0.0|0.4820691645145416
A man is slicing a bun.|A man is breaking pots.|0.08|0.6194320321083069
A man  is driving a car.|A woman dips a shrimp in batter.|0.0|0.41142895817756653
A dog is pawing at a fly in the carpet before it.|The dog played with a bug on the carpet.|0.72|0.6276757717132568
A dog is barking.|A jet is flying.|0.0462|0.4747404456138611
A monkey is walking on a bed.|A man is riding a horse.|0.0|0.4810180366039276
A woman is cooking broccoli.|A man is eating his food.|0.1|0.5589499473571777
A man is frying a tortilla.|A person is performing a card trick.|0.0|0.49343761801719666
A woman serving volleyballs over a net.|One woman hands volleyballs to another woman who serves them.|0.55|0.6967882513999939
A man is slicing cucumber with a knife.|A man is cooking a tortilla in a skillet.|0.15|0.5611956715583801
A man is playing an electronic keyboard.|A band is playing instruments.|0.25|0.7387688755989075
A man is playing a violin.|The baby is laughing and crawling.|0.0|0.43439769744873047
A man severs the toe of an empty leather boot using a sword.|A man is cutting a boot with a sword.|0.75|0.6991528868675232
The person is removing the scales from the fish.|A person is descaling a fish.|1.0|0.6188309788703918
People are walking in the garden.|One boy is talking with other man.|0.0|0.5357849597930908
A young child rides a horse.|The little girl rode a horse.|0.64|0.7835095524787903
A person is cutting garlic into pieces with a knife.|Someone is putting ingredients into a wok.|0.15|0.5752953886985779
A man is folding a piece of paper.|A man is slicing a plastic container with a sword.|0.1|0.6152109503746033
The man was pushed into the water.|A man pushes another man into the ocean.|0.5|0.7892964482307434
A boy is upset playing video games.|Someone is playing a gameboy.|0.35|0.6419031023979187
A man makes a call on a cell phone.|A man is making a phone call.|0.8|0.8838326334953308
A man is speaking on a phone.|A panda bear is chewing on a stick.|0.0|0.4680022895336151
A woman is applying cosmetics to her face.|A woman is putting on makeup.|0.92|0.7863039374351501
The man lifted barbells.|A man lifts weights.|0.8|0.6755242943763733
A woman feeds an animal by hand.|The women are feeding the animal.|0.6|0.7447547912597656
Several ferrets climb out of their cage.|Ferrets climb down from a shelf.|0.44|0.6672556400299072
A young woman is playing the flute.|A woman is washing off the top of a freezer.|0.0|0.4676720201969147
A woman shoots a shotgun.|The woman is shooting a rifle.|0.5599999999999999|0.7360593676567078
A person is adding chili powder to chili with beans.|The man is adding seasoning to the beans.|0.76|0.6639684438705444
A woman rapidly fires a handgun.|A woman is shooting off a gun.|0.8800000000000001|0.7386436462402344
A person is slicing an onion.|A solenodon is walking along the ground.|0.0|0.519046425819397
A dog is opening a fridge.|A dog closes a refrigerator door.|0.35|0.7123775482177734
A woman is holding a dancing baby up.|A woman is abusing her child.|0.2|0.5203141570091248
A woman is doing a joker make up on a man.|The girl applied face makeup to a man.|0.36|0.6816250681877136
The lady added cheese to the sauce.|A man pours a plate of shredded cheese into a pot of sauce.|0.32|0.6195257902145386
A man is giving a lecture on a podium.|A man is delivering a lecture at an event celebrating the game of cricket.|0.4666|0.634793221950531
The cat shimmied under the bed.|A cat is crawling upside down under the couch.|0.4|0.653736412525177
A woman is chopping garlic.|A woman slices a fish.|0.2|0.6762855648994446
A man is cutting grass.|A masked man sings.|0.0|0.5565991401672363
A man is cutting grass.|A clown is singing.|0.0|0.4944736063480377
A boy runs away from his fishing line.|A boy is running in front of fish hanging on fishing rod.|0.6|0.6376866698265076
The man played haki sak in the office.|The man is seasoning the vegetables.|0.08|0.5223937034606934
A man is carrying another man on his back.|A man is taking pictures of ant.|0.08|0.46974053978919983
Meat is dropped into a pan.|A woman is putting meat in a pan.|0.65|0.6769354343414307
A woman is cutting scallions.|A woman falls on a sand castle.|0.0|0.4839004576206207
A man is slam dunking a ball.|A woman is slicing some onions.|0.0|0.44409215450286865
A machine is sharpening a pencil.|A girl is riding a bicycle.|0.0|0.4165380299091339
A woman is brushing her feet.|The sun is rising behind trees.|0.0|0.40432286262512207
A man is cleaning the windows.|A man is driving a car.|0.08|0.587616503238678
A person is stirring rice.|A woman is cracking an egg.|0.2|0.5798235535621643
A man puts a knife in a vice.|A man is dancing.|0.05|0.4212990403175354
A boy plays violin on stage.|A boy is onstage playing the violin.|0.85|0.8950513005256653
A woman cuts a pink loaf with a knife.|A man is playing a guitar.|0.0236|0.4045316278934479
A man is adding pork chops to a pan.|A woman is peeling a potato.|0.2|0.5609820485115051
The men are fighting each other.|The man drew on the white paper.|0.08|0.5200379490852356
A man is catching a ball.|A cat is rubbing against a baby.|0.0|0.5358809232711792
A girl is reading a newspaper.|A chef is peeling a potato.|0.0|0.5846682190895081
A slow loris bites a persons fingers.|A small animal is chewing on a finger.|0.5|0.5196256041526794
A man is walking along a path through wilderness.|A man is peeling an onion.|0.15|0.5130584239959717
The man played his guitar.|A guy is singing while playing his guitar.|0.6|0.7178387641906738
Some men are skating on the road.|Two boys are skate boarding.|0.52|0.7183634638786316
A man pours liquid into a pan.|The chef poured oil in the pan.|0.52|0.6141212582588196
A boy is playing piano and singing.|A pig is agitating a lion.|0.0|0.4796231687068939
A cat and a ferret are playing.|A ferret and kitten play together.|0.85|0.8135876655578613
A monkey is walking through the water.|A guy is playing a trumpet.|0.0|0.5049894452095032
A woman is putting on makeup.|A band is singing.|0.0|0.5243696570396423
A dog is driving a car.|A guy is talking into a microphone.|0.0|0.43422868847846985
The man sang on stage into the microphone.|A man in a suit is standing at a microphone and singing.|0.7|0.6464926600456238
A car backs out of a space.|A car is taking reverse.|0.48|0.5802001953125
A man is holding a frog.|A man is emptying a plastic container.|0.12|0.523662805557251
A man is traveling in a boat.|A woman is cutting up a carrot with a knife.|0.0|0.3802943229675293
The man rode his motorcycle down the highway.|A person is driving a motorcycle on a road.|0.75|0.6361041069030762
A man is dicing an onion.|The man is playing the guitar.|0.08|0.4662691652774811
A man performs on a stage.|A man guts a fish.|0.08|0.544410765171051
The women are sitiing down.|Two women are sitting close to each other and talking.|0.52|0.4736814498901367
A man removes a couple of toaster scrambles from a plastic packet.|A man removes food from a bag.|0.35|0.5649972558021545
A woman is dancing by a fire.|A man ties a noose.|0.0|0.5280901789665222
A man is meditating.|The man is riding the horse.|0.15|0.550633430480957
A boy is cutting paper.|A man is loading a rifle.|0.0|0.5681586861610413
The man talked on the telephone.|Girls are walking on the stage.|0.0|0.5458313822746277
A man is playing the guitar and singing.|A man is opening a package containing headphones.|0.16|0.5335665345191956
the soccer player kicked the ball side to side between his legs.|A person is kicking a soccer ball back and forth between his feet.|0.6799999999999999|0.686652421951294
An animal is walking.|A woman is applying eye makeup.|0.0|0.41552841663360596
Someone is scratching an animals belly.|A woman is stroking a lemur.|0.4|0.5202876925468445
A man is lifting heavy weights.|A wallaby is licking a woman's hand.|0.05|0.44364115595817566
A boy is playing with a toy.|A boy plays a handheld game.|0.6|0.7746657133102417
A man dives off of a cliff.|A man is riding a motorcycle.|0.1334|0.42106911540031433
A man is coming out into the water.|A man rises from a swamp.|0.64|0.681813657283783
A man and woman dance.|A man is petting a dog.|0.0666|0.5531478524208069
A man is sweeping the floor of a house using a long broom.|The man swept the empty living room.|0.6666000000000001|0.5770279765129089
A group of couples are dancing.|Men and women are dancing slowly.|0.6666000000000001|0.7150773406028748
A man is scaling a fish.|A man pours some cooking oil into a pot.|0.2|0.4132988154888153
The man set up his camera to take sunset pictures at the beach.|A man is taking pictures of a lake.|0.44|0.7247670888900757
Someone is holding and petting a baby tiger.|Someone is rinsing a large beef steak at the kitchen sink.|0.08|0.4109770357608795
The man is playing the guitar.|The cat cleaned his face with his paw.|0.0|0.43010368943214417
The man did pushups on a wall.|The man tased the food.|0.05|0.4981991946697235
A woman cuts up a vegetable.|A woman is slicing egg plant.|0.45|0.6475115418434143
A person breaks an egg into a small bowl.|A man cracks an egg.|0.52|0.7068652510643005
A man is playing keyboards.|A man is riding a mechanical bull.|0.24|0.5348694324493408
A dog is running around a yard.|A black pet dog runs around in the garden of a house.|0.64|0.748805820941925
A child is walking down the street as a jeep pulls up.|A woman is walking along a road and a man in a motorcar pulls up beside her.|0.2799999999999999|0.7030874490737915
A man is adding oil to a pot.|A dog is catching a fish in a river.|0.04|0.4421197474002838
The girl danced in front of the bonfire.|A woman is dancing to music standing near a bonfire.|0.55|0.7768583297729492
A man is chopping butter into a container.|A woman is cutting shrimps.|0.12|0.6145398020744324
A girl is dragged downhill by a dog.|A dog is pulling a child down a hill.|0.76|0.8149451613426208
The man took off his sunglasses while talking.|A man wearing a hard hat removes his glasses as he speaks.|0.6799999999999999|0.706257164478302
The two men did a funny skit with a boxer in front of a crowd of people.|Boys are dancing in front of people.|0.3|0.6002197861671448
The girl is tiding up her bed.|A woman is making a bed.|0.5|0.6441013216972351
Someoen is cooking onions.|A man is swinging nunchucks.|0.0|0.43468666076660156
The man is using a sledghammer to break the concrete block that is on the other man.|A man breaks a slab of concrete that is lying on a prone man with a sledge hammer.|1.0|0.7018292546272278
The lady put the dried noodles in the hot water to cook.|A woman places a container of noodles in a pan of water.|0.8666|0.6821902394294739
The girls danced on the stage.|A girl is putting on makeup.|0.0666|0.5500650405883789
A panda bear is laying down.|A baby panda relaxes on some logs.|0.6666000000000001|0.7114540338516235
Two kids are playing in a swimming pool with a green colored crocodile float.|Two kids push an inflatable crocodile around in a pool.|0.8400000000000001|0.6778118014335632
A couple of policewomen are singing karaoke.|Two women are dancing.|0.16|0.6596910357475281
A man is putting broccoli into water.|A person is peeling a potato.|0.2|0.6156805753707886
The doctor was helping the patient.|Doctors are trying to revive a man.|0.5599999999999999|0.6690805554389954
Some is grating onion into water.|A person grates a potato into a bowl.|0.3|0.5825416445732117
A baby is talking.|A boy is trying to say firetruck.|0.24|0.6240228414535522
A woman boils eggs.|A woman places two eggs into a pot of water.|0.6|0.6539690494537354
A woman puts ingredients in a whisked egg.|A man pours gasoline.|0.0|0.4137299656867981
A woman is slicing mango.|A man is putting cheese on a tortilla.|0.12|0.6671186089515686
A girl is slicing a butter into two pieces.|A woman is slicing tofu.|0.2|0.6054666638374329
A man is playing the guitar.|A person is slicing a meat into pieces.|0.0|0.48170068860054016
A man is opening a package containing headphones.|A woman is riding a horse.|0.0|0.4418133795261383
A girl is playing a guitar.|A boy is playing a key-board between the people.|0.2|0.6706262826919556
A little girl plays the violin on a beach.|The girl sat on the couch to crochet.|0.0|0.5676048398017883
A monkey is karate kicking at someone's gloved hand.|A monkey pratices martial arts.|0.7|0.46169033646583557
A female applies something to he hair with her hands.|A cat is eating a slice of watermelon.|0.0|0.40331926941871643
A man is karate kicking at another man wearing protective boxing gloves.|A man is kick boxing with a trainer.|0.5|0.6330495476722717
The man is playing the wooden flute.|A little boy is vacuuming the floor.|0.0|0.4784437119960785
A young woman is playing a guitar.|A woman cuts up some meat.|0.15|0.48088428378105164
The men are playing soccer.|A man is riding a motorcycle.|0.0|0.4634123742580414
A woman is running on the beach.|A dog is swimming in a pool.|0.0|0.6387462615966797
A man is straining pasta.|A man plays a wooden flute.|0.0|0.44597896933555603
Panda's play on a swing.|A man is playing guitar.|0.16|0.39077502489089966
Two green and white trains sitting on the tracks.|Two green and white trains on tracks.|0.8800000000000001|0.9133723378181458
A small white cat with glowing eyes standing underneath a chair.|A white cat stands on the floor.|0.52|0.7222691178321838
A large boat in the water at the marina.|A large boat on the sea.|0.64|0.8190711140632629
a bus driving in a street.|Red double decker bus driving down street.|0.8|0.5574768781661987
A passenger train waiting in a station.|A passenger train sits in the station.|0.96|0.8446043729782104
a woman at a dinner table writing on her notebook.|Woman at table busy with something.|0.6799999999999999|0.6485913395881653
An Apple computer sitting on the floor.|A Macintosh computer sitting on the floor.|0.76|0.8594255447387695
A close-up of a brown horse's head.|A side view of a horse's head.|0.6799999999999999|0.7757939696311951
A group of people eat at a table outside.|Group of elderly people sitting around a table.|0.5599999999999999|0.6658185720443726
A jockey riding a horse.|A jockey riding a horse in a pen.|0.76|0.8167244791984558
The man is riding a motorcycle down the road.|A man is riding a red motorcycle on the road.|0.8|0.7754026651382446
A woman riding a brown horse.|A young girl riding a brown horse.|0.76|0.8572942018508911
A kid jumping a ledge with a bike.|A black and white cat playing with a blanket.|0.0|0.4882373809814453
A black dog standing in front of yellow flowers.|A black dog standing in a field.|0.6|0.7928821444511414
Close up of a bottle of water.|A close up view of a bottle of water.|0.8800000000000001|0.8657845854759216
A close up of a brown faced cat.|A close up of an ostrich face.|0.12|0.8116207718849182
sheep standing in afield.|A sheep grazing in a field.|0.64|0.6862727999687195
A longed-haired cat with it's eyes closed.|A close up of a cat with its eyes closed.|0.72|0.6195275783538818
A woman in a gray shirt smiles for the camera while the woman behind her makes a face.|A woman with a surprised look on her face is holding a smiling woman from behind.|0.52|0.6193147897720337
A silver and blue Amtrak train on the tracks near a small train station.|A small white car parked at the gas station.|0.12|0.5849009156227112
A person in a blue shirt reclines near a coffee table and television.|A person stands on the motorcycle seat and pops a wheelie.|0.0|0.4692966639995575
A black and white photo of a woman showing a horse.|a black and white photo of cows in their stalls.|0.2799999999999999|0.7206901907920837
A dark brown horse standing in a field.|A brown horse stands in a lush green field.|0.8400000000000001|0.800056517124176
A pitched tent with a horse in the background.|A black and white lamb with other lambs in the background.|0.0|0.4863591492176056
A group of people sitting around a table with food on it.|A group of people sit around a table with food and beer.|0.8|0.7934932112693787
A brown horse stands in a lush green field.|A brown horse in a green field.|0.76|0.8511427044868469
a black and white cow in hay.|A black and white cow in a pen with hay.|0.8|0.8246519565582275
An elderly woman stands in a kitchen with two cats at her feet.|The old lady is standing in the kitchen with two cats at her feet.|1.0|0.8438328504562378
A school bus is driving uphill on a rural road.|A race care driving along a dirt road.|0.2|0.6620213389396667
Camouflage airplane sitting on grassy field.|A camouflaged plane sitting on the green grass.|0.8800000000000001|0.7709800004959106
Three young women standing in a room together.|Two Indian women with two Indian girls near the water.|0.08|0.593153715133667
Red double decker bus driving through the streets.|Double decker passenger bus driving with traffic.|0.8|0.7026330828666687
A white sheep on a hillside looking at the camera.|The skinny cows are standing on the grass.|0.24|0.5756750106811523
A group of sheep in a field.|A group of horses grazing in a field.|0.32|0.8077401518821716
A close-up, distorted photo of an empty glass Coke bottle.|A close-up picture of a desk with a computer and papers on it.|0.0|0.5867812633514404
Very crowded office desk with computer monitor on.|Messy computer desk with two monitors.|0.6|0.722635805606842
A man sitting in a cluttered room.|A man lies in a bed in a cluttered room.|0.64|0.7751204371452332
Two white cows in a green pasture.|The tan horse is in the pasture.|0.2799999999999999|0.6743807792663574
Black cow walking under trees in pasture.|Cow walking under the tree in a pasture.|0.76|0.8341342806816101
Two people sitting at a table at a restaurant.|four people sitting at a table.|0.36|0.8301994204521179
A smiling woman with a beer sitting outside with another smiling woman.|Two women sitting outside laughing.|0.64|0.5949299335479736
A bird holding on to a metal gate.|A multi-colored bird clings to a wire fence.|0.64|0.7284887433052063
The skinny cows are standing on the grass.|The white ducks are standing on the ground.|0.12|0.7343494892120361
A women laying across two men sitting on a sofa.|A man and two women smiling at the camera while sitting on a blue sofa.|0.44|0.5793728828430176
a woman with a big necklace.|A young woman with a black top and a necklace.|0.6799999999999999|0.7640138268470764
Brown cow with horns standing in a field.|Brown horse standing in middle of grassy field.|0.36|0.5748253464698792
A cruise liner docked at the shoreline.|A cruise ship docked at shore.|0.8800000000000001|0.8874508738517761
Black and white cat lying under bush.|The black and white cat with yellow eyes lounges in the dirt.|0.48|0.6616166234016418
Brown and white cow standing in grass at side of road.|A brown and white cow standing in a grassy area with trees behind.|0.72|0.7498358488082886
A small dog looking up at the camera while standing on grass.|A man and women smiling at the camera while standing in a kitchen.|0.16|0.5338788628578186
A tan calf with a yellow tag on his left ear looking at the camera.|A man with glasses and two plastic bottles in the foreground.|0.12|0.47053998708724976
Black and white photo of couch with purse at one end.|a black and white photo of a cow under a tree.|0.0|0.5491011142730713
Two men on boat floating on the water.|Large green boat floating on water.l.|0.48|0.700744092464447
This is a rear view of a Chevrolet sports car.|The rear view of a red Chevrolet concept car.|0.72|0.8294668793678284
A person wearing a helmet rides a bike near a white structure.|A person wearing a bike helmet rides a bike on a path through trees.|0.64|0.8167746067047119
A black and white photo of an old train station.|A black and white photo of a motorcycle laying on the ground.|0.04|0.6697310209274292
A grey and white tabby cat is sleeping on purple fabric.|Black and white cat sleeping on a brown tarp.|0.48|0.7451829314231873
A woman holding a small baby.|A smiling woman holding a small baby.|0.8|0.8606835007667542
Group of horses grazing in grassy field.|A group of horses grazing in a field.|0.92|0.843483567237854
Three men are sitting down at a table that has drinks on it.|Three men sitting at the table with beer and food.|0.6799999999999999|0.7380872368812561
Two people dressed in white standing on a grass field.|A person is standing underneath an overpass near a highway.|0.08|0.4965879023075104
An orange tabby cat sleeping on the sofa.|A man is watching TV on the foot of his bed.|0.12|0.5224537253379822
Two Eagles perched on a branch.|Two bald eagles perched on a branch.|0.76|0.8410864472389221
