s1|s2|sts_score|metric_score
The 30-year bond US30YT=RR firmed 31/32, taking its yield to 4.16 percent -- another record low -- from 4.22 percent.|The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent.|0.55|0.8436097502708435
Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.|Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.|0.76|0.8404029011726379
Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.|In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.|0.64|0.7147164344787598
Excluding the charges, analysts, on average, expected a loss of 11 cents a share.|Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.|0.76|0.7242696285247803
Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.|A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.|0.96|0.8068190813064575
Mr Sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on Saturday.|He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.|0.8|0.7895202040672302
Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.|In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.|0.2799999999999999|0.7179655432701111
The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.|The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.|0.8400000000000001|0.824113667011261
The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.|An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.|0.36|0.7133719325065613
The company didn't detail the costs of the replacement and repairs.|But company officials expect the costs of the replacement work to run into the millions of dollars.|0.4|0.7251100540161133
"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge."|"Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York."|0.52|0.7249626517295837
"""I felt that if I disagreed with Rosie too much I would lose my job,"" she said."|"Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job."""|0.65|0.869486927986145
"The American decision provoked an angry reaction from the European Commission, which described the move as ""legally unwarranted, economically unfounded and politically unhelpful""."|"The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful."""|0.75|0.8497021794319153
Ms. Cripps-Prawak left last Friday, two days after the department introduced a plan to distribute medical marijuana through doctors' offices.|The director of the Office of Medical Access, Cindy Cripps-Prawak, left her job after the department introduced a plan to distribute marijuana through doctors' offices.|0.85|0.789344847202301
During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.|Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.|0.95|0.855734646320343
Last year, he made an unsuccessful bid for the Democratic nomination for governor.|He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.|0.65|0.7024235725402832
The nation's largest retailer has told its 100 top suppliers they have to start using electronic tags on all pallets of goods by Jan. 25, 2005.|Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.|0.75|0.8088111877441406
He was taken to a hospital for precautionary X-rays on his neck.|Harvey was taken to St. Luke's Hospital for precautionary neck X-rays, which came back negative.|0.65|0.7682262063026428
The bill says that a woman who undergoes such an abortion couldn't be prosecuted.|A woman who underwent such an abortion could not be prosecuted under the bill.|1.0|0.8774129748344421
There are 103 Democrats in the Assembly and 47 Republicans.|Democrats dominate the Assembly while Republicans control the Senate.|0.4|0.7001965641975403
"""I came basically to Washington to establish relationships and to make sure that we are getting more federal money to California,"" Schwarzenegger said after meeting with congressional Republicans."|"""I came to Washington basically to establish relationships and make sure we are getting more federal money,"" Schwarzenegger said after one meeting."|0.8400000000000001|0.8628138303756714
The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.|Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.|0.6799999999999999|0.725473940372467
Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.|Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.|0.6|0.8062244653701782
Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.|Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.|0.55|0.7590813040733337
Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.|Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.|0.52|0.8593040704727173
Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.|The company has publicly identified Linux as one of its biggest competitive threats.|0.6799999999999999|0.8216726183891296
Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date.|BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004.|0.72|0.7747645974159241
"""Spin and manipulative public relations and propaganda are not the answer,"" it said."|"The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate."|0.72|0.7509442567825317
Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway.|The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway.|0.96|0.873322069644928
On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.|The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.|0.8|0.8280004858970642
Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.|Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.|0.6799999999999999|0.831566333770752
Dusty had battled kidney cancer for more than a year.|Dusty had surgery for cancer in 2001 and had a kidney removed.|0.48|0.7477878332138062
Kadyrov was not injured, but four of his bodyguards were among those killed.|But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.|0.6|0.7336079478263855
The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.|The commission estimated California lost $937 million to corporate tax shelters in 2001.|0.55|0.8526174426078796
The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.|U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.|0.8|0.8570021390914917
VeriSign introduced its Site Finder service on Sept. 15.|"The battle around VeriSign""s three-week-old Site Finder service rages on."|0.35|0.7167310118675232
Druce is still being held at the prison and is now in isolation, she said.|Druce last night was held in isolation at the same prison.|0.9|0.7525481581687927
Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces.|Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.|1.0|0.8493479490280151
After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend.|King County Superior Court Judge Charles Mertel will then recess the trial until Monday.|0.6|0.8117700219154358
Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted.|Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.|0.5599999999999999|0.7809867262840271
July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.|The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.|0.5334|0.7416290044784546
Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.|Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins.|0.8|0.7412524819374084
The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.|The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.|0.85|0.8159534335136414
The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.|That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.|0.8352|0.8418605923652649
Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.|Along with Boston, Watertown, Saugus and Framingham also are going smoke-free Monday.|0.6|0.7153245806694031
ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.|Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.|0.76|0.7250722646713257
The union had not yet revealed which chain would be targeted.|The union said it would reveal later which chain would be targeted.|0.92|0.8859379291534424
"Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City."|"Innocent or not, ""she's damaged goods,"" said Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm in New York."|0.2799999999999999|0.6970689296722412
The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.|The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.|0.5599999999999999|0.7564547657966614
Turkish authorities have said all the suicide bombers were Turks.|Ankara says all four suicide bombers were Turkish.|0.8400000000000001|0.9167017936706543
In April, it had forecast operating earnings in the range of 60 to 80 cents a share.|Kodak expects earnings of 5 cents to 25 cents a share in the quarter.|0.2|0.7566872239112854
From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages.|Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages.|0.8400000000000001|0.7761297821998596
Others with such a status are Egypt, Israel, and Australia.|Nations like Israel and Australia already have such status.|0.5|0.8387681841850281
The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).|The results are to be published in Wednesday's issue of The Journal of the American Medical Association.|0.7|0.7532790899276733
Additionally, the h2210’s cradle has room to charge a second battery.|The cradle for the h2200 has space for recharging a second battery.|0.95|0.7818991541862488
"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary."|"One man had brandished an English-Turkish dictionary and pointed to the word ""refugee""."|0.7|0.756044328212738
"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said."|Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.|0.8|0.863839864730835
In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.|In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion.|0.4|0.8315359950065613
Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed.|Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.|0.64|0.7669424414634705
This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.|Later this year, the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions.|0.76|0.7747461199760437
"""The figures are becoming catastrophic,"" said Dr. Patrick Pelloux, the president of the association of emergency room physicians."|"This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."|0.5|0.6954792141914368
"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom."|"""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said."|0.6|0.7811262011528015
The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.|The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.|0.8|0.829529345035553
Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion.|Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.|0.525|0.6958770155906677
The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.|Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.|0.64|0.8491649031639099
A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.|A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.|0.8|0.7821572422981262
The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network.|The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.|0.64|0.6954877972602844
Pataki praised Abraham's decision, and LIPA Chairman Richard Kessel said the cable should be kept in operation permanently.|"LIPA Chairman Richard Kessel said that meant the cable could be used ""as we see fit."|0.48|0.7722601294517517
Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.|Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.|0.72|0.7948957681655884
Meningitis is an infection of the spinal cord fluid and the tissue around the brain.|Meningitis is an infection of the fluid in a person's spinal cord and around the brain.|0.92|0.8402348756790161
Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.|The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.|0.8800000000000001|0.8222600817680359
"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid, which is in our view illegal and morally and politically unjustifiable."""|"""We condemn this raid which is in our view illegal and morally and politically unjustifiable,"" London-based NCRI official Ali Safavi told Reuters by telephone."|0.92|0.8835102319717407
It exploded in his hands, but the former Italian prime minister was unhurt.|The letter bomb sent to Prodi exploded in his hands but he was unhurt.|0.72|0.7973213195800781
Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty.|The attorney representing al-Halabi, Air Force Maj. James Key III, denied the charges, according to The Associated Press.|0.64|0.7986977100372314
"Waksal, in a letter to the court, said: ""I tore my family apart."|In seeking leniency, Waksal apologized to the court, his employees and his family.|0.4|0.6269708275794983
Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said.|Since early May, the city has received 1,400 reports, he said.|0.5599999999999999|0.6845688223838806
But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.|"Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'""."|0.32|0.6594389081001282
Once converted, BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares.|The investment gives Larkspur, Calif.-based BayStar more than 2.9 million shares of SCO common stock, or 17.5 percent of the company's outstanding shares.|0.8|0.7922950387001038
OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.|OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.|0.5599999999999999|0.8041669726371765
The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam, which now accounts for up to half of all e-mail traffic.|The Federal Trade Commission asked Congress yesterday for broader powers to attack the rapidly growing problem of spam, which new studies show accounts for half of all e-mail traffic.|1.0|0.8432980179786682
A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.|Federal officials said the document remained sealed until Thursday morning to allow authorities to make arrests in five Western states.|0.6799999999999999|0.7819691896438599
"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."""|"""What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do."""|0.8|0.8774974942207336
Richard Miller remained hospitalized after undergoing a liver transplant, but his wife has recovered.|Richard Miller, 57, survived a lifesaving liver transplant but remains hospitalized.|0.64|0.7872565388679504
Sequent representatives could not immediately be reached for comment on the SCO announcement.|A spokesman for SCO could not be reached for comment this afternoon.|0.76|0.7773866057395935
The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.|The proportion of Americans with insurance from employers declined to 61.3 percent, from 62.6 percent in 2001 and 63.6 percent in 2000.|0.64|0.8168879747390747
WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test.|World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice, including an attempt last year to dupe him into refusing a drug test.|0.8|0.8428688645362854
MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.|The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday, according to Microsoft.|0.65|0.7164930701255798
"In connection with the incident, I have acknowledged that I behaved inappropriately."""|"""I have acknowledged that I behaved inappropriately,"" he said."|0.85|0.882190465927124
"A spokesman said: ""Since November, we have co-operated fully with the police."|"It added it had ""co-operated fully"" with police since November."|0.85|0.8714584708213806
Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.|Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.|0.85|0.8111807107925415
The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.|The technology-laced Nasdaq Composite Index .IXIC lost 2 points, or 0.18 percent, to 1,649.|0.15|0.7063400745391846
People who once thought their blood pressure was fine actually may be well on their way to hypertension under new U.S. guidelines published on Wednesday.|People who once thought their blood pressure was fine actually need to start exercising and eating better, according to new U.S. guidelines published on Wednesday.|0.6|0.7775882482528687
Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.|Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.|0.75|0.6988306641578674
The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.|Marissa Jaret Winokur, as Tracy, won for best actress in a musical.|0.8|0.6370332837104797
"""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said."|"Said Mr. Burke: ""It was a textbook landing considering the circumstances."""|0.8|0.8275881409645081
Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.|Allegiant's stock closed Wednesday at $23.40, up 64 cents, in trading on the Nasdaq market.|0.4|0.827572762966156
By state law, 911 calls are not public information and were not released.|By law, 911 calls are not public information in Rhode Island.|0.6799999999999999|0.8619690537452698
The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.|Shares of Fox Entertainment Group Inc., News Corp.'s U.S. media and entertainment arm, fell 45 cents to $26.85 in New York Stock Exchange composite trading.|0.2799999999999999|0.6154394745826721
Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.|Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.|0.6799999999999999|0.8337138295173645
The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.|The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.|0.48|0.8024523854255676
The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.|The British Foreign Office said it had mediated the two men's release.|0.52|0.7947349548339844
Wal-Mart estimates more than 100 million Americans visit their stores every week.|Each week 138 million shoppers visit Wal-Mart's 4,750 stores.|0.5599999999999999|0.8349889516830444
"Added Mr. Prodi: ""Maybe, but the old age helps us to understand our strengths and our weakness."""|"""Maybe, but the old age helps us to understand our strength and our weakness and the reality of the world."|0.64|0.7951631546020508
"""I am proud that I stood against Richard Nixon, not with him,"" Kerry said."|"""I marched in the streets against Richard Nixon and the Vietnam War,"" she said."|0.48|0.6742569208145142
Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.|In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.|0.65|0.8089784383773804
Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.|The FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.|0.55|0.7890945076942444
"""This has been a persistent problem that has not been solved,"" investigation board member Steven Wallace said."|"""This was a persistent problem which has not been solved, mechanically and physically,"" said board member Steven Wallace."|0.8|0.8025608658790588
"""Americans don't cut and run, we have to see this misadventure through,"" she said."|"She also pledged to bring peace to Iraq: ""Americans don't cut and run, we have to see this misadventure through."""|0.72|0.7722253799438477
"""There is no doubt about the chemical programme, biological programme, indeed nuclear programme, indeed all that was documented by the UN,"" he said."|"He added: ""There is no doubt about the chemical programme, the biological programme and indeed the nuclear weapons programme."|0.76|0.8139920830726624
Ridge said no real explosives or harmful devices will be used in the exercise.|Ridge said that no actual explosives or other harmful substances will be used.|0.92|0.8848716616630554
"This is America, my friends, and it should not happen here,"" he said to loud applause."|"""This is America, my friends, and it should not happen here."""|0.65|0.8425571322441101
On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon.|He crawled through a narrow, winding canyon, rappelled down a 60-foot cliff, and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.|0.75|0.814701497554779
Amnesty International has said that over the past 20 years it has collected information about 17,000 disappearances in Iraq but the actual figure may be much higher.|Amnesty International said that over the past 20 years it had collected information about 17,000 disappearances in Iraq.|0.8|0.8442558646202087
Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.|"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to ""overweight"" by Lehman."|0.75|0.7746305465698242
She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.|She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.|0.6910000000000001|0.7129458785057068
In a mixture of ancient pagan and modern Christian rites, the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.|In a mixture of ancient Melanesian pagan and modern Christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that long-ago meal.|0.8|0.7920498847961426
The Dow Jones industrial average .DJI edged up 13.33 points, or 0.15 percent, to 9,196.55.|The Dow Jones industrial average <.DJI> was off 7.75 points, or 0.08 percent, at 9,175.47.|0.5|0.8182879090309143
Monkeypox is usually found only in central and western Africa.|Prairie dogs, usually found in southwestern and western states, aren’t indigenous to Wisconsin.|0.05|0.6005509495735168
The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.|"""Reloaded"" is the second installment of a trilogy; ""The Matrix Revolutions"" is slated for debut in November."|0.7666000000000001|0.7942884564399719
In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.|"In addition, ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques, the Justice Department said."|0.75|0.8688256740570068
The launch coincides with the JavaOne developers' conference in San Francisco this week.|The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.|0.65|0.8353723287582397
A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her.|The royal household was bracing itself for any more revelations in A Royal Duty, based on the former servant’s time with Diana, Princess of Wales.|0.55|0.6728035807609558
The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas.|The arrests came just days after Israeli troops shot and killed Abdullah Kawasme, the militant group's leader in Hebron.|0.6|0.7986649870872498
SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.|The virus killed 44 people in the Toronto area, including one doctor and two nurses.|0.64|0.8119663596153259
Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.|Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.|0.92|0.8279043436050415
He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.|He had been arrested twice before for trespassing and was barred from the complex.|0.72|0.8141017556190491
Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.|Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.|0.8800000000000001|0.7066299915313721
The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast.|The heatwave was due to a mass of hot, dry air from the southeast, said Mario Almeida of Portugal's weather service.|0.8112|0.8568407893180847
"""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"" they announced at a press conference yesterday."|"""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"" Wyden and Dorgan said Monday in a letter to the Pentagon."|0.7|0.8375555872917175
"Still, the ""somewhat ambiguous ruling"" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said."|"But Merrill Lynch analyst Steven Milunovich said the ""somewhat ambiguous ruling"" by regulators might be a setback for Static Control depending on how it developed its competing product."|1.0|0.8770703673362732
The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.|The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.|0.8|0.7924216985702515
That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia.|His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.|0.8|0.7814832925796509
The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.|The broader Standard & Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51.|0.95|0.8325480818748474
Agriculture ministers from more than one hundred nations are expected to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsored by the U.S. Department of Agriculture.|U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.|0.75|0.7547865509986877
Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.|Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.|0.8|0.7911838889122009
This year the Audubon Society once again hosts its annual Christmas Bird Count.|It's the National Audubon Society's annual Christmas Bird Count, now in its 104th season.|0.7|0.8080753087997437
Before it was removed, the site listed in broken English the rules for hackers who might participate.|Organizers established a Web site, http://defacerschallenge.com, listing in broken English the rules for hackers who might participate.|0.6|0.7350021004676819
Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.|Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.|0.8400000000000001|0.8072852492332458
They also found shortness was associated with a family history of hearing loss.|Shortness was found twice as often in those with hearing loss.|0.6799999999999999|0.7792326211929321
Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.|Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.|0.92|0.8612086176872253
In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.|"I am not giving any consideration to resignation,"" Shumaker said in a statement."|0.8|0.7920445799827576
A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz.|A poll released this week showed that the FBI bugging of the mayor has given a boost to his re-election effort.|0.8|0.8429455161094666
The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.|The injured passenger at John Peter Smith died later in the morning; his name has not been released, Jones said.|0.7285999999999999|0.7865992188453674
Doctors had planned to deliver him two weeks early, on or around November 14.|A Caesarean had originally been planned in mid- November, two weeks early.|0.72|0.7708768844604492
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie."""|"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like ""Thank You!"" and ""Re: Details""."|0.8|0.7512606382369995
