s1|s2|sts_score|metric_score
A man playing fetch with two brown dogs.|A woman plays with a brown dog.|0.466|0.7177748084068298
a dog is running across the sand with a stick in it's mouth.|A dog is running through a creek with a stick in its mouth.|0.72|0.7804620265960693
A man is standing in water near a waterfall.|A man wades in the water and watches a water fall.|0.6799999999999999|0.7439571022987366
A tan dog jumps up to catch a tennis ball.|A red dog jumps an catches a tennis ball in its mouth.|0.6|0.7466322183609009
The man is jumping into the water.|The man is up in the air.|0.48|0.6087965369224548
A woman in a black shirt stands in front of bananas at a fruit stand.|a woman wearing black stands in front of a pickup truck.|0.48|0.6648609638214111
A child is jumping into a swimming pool.|A dog jumping into a swimming pool.|0.24|0.854945182800293
A little boy jumping from one chair to another.|A young boy jumping from one chair to another in his house|0.96|0.8558438420295715
A girl swings her long, wet hair in a lake.|A person riding a dirt bike.|0.0|0.45623454451560974
Two dogs playing by the shore.|Two dogs playing in the snow.|0.5599999999999999|0.7992470860481262
A little girl walks on a boardwalk with blue domes in the background.|A man going over a jump on his bike with a river in the background|0.0|0.6049843430519104
Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume.|A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.|0.44|0.7186112999916077
A guy and two girls are smiling at the camera.|Three dogs, one white and two brown, are running together on a field of grass.|0.0|0.5816956162452698
A dog swimming with a stick in it's mouth.|Dog swimming in the water with a stick in its mouth.|1.0|0.8062357902526855
A black poodle plays in the snow.|A black poodle frolics in the snow.|1.0|0.8738231062889099
two girls holding up a scary movie flyer|Two girls holding sacks are standing in a field.|0.2799999999999999|0.6378828287124634
Three boys are running on the beach playing a game.|Two young boys and one young man run on a beach with water behind them.|0.64|0.6453649401664734
A girl is wearing a purple sash and matching skirt.|A group of girls stands wearing jean skirts and superman shirts.|0.32|0.6012546420097351
a man wearing a grey jacket standing on the side of a street.|A boy wearing a blue life jacket is holding onto the side of a green boat.|0.12|0.6148059964179993
A brown and black dog is jumping to catch a red ball.|A brown and black dog jumps for a red ball.|1.0|0.8596734404563904
The tan dog runs through the leaves.|The white dog runs through the ocean.|0.36|0.7100929617881775
A white and black dog is jumping into a pool.|A woman in a black apron is standing in front of a mirror.|0.0|0.44457849860191345
A black and white dog is carrying a stick in its mouth.|The black and white dog has a stick in his paws.|0.6|0.7963382601737976
A deer jumps a fence.|A deer jumping over a fence.|1.0|0.8298534154891968
A little girl holds a wooden stick.|A little girl swimming in a pool.|0.44|0.49488845467567444
A black dog jumps through the water.|A dog walks through the snow.|0.48|0.7240656018257141
A group of people in front of a red fire truck.|A group of people are standing around a red fire truck.|0.8400000000000001|0.8412336707115173
a boy jumps into the blue pool water.|The young boy is jumping into the pool on his belly.|0.6799999999999999|0.6730434894561768
A blonde dog is catching a ball in its mouth in the snow.|A little blonde girl is sitting on a green chair.|0.0|0.4834013879299164
Three children and playing and laughing on the floor.|Three children playing on the floor.|0.76|0.7914590239524841
A man sits with fishing poles near a body of water.|A man sits on a rock next to a folding deck chair and a fishing pole.|0.6799999999999999|0.6797955632209778
A woman and a dog standing in the grass.|A man carries a sign while standing in the rain.|0.0|0.5290826559066772
A man in a blue shirt is running in a stadium field.|A man wearing a blue hat and shirt is riding a white horse.|0.2|0.6419368386268616
A black dog running through water.|A black dog is running through some water.|0.96|0.8952093720436096
Children jumping on a trampoline.|A man is sledding on an orange slide.|0.0|0.6888304352760315
A large brown dog is crouching in a grassy field.|A brown dog is running in a field.|0.6|0.7752214074134827
A dog runs through the grass.|A dog runs through the snow.|0.44|0.8193066120147705
A skier speeds through the snow.|A brown dog carrying a Frisbee runs through the snow.|0.04|0.6151233315467834
Two people are playing golf on a golf course.|Two people are on a golf course playing golf.|1.0|0.9215598702430725
A boy and a girl playing on the beach.|A dog playing in the waves with a ball.|0.16|0.6268530488014221
The child in the red coat laid in the red mat.|The toddler is ready to climb the red piece of equipment.|0.16|0.5059857964515686
Two dogs play in the grass.|Two dogs are playing in the grass.|1.0|0.9228010773658752
A child in a blue and white team uniform chasing a soccer ball.|A young boy in a blue soccer uniform chasing a ball.|0.8|0.8500611186027527
A softball player swinging at a pitch.|A baseball player hitting the ball|0.5599999999999999|0.7516338229179382
A man is kite surfing away from the camera.|A man is sky surfing on the water.|0.5599999999999999|0.7078123688697815
A black dog is running in the grass.|A boy running through green grass.|0.2|0.7158214449882507
A little boy and a little girl playing together outside.|A young boy and a young girl walking towards each other|0.4|0.7105042934417725
Two people sit on the end of a dock.|Two people sitting on a dock.|0.8400000000000001|0.8498415350914001
Two dogs in a yard.|Two dogs in a stream.|0.4|0.7878299355506897
A man chases a dog trying to pass the barrier to enter a play area.|A man follows his black and white dog as it takes on an obstacle course.|0.44|0.663598358631134
The large brown and white dog is running through the snow.|St. Bernard dog running in the snowy field.|0.8|0.663689911365509
A bloody man and woman pose for a picture.|A man in woman dressed warmly pose for a picture.|0.4|0.6676627993583679
A yellow dog is playing in a grassy area near flowers.|A girl is playing on a swing.|0.08|0.5889976620674133
a boy plays with a noodle by the pool.|A boy plays with a foam noodle toy by a pool.|0.92|0.8451561331748962
two big brown dogs running through the snow.|A brown dog running through the grass.|0.4|0.7567606568336487
A young boy jumps into a pool with outstretched arms.|A dog jumps into a backyard pool.|0.24|0.6729606986045837
A girl holds up a yellow balloon animal.|A child holds a yellow balloon.|0.8|0.7717446684837341
Two dogs share a toy in a field of vegetation.|Two snowboarders are in the air over the snow.|0.034|0.5117422342300415
A blond haired lady in white poses for the camera.|A black and white dog runs with its mouth open.|0.0|0.5231991410255432
A dog runs through a field chasing a ball.|A child runs through the grass.|0.04|0.7030770182609558
Two girls are sitting in front of a statue.|Two blonde girls are sitting next to a statue|0.76|0.8723093867301941
A girl in orange lights a candle.|A girl in an orange shirt lights candles.|0.8|0.8768376708030701
A white dog runs through a field of yellow flowers.|A dog with a red collar runs in a forest in the middle of winter.|0.32|0.6168420910835266
An infant sitting on a cot reaching over to touch the face of an older boy.|A boy who seems ill is being touched in the face by a toddler.|0.44|0.6739595532417297
A dog shaking off water.|A dog shaking water off.|1.0|0.8912435173988342
Young boys running along the pavement.|A black dog running along the edge of the ocean.|0.1|0.6193119883537292
A young child slides down an orange slide.|A little boy in denim overalls slides down an orange slide.|0.734|0.7975897789001465
a black and white dog running through some red and white poles|Black and white dog in living room standing on hind legs.|0.32|0.5573750734329224
"Three individuals are posing on skis behind a ""no skiing"" sign."|Three people on skis are standing behind a no skiing sign.|0.8800000000000001|0.8380780816078186
A man in a white suit walks down the street holding a newspaper.|A man in a white suit walks outside carrying a newspaper.|0.92|0.8910914659500122
A black dog with a blue collar is running in the snow.|A black dog wearing a blue collar is running through the snow.|1.0|0.8972250819206238
A dog is running toward the camera.|A brown and white dog running on grass.|0.16|0.6156488060951233
a boy swinging on a swing.|The girl is on a swing.|0.48|0.7097328305244446
A group of youngsters swim in lake water|Many children are playing and swimming in the water.|0.8800000000000001|0.7622960209846497
A blue and white soccer team playing against each other.|A topless woman with her face painted is covered in mud.|0.0|0.4301205277442932
A brown dog about to catch a green Frisbee.|A brown dog waits for the Frisbee to come down before catching it.|0.76|0.6861356496810913
A black and white dog is swimming in a large green lake.|A black dog runs fast into shallow water.|0.44|0.6455058455467224
Two large black dogs are playing in a grassy field.|Two white dogs are running together.|0.44|0.7573415040969849
The brown and black dog sprints across the snow.|A black dog is running quickly along the ground.|0.5599999999999999|0.7058908939361572
The man in the backpack looks to his left.|An adult male wearing a backpack walks and looks to the left.|0.76|0.6608816981315613
An elderly man in a blue shirt is holding up a piece of canvas art.|A black man is walking next to a building in a big city.|0.0|0.5482391715049744
Two skinny young boys playing with sand in the water.|Two dogs are shaking water off.|0.08|0.5481406450271606
A small dog runs through an obstacle course.|A small dog jumping over an obstacle.|0.76|0.8140972852706909
A brown dog running through the woods.|A brown dog runs through the grass.|0.64|0.8438762426376343
A group of people are standing by a window watching something.|A group of people stand and wait to see something.|0.6799999999999999|0.6786984205245972
A dog is jumping over a barrier at a agility competition.|A dog jumping over an obstacle course fence.|0.8800000000000001|0.7883241772651672
Three people racing on ice skates.|Three ice skaters round a corner.|0.64|0.7592031359672546
Two women contestants are walking their dogs in a dog show.|Two women walk there dogs at a dog show.|0.96|0.8515710234642029
Two men on the side of a barge|A man is lying the grass with long hair and beard.|0.0|0.40795254707336426
A brown dog in running on grass.|A brown dog runs through the grass.|0.96|0.7826963067054749
A person is riding their bike on a trail next to the woods.|A small child in a yellow shirt is holding their arms out to the sides.|0.08|0.4302564561367035
A woman in a black dress smiles in front of a silver truck.|A girl wearing a black top is smiling with a silver truck in the background.|0.72|0.7846829295158386
A dog is on the beach near a ball.|A guy is going up for a lay-up on a basketball court.|0.12|0.5378333926200867
A dog bounds across the brown grass.|Two dogs bound across the grass.|0.52|0.8363558650016785
a woman playing with two young boys at a park|A woman and three kids play at a park.|0.64|0.8525558710098267
A dog emerges form the water with a stick in its mouth.|A dog runs toward the camera with a stick in its mouth.|0.48|0.7831347584724426
Three dogs playing in the snow.|The boy is playing in the sand.|0.16|0.7002056837081909
A dog carries a leash in its mouth.|A fluffy dog carries a black leash in its mouth.|0.8400000000000001|0.8266327977180481
A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.|A man is tying a red arm band around another mans arm in the street.|0.0|0.5688602924346924
A skier is falling into the snow.|A skier is falling face first into the snow.|0.8|0.8630443215370178
A dog with a red toy in it's mouth.|A brown dog is carrying a stick in its mouth.|0.44|0.7046447396278381
Two hockey players fighting on the ice.|Two hockey players in a struggle on the ice.|0.96|0.8737292289733887
Two terriers play on the wood floor of their home.|Two puppies play with a red chew toy in a field.|0.32|0.6065003275871277
Two dogs running through a field.|Two dogs play in a field.|0.8400000000000001|0.8485684990882874
A man in a gray suit locking up a bicycle|A man and a woman standing on a city street.|0.08|0.46242061257362366
A man in a black leather jacket is sleeping in a subway car.|A man in a black leather jacket falls asleep on public transportation.|0.92|0.7892746925354004
A dog leaping over a hurdle.|A dog leaps over the hurdle.|0.96|0.8740018606185913
Two men are setting up some electronic equpitment|Two dogs are wrestling on the ground in the snow.|0.0|0.4022887945175171
A black dog is walking on the grass with a stick in it's mouth.|A boy holds a net with a snake in it close to the ground.|0.0|0.6279138922691345
A girl runs with dogs in a dry field.|A grey dog and a tan dog playing on a grassy field.|0.44|0.6441600918769836
Two dogs playing in the snow.|Two black dogs in the snow.|0.8|0.8454141020774841
A dog leaps off a dock and into the water.|The black dog leaps off the dock and into the water.|0.8|0.8691374063491821
a group of old men walking down the street|A couple walking down the street.|0.4|0.7859926819801331
Three dogs standing in snow next to a blue fence.|Three dogs play in the shallows next to a rocky shore.|0.44|0.56964111328125
A black and white dog is running through the field.|A black and white dog is running in the grass.|0.96|0.8652296662330627
A boy in black waves his arms while other people are behind him on a field.|a man in a black shirt is roller blading past a bench in the city.|0.08|0.6112397313117981
An elderly woman rides a bicycle along a city street.|An elderly woman walking uphill crossing the street.|0.4|0.7002334594726562
A young boy is punching a yellow ball.|A small dog jumps over a yellow beam.|0.08|0.5287721753120422
A group of young ballerinas are in a dance studio.|A group of young ladies in bikinis.|0.2799999999999999|0.6432732939720154
A young boy in a white dress shirt is playing on a grassy plain.|A woman is getting her hair done at a salon.|0.0|0.4664926826953888
A man and a dog are playing tug of war.|A man dances on a colorful wall.|0.08|0.5015251040458679
A wet child shivers under a towel at a pool.|A wet child is shivering in a towel in front of a pool.|0.92|0.8548353910446167
A white dog runs on a beach.|The white dog is running along the beach.|1.0|0.881782591342926
Six dogs running on the sandy beach.|Six dogs walking beside the beach.|0.6799999999999999|0.8382794857025146
A man holds on to a handle in the water.|A man is holding onto handles in the air.|0.64|0.7388047575950623
A white dog walking in the snow.|A black and tan dog walking through the snow.|0.6|0.8404657244682312
The white and brown dog runs across the grass.|Three dogs are running on the grass.|0.64|0.7007016539573669
A boy goes down an inflatable slide.|A boy in red slides down an inflatable ride.|0.76|0.8627589344978333
Two dogs playing with a ball in a puddle.|Two dogs stand in a puddle, and one has a yellow tennis ball.|0.76|0.7225183844566345
Three dogs are playing in the water.|Three dogs run in the snow.|0.2799999999999999|0.7410633563995361
Two dogs playing in the snow.|Two kids playing with a dog.|0.24|0.8008553385734558
A girl does a back bend on the beach.|A girl doing a back bend at the beach.|0.96|0.8895416259765625
The two dogs are playing fetch in the snow.|Two dogs are playing together in the grass.|0.44|0.7383213043212891
Two surfers on riding a small wave.|Two surfers perform tricks in the waves.|0.72|0.6262238621711731
Two people walking on the beach at sunset.|Two people walking along the shore at sunset.|1.0|0.9020219445228577
two puppies playing around in the grass|Two dogs are wrestling in the grass.|0.8|0.6777791976928711
A young girl is sitting on Santa's lap.|A little girl is sitting on Santa's lap|0.96|0.92219477891922
A black and white dog runs with its mouth open.|A black and white dog swims in blue water.|0.44|0.6321094036102295
A young boy jumping in the air at the beach.|A boy jumping in the air on the beach.|0.96|0.9153774380683899
Five men in tuxedos are walking down steps.|Five men in tuxedos walk down a set of steps|1.0|0.8769062757492065
Man in red shorts and white shirt kicking a soccer ball.|A black dog stands in the surf holding a red rubber ball.|0.0|0.6156595349311829
A man and dog on a rocky seashore.|Man and dog standing on rocks next to water|0.96|0.7168779969215393
Brown dog splashing into the water.|Four dogs splashing in the water|0.48|0.7944886088371277
The smiling woman at the beach is buried in seaweed.|A girl in a cowboy hat with a sheep on a leash.|0.2|0.394489049911499
A dog with big ears is holding a small stick in it's mouth.|A puppy with big ears chewing on a stick.|0.76|0.7819216847419739
The large brown dog is jumping through the tall grass.|The girl wearing a blue shirt is running through a science center.|0.0|0.5033655762672424
Two dogs fighting in the snow.|Two dogs playing in the snow.|0.52|0.8770013451576233
A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.|There are two white dogs and one brown dog chasing a ball.|0.5599999999999999|0.6488503217697144
A grey hound is active in a grassy field.|A bunch of bikes racing on a track.|0.0|0.5144458413124084
Two people are racing a sidecar motorcycle in the mud.|The dog carrying a long stick in its mouth.|0.0|0.4496264159679413
The man is sitting at the top of a rocky mountain.|A person sticks their head out of a tent at the top of a mountain.|0.48|0.6066152453422546
A man standing on a boat is pulling another boat close by with a bamboo stick.|a man in a black hat standing in front of a brick wall and a sign|0.0|0.49046361446380615
a man plays his white guitar.|a man playing a white guitar and singing as well|0.64|0.7623251080513
A person is skijoring with a dog in the mountains.|A brown dog is playing with a ball in the water.|0.0|0.5768372416496277
Two shirtless young people playing in the water.|Lots of people play in the water at the beach.|0.48|0.6772741675376892
Close-up of a hummingbird.|A closeup of a hummingbird flying.|0.72|0.8274899125099182
Woman in a black dress walking on the street.|A woman watches a dog jump down the stairs.|0.16|0.47353482246398926
A man and a woman looking at the camera.|A man and a woman laughing.|0.466|0.7522773146629333
a brown dog running through the dirty muddy grass|The large brown dog is running outside in the dirt.|0.72|0.7477073073387146
Three dogs pulling a man on a bicycle through the snow.|The dogs are pulling a man on a type of bike, through the snow.|1.0|0.7790742516517639
A baby in a red hat sitting in a stroller is holding a doll.|A man in a gray shirt sitting in a field of flowers.|0.0|0.5386958718299866
Three children playing with hay outdoors, throwing some at camera lens.|Three young children play in the hay, throwing some at the camera.|0.96|0.818500816822052
A climber is standing on the rock face next to the pink rope.|The children are running in the snow with fences in the background.|0.0|0.49337252974510193
A black dog wearing an orange collar is entangled with fishing wire.|The black dog wearing a red collar shakes water off.|0.36|0.5846076607704163
Two dogs are playing around in the dirt.|A dancer posing for the camera in a red and white dress.|0.0|0.4116261303424835
A golden dog is running on the grass.|The large beige dog is running through the grass.|0.6799999999999999|0.7843859791755676
A dog runs through the grass.|a dog runs across the grass.|0.96|0.9065985679626465
a man in red shorts is walking along rocks by a river carrying a stick.|A man is walking on rocks with water flowing around them.|0.6799999999999999|0.6697970032691956
Man rowing a boat.|a man doing a trick on skateboard|0.0|0.6127716898918152
Three dogs running on a racetrack.|Three dogs round a bend at a racetrack.|0.96|0.7139908671379089
A black and brown dog walks through the snow near a building.|An older man stands outside a old boarded up building.|0.16|0.5087865591049194
A dog is jumping into a swimming pool after a duck.|A dog jumping into a swimming pool.|0.6799999999999999|0.7462034225463867
A dog running through a forest in the winter time|A dog running through a lot of twigs.|0.64|0.6282960772514343
The girl is playing along with the images on the big screen.|Three girls holding umbrellas with their backs to the camera.|0.08|0.498351126909256
Many people run in a race on a street.|A puppy running along a street.|0.2|0.5761799216270447
A man in swimming trunks is standing against some rocks.|A man in a gray shirt climbs a large rock wall.|0.2|0.6795941591262817
Two white dogs walking in the snow.|A tan dog with a black collar barking in the snow.|0.4|0.6620417833328247
A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.|A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.|0.48|0.7213899493217468
A dog runs through the grass.|Two dogs run through the brush.|0.5599999999999999|0.8221047520637512
A dog running across the sand|A dog running through the water.|0.5599999999999999|0.8472543358802795
A woman is attempting to ride a small wave.|A man and woman sitting back to back outside in the sun.|0.0|0.4091618061065674
The black and white dog is swimming in the river.|A black man and his dog on the beach.|0.12|0.6694784760475159
Man standing on top of jagged rocks near the ocean.|A man is standing on top of rocks overlooking the ocean.|0.92|0.7616176009178162
A girl in a black and blue wet suit is surfing.|A woman wearing a black and blue striped suit is surfing on a wave.|0.8800000000000001|0.7967079281806946
The woman is leading a dog through an obstacle course.|Woman leading her small dog through an obstacle course.|0.92|0.8586320281028748
Two dogs on the beach.|A dog walks on the beach.|0.48|0.8499698042869568
A young boy is standing on a gray tiled area.|A young boy is practicing his karate in a gym.|0.2|0.4994513690471649
The dog is running with food in his mouth.|The dog is running with a yellow ball in his mouth.|0.44|0.7962302565574646
Two dogs running down a beach.|two dogs running on the beach|0.96|0.8890052437782288
A black and white dog swimming in the pool|A black and white dog running with something in his mouth.|0.4|0.689589262008667
A dog has it's head inside a red and green gift bag.|A pet playfully investigates the contents of a gift bag.|0.76|0.6028414368629456
A yellow shirted man wearing a golden sun mask.|A man in a yellow shirt wears a gold, sun-shaped mask.|1.0|0.722858726978302
A man is scalling a sheer rock face with a rope support.|A young man is doing a ski jump with a purple board.|0.08|0.532715916633606
A child with his hands on his head.|A little boy stands with his hands on top of his head|0.8400000000000001|0.7894846200942993
A man wearing a orange vest is canoeing in the blue water.|A man in an orange jacket raising his hands to the sky in the sand.|0.36|0.673366367816925
An old man in a black trench coat standing in a marketplace.|The baby is wearing a red shirt and walking in a plaza.|0.24|0.5672191977500916
A man climbing a cliff face.|A man climbs a sheer cliff face.|0.96|0.8656922578811646
Two girls are in pajama pants and appear to be dancing.|Two girls with baseball caps are eating a snack outside.|0.12|0.6488075852394104
A white and brown dog playing with a black toy.|A white and brown dog is playing tug-o-war.|0.6799999999999999|0.6738089919090271
A boy plays baseball.|A man is playing baseball.|0.6|0.9035211205482483
A boy wearing a red shirt runs across the grass with a furry dog.|A sports fan is wearing face paint in the stands.|0.0|0.517437219619751
A black dog retrieves in the snow.|A skateboarder jumping in the street.|0.0|0.4161680042743683
A smiling man and a baby girl posing for photo.|A smiling man holds a small child wearing pink and red.|0.64|0.7410917282104492
A dog jumping for a Frisbee in the snow.|A dog is jumping in the snow.|0.64|0.6637662053108215
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.|The dog with the red collar is bearing it's teeth at the dog with the blue collar.|0.6799999999999999|0.6048933267593384
Two brown dogs are biting each other.|Two brown dogs biting each other on sand.|0.8400000000000001|0.8599226474761963
A skateboarder attempts a trick on the side of a low wall.|A boy does skateboard tricks on a railing.|0.8|0.7650399804115295
A young girl doing a back flip in the water.|a young girl wearing purple running through water|0.5599999999999999|0.6363560557365417
A snowboarder rides a snowboard down a railing beside a flight of steps.|A boy is grinding a skateboard down a concrete wall.|0.16|0.6136930584907532
A woman with two men in hats socializing outside.|A young woman with a knit cap stands against the wall of a Domino's Pizza.|0.2799999999999999|0.5318002104759216
A small boy in a bathrobe is sitting in a metal chair.|A boy in a robe sits in a chair.|0.8400000000000001|0.8051109313964844
A black dog is running through the snow.|A black pit bull dog is running through the dirt.|0.44|0.809091329574585
a group of teenagers are dancing on a wooden floor.|A group of people in dark colored clothing are line dancing on a wooden floor.|0.6799999999999999|0.7442237734794617
A young boy is riding a bike.|A young girl laying on a blue inflatable toy|0.08|0.554146945476532
A black dog running in the snow.|A black dog running on a beach.|0.36|0.8286601901054382
Three dogs in the snow by a fence.|Two dogs drink water in a lake.|0.2|0.5307624340057373
A girl runs along a river bank with two black dogs.|A little boy is petting a tiger that is laying down.|0.04|0.5255016088485718
A teenage girl running on a beach shouting, with an older man walking behind her.|a young child running along the shore at a beach|0.36|0.6522721648216248
A brown and white dog is walking next to a man on a skateboard.|A blond child is laying on a branch of a tree in a green field.|0.0|0.5142109990119934
Man riding a surfboard on a wave.|A man in black on a surfboard riding a wave.|0.8|0.8335981965065002
The man in the red shirt is climbing the side of a mountain.|A man is climbing the side of a mountain.|0.8400000000000001|0.77946537733078
A man riding a motorcycle while wearing a black uniform.|A white motorcycle is being ridden around a race track.|0.2799999999999999|0.6390016674995422
a black dog swimming through a river.|a black dog digging through the snow.|0.24|0.6819198727607727
A man and a woman are smiling.|A man and a woman laughing.|0.64|0.8740504384040833
A man is standing on top of a rock or mountain watching the sun set.|A man standing in the mountains watching a sunset.|0.96|0.7807234525680542
Two little girls are playing on a trampoline.|Two little boys are playing on a playground.|0.2799999999999999|0.8064402937889099
Two girls are jumping high in the air.|Two dogs nussle one another in the grass near a lake.|0.04|0.4471951127052307
The woman holding a black purse is smoking a cigarette.|A woman with a black bag is smoking a cigarette|0.96|0.7702330350875854
A dog is running along the grass.|A brown dog is running in the grass.|0.8400000000000001|0.8850207924842834
A man with long hair is looking through a camera.|A woman stands against a wall near a video camera.|0.2|0.5879424214363098
Brown dog running on grass.|The dog is running on grass.|0.8|0.8556053042411804
Two people wearing hats sit and look at the camera.|A man wearing a blue shirt makes a grouchy face.|0.0|0.6228870153427124
Two girls playing with people and flowers behind them.|Two young girls wearing skirts are playing in a garden.|0.64|0.5564345717430115
A girl in a pink shirt is sprawling her limbs out in midair.|A man dressed in a Santa suit is climbing up a large concrete building.|0.0|0.4285633862018585
A little girl in a red shirt pulls a kite.|A girl in a red shirt takes a picture on a phone.|0.2799999999999999|0.6505338549613953
Child sliding in the snow.|Man sleeping on the street.|0.0|0.5706737637519836
Three dogs are playing in the water.|Three dogs swim in the water.|0.8400000000000001|0.8803200721740723
A white dog running on sand.|A white dog runs on the sand.|1.0|0.9174067378044128
A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.|A kid runs in the opposite direction of others who were playing a game.|0.04|0.4481668770313263
a red and white race car racing on a dirt racetrack.|A person is riding a dirt bike in a race on a dirt track.|0.2799999999999999|0.6140469908714294
A black and white dog is running through a cow field.|A large black and white dog runs in the ocean water|0.44|0.6922193765640259
A man in a straw hat shades his phone while others walk on a busy sidewalk.|A man lies on a street with his headand shoulders under a parked car that is jacked up.|0.12|0.47596991062164307
A man with a messenger bag in front of a gray tile wall.|Man in red jacket standing in front of lighthouse.|0.16|0.5420506596565247
A dog swims in the water.|Three dogs swim in the water.|0.64|0.8936497569084167
A little white curly haired dog runs across the pavement with a stick in its mouth.|A white curly haired dog runs with a stick in it's mouth.|0.92|0.8503267168998718
The blonde woman is wearing a black, american flag, tartan cap.|A red-haired woman is wearing a black beret adorned with the American flag.|0.5599999999999999|0.7507999539375305
A person holding a net is standing in the water.|A black woman and two black children are sitting in a thatched tent.|0.12|0.4779273271560669
A woman in an red tracksuit squeezing lemons in a press.|A young woman in a pink hoodie takes a picture.|0.08|0.5174457430839539
a man walks two dogs on leashes down the street|A man walks two dogs in the city.|0.8400000000000001|0.7837523818016052
A dog is running in the snow.|Two dogs running in the dirt|0.44|0.8034581542015076
A small boy playing in the snow.|The brown and white dog is playing in the snow.|0.32|0.7394797801971436
A woman in a blue shirt and tan shorts sits at a table.|A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.|0.64|0.7008346915245056
a white dog running in the snow|The dogs are running in the snow.|0.64|0.7799766063690186
The black dog is running through the snow.|A race car driver is driving his car through the mud.|0.0|0.5309126973152161
A dog wearing a green sweater and a backpack walking on snow.|A small dog wearing a green sweater and a backpack walks through snow.|0.8800000000000001|0.8545874953269958
A group of people sitting around a desk.|A group of girls on a beach.|0.12|0.6057255268096924
Three dogs are running in a field.|Two dogs are running in a grassy field|0.5599999999999999|0.8660684823989868
A man and woman with their hands on their chins are standing next to a Christmas tree.|The man with a white beard and blue cap is standing in the doorway of a workshop.|0.08|0.5716388821601868
The black and white dog has a stick in his paws.|A black dog and a white dog are standing on snow.|0.24|0.6111737489700317
A white dog running through the snow|The black and white dog runs through the grass.|0.2799999999999999|0.7730823159217834
A man on skis on a snow-covered hill with mountains in the background|A dog enjoys a romp in the water with mountains and sand in the background.|0.12|0.6343062520027161
A man on a bike nest to a river.|A man on a bike does a very high jump.|0.24|0.5469159483909607
A skier going down the snowy hill.|A brown dog is laying in the snow.|0.08|0.5769446492195129
Two dogs are running on the grass.|Two dogs running in the dirt|0.72|0.803844690322876
A man is spraying a fluid from a long hose at the beach.|A guy is sitting on his bike with one wheel in the air.|0.12|0.4964333474636078
A person in a red vest is touching the blue ice skates on another person.|A lady fastens someone's ice skates in the snow.|0.44|0.6047469973564148
A girl bounces upside down on her head on a trampoline.|A girl is bouncing on her head on a trampoline.|0.96|0.8174341320991516
A woman standing in front of trees and smiling.|A man is walking by trees in front of the city skyline.|0.4|0.7286839485168457
A boy doing a back flip into a swimming pool.|A boy wearing red and blue swim trunks jumping head first into a swimming pool.|0.48|0.6210899353027344
three little boys cover themselves with bubbles.|Three children standing by a pool are covered in foam bubbles.|0.8400000000000001|0.6795337200164795
The boy is looking up at the girl as another girl ignores them.|the boy is diving into the pool as the couple watch.|0.04|0.5637418031692505
A black dog with a blue collar is running in the snow.|A black dog with a red collar plays in the snow.|0.64|0.8783570528030396
A bird sits in a tree.|A bird sits in a leafless tree.|0.76|0.8247126936912537
A brown dog chews on an orange ball.|A dog has an orange ball in its mouth.|0.8|0.7849186062812805
A brown dog jumping into the air to catch a ball.|three young woman jumping into the air to catch a ball.|0.12|0.7595677971839905
A child is walking from one picnic table to another.|The boy hops from one picnic table to the other in the park.|0.64|0.7700906991958618
A dog in the snow.|Two dogs in snow.|0.6|0.8632485866546631
Dalmation running along the beach.|A Dalmation runs along a beach.|0.96|0.8340039849281311
A dog running through snow.|A dog runs in the snow.|1.0|0.8681642413139343
Four black dogs run across the grass.|A dog runs across the grassy field.|0.4|0.7697625160217285
A man in red and black is hitting a soccer ball with his head.|A man in a red striped soccer shirt heads a ball.|0.72|0.7360040545463562
A brown dog is walking on the grass.|A dog chases another by a tree.|0.24|0.5695849061012268
A woman placing a baby on a skateboard on the beach.|a woman holds a small baby on a skateboard at the beach|0.92|0.8631502985954285
A black dog is biting a light brown dogs ear in a playful manner.|A black dog playfully bits another dog in a living room setting|0.8|0.7238308787345886
The beagle is walking on the beach at the waterline.|A beagle walks along the calm shore.|0.8800000000000001|0.7217695116996765
The black and white dog runs through the grass.|A black and white dog is running through grass.|1.0|0.8727228045463562
Two dogs run through the snow, one with a tennis ball.|The boy is doing a stunt, through the air, on his bicycle.|0.0|0.5390523672103882
A black dog is walking on the grass with a stick in it's mouth.|The black dog is running on the grass with a toy in it's mouth.|0.64|0.7869524955749512
A man walks toward a policeman standing in a crosswalk on a city street.|A policeman stands in a crosswalk in a city.|0.6|0.8252052664756775
A black dog and a white dog playing in the street.|A black dog and a white dog play in the street together.|0.92|0.8851285576820374
A large black and white dog is swimming in the water.|A black and white dog with a stick is in muddy water.|0.72|0.7206960916519165
A little boy clowns with a colander on his head.|A boy with a metal colander on his head.|0.8400000000000001|0.7150202393531799
